PeakID (cmd=annotatePeaks.pl AkaaF3Heat_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Heat_REP1.mLb.clN_peak_9875	chr3R	23201135	23201294	+	124	NA	promoter-TSS (FBgn0262975)	-promoter-TSS (FBgn0262975)	2820	FBgn0011596	FBgn0011596	FBtr0084399						NA
AkaaF3Heat_REP1.mLb.clN_peak_7708	chr3R	3139073	3139307	+	123	NA	intron (FBgn0267430, intron 8 of 20)	-intron (FBgn0267430, intron 8 of 20)	124392	FBgn0267430	FBgn0267430	FBtr0445191						NA
AkaaF3Heat_REP1.mLb.clN_peak_13681	chrX	23455591	23456237	+	123	NA	Intergenic	Intergenic	164214	FBgn0267524	FBgn0267524	FBtr0346898						NA
AkaaF3Heat_REP1.mLb.clN_peak_545	chr2L	5461210	5461657	+	123	NA	promoter-TSS (FBgn0261963)	-promoter-TSS (FBgn0261963)	-206	FBgn0261963	FBgn0261963	FBtr0079093						NA
AkaaF3Heat_REP1.mLb.clN_peak_9311	chr3R	17717053	17717422	+	123	NA	intron (FBgn0261885, intron 1 of 14)	-intron (FBgn0261885, intron 1 of 15)	1113	FBgn0261885	FBgn0261885	FBtr0335024						NA
AkaaF3Heat_REP1.mLb.clN_peak_6502	chr3L	14177558	14178201	+	123	NA	promoter-TSS (FBgn0000411)	-promoter-TSS (FBgn0000411)	741	FBgn0000411	FBgn0000411	FBtr0333036						NA
AkaaF3Heat_REP1.mLb.clN_peak_6970	chr3L	18234228	18234957	+	122	NA	exon (FBgn0267599, exon 1 of 1)	-exon (FBgn0267599, exon 1 of 1)	168	FBgn0267599	FBgn0267599	FBtr0347044						NA
AkaaF3Heat_REP1.mLb.clN_peak_13667	chrX	23384356	23384786	+	122	NA	Intergenic	Intergenic	92871	FBgn0267524	FBgn0267524	FBtr0346898						NA
AkaaF3Heat_REP1.mLb.clN_peak_10527	chr3R	29556023	29556363	+	122	NA	promoter-TSS (FBgn0000492)	-promoter-TSS (FBgn0000492)	-193	FBgn0000492	FBgn0000492	FBtr0085441						NA
AkaaF3Heat_REP1.mLb.clN_peak_2871	chr2R	8237588	8238087	+	122	NA	promoter-TSS (FBgn0013726)	-promoter-TSS (FBgn0013726)	-16	FBgn0013726	FBgn0013726	FBtr0088793						NA
AkaaF3Heat_REP1.mLb.clN_peak_882	chr2L	8825255	8825697	+	121	NA	promoter-TSS (FBgn0029123)	-promoter-TSS (FBgn0029123)	-169	FBgn0029123	FBgn0029123	FBtr0330210						NA
AkaaF3Heat_REP1.mLb.clN_peak_10258	chr3R	27069873	27070330	+	121	NA	promoter-TSS (FBgn0003495)	-promoter-TSS (FBgn0003495)	-31	FBgn0003495	FBgn0003495	FBtr0114372						NA
AkaaF3Heat_REP1.mLb.clN_peak_13037	chrX	18404230	18404954	+	120	NA	promoter-TSS (FBgn0052549)	-promoter-TSS (FBgn0052549)	-4527	FBgn0085357	FBgn0085357	FBtr0112530						NA
AkaaF3Heat_REP1.mLb.clN_peak_8907	chr3R	13877198	13877418	+	120	NA	Intergenic	Intergenic	-2392	FBgn0008646	FBgn0008646	FBtr0082880						NA
AkaaF3Heat_REP1.mLb.clN_peak_8625	chr3R	11156769	11157285	+	119	NA	promoter-TSS (FBgn0040259)	-promoter-TSS (FBgn0040259)	-71	FBgn0040259	FBgn0040259	FBtr0082338						NA
AkaaF3Heat_REP1.mLb.clN_peak_157	chr2L	1420281	1420739	+	119	NA	promoter-TSS (FBgn0002543)	-promoter-TSS (FBgn0002543)	-57	FBgn0002543	FBgn0002543	FBtr0329985						NA
AkaaF3Heat_REP1.mLb.clN_peak_7399	chr3L	21824860	21825206	+	118	NA	promoter-TSS (FBgn0037135)	-promoter-TSS (FBgn0037135)	68	FBgn0037135	FBgn0037135	FBtr0303246						NA
AkaaF3Heat_REP1.mLb.clN_peak_9331	chr3R	17943777	17944148	+	118	NA	promoter-TSS (FBgn0263995)	-promoter-TSS (FBgn0263995)	-144	FBgn0263995	FBgn0263995	FBtr0330271						NA
AkaaF3Heat_REP1.mLb.clN_peak_10670	chr3R	30781907	30782161	+	118	NA	intron (FBgn0266699, intron 2 of 3)	-intron (FBgn0004606, intron 3 of 4)	1611	FBgn0266699	FBgn0266699	FBtr0345123						NA
AkaaF3Heat_REP1.mLb.clN_peak_10637	chr3R	30532276	30532715	+	118	NA	promoter-TSS (FBgn0082582)	-promoter-TSS (FBgn0082582)	-112	FBgn0082582	FBgn0082582	FBtr0306686						NA
AkaaF3Heat_REP1.mLb.clN_peak_4602	chr2R	22729240	22729479	+	118	NA	promoter-TSS (FBgn0028371)	-promoter-TSS (FBgn0028371)	11100	FBgn0028371	FBgn0028371	FBtr0330234						NA
AkaaF3Heat_REP1.mLb.clN_peak_9115	chr3R	15901312	15901553	+	117	NA	promoter-TSS (FBgn0027657)	-promoter-TSS (FBgn0027657)	3211	FBgn0027657	FBgn0027657	FBtr0344381						NA
AkaaF3Heat_REP1.mLb.clN_peak_11155	chrX	1134772	1135517	+	117	NA	promoter-TSS (FBgn0040397)	-promoter-TSS (FBgn0040397)	-248	FBgn0040397	FBgn0040397	FBtr0331340						NA
AkaaF3Heat_REP1.mLb.clN_peak_13121	chrX	19028667	19028865	+	117	NA	TTS (FBgn0264090)	-TTS (FBgn0264090)	-21676	FBgn0085358	FBgn0085358	FBtr0344305						NA
AkaaF3Heat_REP1.mLb.clN_peak_186	chr2L	1737277	1737586	+	116	NA	promoter-TSS (FBgn0264494)	-promoter-TSS (FBgn0264494)	-36	FBgn0264494	FBgn0264494	FBtr0077886						NA
AkaaF3Heat_REP1.mLb.clN_peak_4638	chr2R	22998605	22999184	+	115	NA	promoter-TSS (FBgn0034808)	-promoter-TSS (FBgn0034808)	-10	FBgn0034808	FBgn0034808	FBtr0071988						NA
AkaaF3Heat_REP1.mLb.clN_peak_5292	chr3L	2821058	2821334	+	115	NA	promoter-TSS (FBgn0263392)	-promoter-TSS (FBgn0263392)	38941	FBgn0035375	FBgn0035375	FBtr0333442						NA
AkaaF3Heat_REP1.mLb.clN_peak_2192	chr2L	21628732	21630049	+	115	NA	TTS (FBgn0266328)	-TTS (FBgn0266328)	542	FBgn0022893	FBgn0022893	FBtr0085920						NA
AkaaF3Heat_REP1.mLb.clN_peak_8313	chr3R	8181492	8182003	+	114	NA	promoter-TSS (FBgn0001138)	-promoter-TSS (FBgn0001138)	-303	FBgn0001138	FBgn0001138	FBtr0330188						NA
AkaaF3Heat_REP1.mLb.clN_peak_7587	chr3L	23116788	23117447	+	113	NA	Intergenic	Intergenic	-8908	FBgn0053217	FBgn0053217	FBtr0070045						NA
AkaaF3Heat_REP1.mLb.clN_peak_7709	chr3R	3146152	3146281	+	112	NA	intron (FBgn0267430, intron 8 of 20)	-intron (FBgn0267430, intron 8 of 20)	117366	FBgn0267430	FBgn0267430	FBtr0445191						NA
AkaaF3Heat_REP1.mLb.clN_peak_177	chr2L	1644447	1644735	+	112	NA	Intergenic	Intergenic	2572	FBgn0267259	FBgn0267259	FBtr0346473						NA
AkaaF3Heat_REP1.mLb.clN_peak_11121	chrX	908615	909664	+	112	NA	promoter-TSS (FBgn0264449)	-promoter-TSS (FBgn0264449)	14655	FBgn0029539	FBgn0029539	FBtr0310165						NA
AkaaF3Heat_REP1.mLb.clN_peak_12031	chrX	8757871	8758153	+	112	NA	exon (FBgn0026411, exon 7 of 7)	-exon (FBgn0026411, exon 7 of 7)	27341	FBgn0026411	FBgn0026411	FBtr0071279						NA
AkaaF3Heat_REP1.mLb.clN_peak_10821	chr3R	31985425	31985909	+	111	NA	exon (FBgn0011224, exon 1 of 14)	-exon (FBgn0011224, exon 1 of 14)	-1182	FBgn0039886	FBgn0039886	FBtr0085871						NA
AkaaF3Heat_REP1.mLb.clN_peak_10120	chr3R	25739817	25740782	+	111	NA	exon (FBgn0051092, exon 1 of 11)	-exon (FBgn0051092, exon 1 of 11)	2272	FBgn0267771	FBgn0267771	FBtr0347335						NA
AkaaF3Heat_REP1.mLb.clN_peak_13673	chrX	23405608	23407579	+	111	NA	Intergenic	Intergenic	114893	FBgn0267524	FBgn0267524	FBtr0346898						NA
AkaaF3Heat_REP1.mLb.clN_peak_6466	chr3L	13919605	13920140	+	111	NA	promoter-TSS (FBgn0026376)	-promoter-TSS (FBgn0026376)	93	FBgn0026376	FBgn0026376	FBtr0075795						NA
AkaaF3Heat_REP1.mLb.clN_peak_4934	chr2R	25285295	25285783	+	111	NA	Intergenic	Intergenic	33612	FBgn0050428	FBgn0050428	FBtr0343515						NA
AkaaF3Heat_REP1.mLb.clN_peak_9535	chr3R	19802238	19802772	+	110	NA	promoter-TSS (FBgn0051471)	-promoter-TSS (FBgn0051471)	-185	FBgn0051471	FBgn0051471	FBtr0083794						NA
AkaaF3Heat_REP1.mLb.clN_peak_13166	chrX	19353090	19354997	+	110	NA	intron (FBgn0031016, intron 1 of 4)	-intron (FBgn0031016, intron 1 of 5)	862	FBgn0031016	FBgn0031016	FBtr0309224						NA
AkaaF3Heat_REP1.mLb.clN_peak_6686	chr3L	15699668	15700135	+	109	NA	promoter-TSS (FBgn0041160)	-promoter-TSS (FBgn0041160)	-51	FBgn0041160	FBgn0041160	FBtr0075580						NA
AkaaF3Heat_REP1.mLb.clN_peak_11580	chrX	4411364	4411736	+	109	NA	intron (FBgn0052773, intron 3 of 4)	-intron (FBgn0052773, intron 3 of 4)	-1912	FBgn0000179	FBgn0000179	FBtr0331162						NA
AkaaF3Heat_REP1.mLb.clN_peak_8566	chr3R	10535830	10536022	+	109	NA	intron (FBgn0001235, intron 8 of 13)	-intron (FBgn0001235, intron 8 of 13)	-45710	FBgn0267136	FBgn0267136	FBtr0346258						NA
AkaaF3Heat_REP1.mLb.clN_peak_8113	chr3R	6678495	6678742	+	109	NA	promoter-TSS (FBgn0002522)	-promoter-TSS (FBgn0002522)	-5827	FBgn0000552	FBgn0000552	FBtr0081688						NA
AkaaF3Heat_REP1.mLb.clN_peak_11861	chrX	7204543	7205184	+	109	NA	intron (FBgn0029939, intron 1 of 3)	-intron (FBgn0029939, intron 2 of 5)	-21592	FBgn0029939	FBgn0029939	FBtr0474234						NA
AkaaF3Heat_REP1.mLb.clN_peak_1755	chr2L	17963202	17963713	+	108	NA	promoter-TSS (FBgn0032656)	-promoter-TSS (FBgn0032656)	78	FBgn0032656	FBgn0032656	FBtr0340182						NA
AkaaF3Heat_REP1.mLb.clN_peak_12229	chrX	10784440	10784731	+	108	NA	promoter-TSS (FBgn0003360)	-promoter-TSS (FBgn0003360)	2373	FBgn0003360	FBgn0003360	FBtr0346384						NA
AkaaF3Heat_REP1.mLb.clN_peak_3291	chr2R	11603240	11603696	+	107	NA	intron (FBgn0033636, intron 1 of 15)	-intron (FBgn0033636, intron 1 of 16)	1468	FBgn0033636	FBgn0033636	FBtr0113066						NA
AkaaF3Heat_REP1.mLb.clN_peak_1966	chr2L	19735671	19736231	+	107	NA	promoter-TSS (FBgn0032816)	-promoter-TSS (FBgn0032816)	-93	FBgn0032816	FBgn0032816	FBtr0081289						NA
AkaaF3Heat_REP1.mLb.clN_peak_13296	chrX	20468237	20468593	+	107	NA	promoter-TSS (FBgn0031117)	-promoter-TSS (FBgn0031117)	960	FBgn0031117	FBgn0031117	FBtr0340044						NA
AkaaF3Heat_REP1.mLb.clN_peak_3894	chr2R	16828779	16829051	+	107	NA	promoter-TSS (FBgn0263659)	-promoter-TSS (FBgn0263659)	-1774	FBgn0263659	FBgn0263659	FBtr0310103						NA
AkaaF3Heat_REP1.mLb.clN_peak_11010	chrX	52214	54939	+	107	NA	Intergenic	Intergenic	-68917	FBgn0058469	FBgn0058469	FBtr0307364						NA
AkaaF3Heat_REP1.mLb.clN_peak_10621	chr3R	30450059	30450594	+	106	NA	promoter-TSS (FBgn0028646)	-promoter-TSS (FBgn0028646)	80	FBgn0028646	FBgn0028646	FBtr0306586						NA
AkaaF3Heat_REP1.mLb.clN_peak_4865	chr2R	24767820	24768425	+	106	NA	promoter-TSS (FBgn0027590)	-promoter-TSS (FBgn0027590)	-415	FBgn0027590	FBgn0027590	FBtr0072436						NA
AkaaF3Heat_REP1.mLb.clN_peak_6809	chr3L	16969707	16970107	+	106	NA	promoter-TSS (FBgn0261547)	-promoter-TSS (FBgn0261547)	-106	FBgn0261547	FBgn0261547	FBtr0302651						NA
AkaaF3Heat_REP1.mLb.clN_peak_4497	chr2R	21848381	21848644	+	105	NA	promoter-TSS (FBgn0050406)	-promoter-TSS (FBgn0050406)	-34	FBgn0050406	FBgn0050406	FBtr0071736						NA
AkaaF3Heat_REP1.mLb.clN_peak_3886	chr2R	16730659	16731747	+	105	NA	exon (FBgn0050463, exon 1 of 12)	-exon (FBgn0050463, exon 1 of 12)	6682	FBgn0262564	FBgn0262564	FBtr0347233						NA
AkaaF3Heat_REP1.mLb.clN_peak_3271	chr2R	11384044	11384573	+	105	NA	promoter-TSS (FBgn0033631)	-promoter-TSS (FBgn0033631)	-194	FBgn0033631	FBgn0033631	FBtr0433531						NA
AkaaF3Heat_REP1.mLb.clN_peak_3848	chr2R	16386291	16386868	+	105	NA	promoter-TSS (FBgn0264273)	-promoter-TSS (FBgn0264273)	55	FBgn0264273	FBgn0264273	FBtr0329991						NA
AkaaF3Heat_REP1.mLb.clN_peak_5582	chr3L	5610571	5610911	+	105	NA	Intergenic	Intergenic	-2441	FBgn0035624	FBgn0035624	FBtr0077126						NA
AkaaF3Heat_REP1.mLb.clN_peak_13232	chrX	19886837	19887972	+	105	NA	promoter-TSS (FBgn0052529)	-promoter-TSS (FBgn0052529)	2656	FBgn0086782	FBgn0086782	FBtr0074802						NA
AkaaF3Heat_REP1.mLb.clN_peak_6557	chr3L	14550907	14551434	+	105	NA	promoter-TSS (FBgn0036428)	-promoter-TSS (FBgn0036428)	-195	FBgn0036428	FBgn0036428	FBtr0333037						NA
AkaaF3Heat_REP1.mLb.clN_peak_1871	chr2L	18936188	18936394	+	104	NA	intron (FBgn0032723, intron 6 of 10)	-intron (FBgn0032723, intron 6 of 10)	7669	FBgn0032723	FBgn0032723	FBtr0342929						NA
AkaaF3Heat_REP1.mLb.clN_peak_7627	chr3L	24738001	24739190	+	104	NA	intron (FBgn0287186, intron 3 of 5)	-intron (FBgn0287186, intron 4 of 6)	14433	FBgn0287186	FBgn0287186	FBtr0339923						NA
AkaaF3Heat_REP1.mLb.clN_peak_5724	chr3L	6742236	6742511	+	104	NA	intron (FBgn0261934, intron 1 of 9)	-intron (FBgn0261934, intron 1 of 4)	791	FBgn0261934	FBgn0261934	FBtr0333047						NA
AkaaF3Heat_REP1.mLb.clN_peak_12286	chrX	11389846	11390149	+	104	NA	promoter-TSS (FBgn0001624)	-promoter-TSS (FBgn0001624)	-19950	FBgn0030296	FBgn0030296	FBtr0309222						NA
AkaaF3Heat_REP1.mLb.clN_peak_11987	chrX	8294082	8295960	+	103	NA	intron (FBgn0015519, intron 6 of 11)	-intron (FBgn0015519, intron 6 of 11)	-21215	FBgn0030029	FBgn0030029	FBtr0071178						NA
AkaaF3Heat_REP1.mLb.clN_peak_7153	chr3L	19895447	19895822	+	103	NA	exon (FBgn0052218, exon 1 of 1)	-exon (FBgn0052218, exon 1 of 1)	757	FBgn0052218	FBgn0052218	FBtr0304110						NA
AkaaF3Heat_REP1.mLb.clN_peak_8283	chr3R	7947229	7947818	+	103	NA	intron (FBgn0000504, intron 2 of 3)	-intron (FBgn0000504, intron 2 of 4)	19885	FBgn0000504	FBgn0000504	FBtr0339710						NA
AkaaF3Heat_REP1.mLb.clN_peak_2103	chr2L	20893547	20893753	+	103	NA	intron (FBgn0263996, intron 3 of 10)	-intron (FBgn0032901, intron 3 of 10)	-7484	FBgn0053317	FBgn0053317	FBtr0089856						NA
AkaaF3Heat_REP1.mLb.clN_peak_1501	chr2L	15264342	15264873	+	103	NA	promoter-TSS (FBgn0045842)	-promoter-TSS (FBgn0045842)	85	FBgn0045842	FBgn0045842	FBtr0415452						NA
AkaaF3Heat_REP1.mLb.clN_peak_6020	chr3L	9692443	9693279	+	103	NA	promoter-TSS (FBgn0267454)	-promoter-TSS (FBgn0267454)	-960	FBgn0267454	FBgn0267454	FBtr0346825						NA
AkaaF3Heat_REP1.mLb.clN_peak_7658	chr3L	27071939	27073150	+	102	NA	Intergenic	Intergenic	11362	FBgn0063670	FBgn0063670	FBtr0333872						NA
AkaaF3Heat_REP1.mLb.clN_peak_3308	chr2R	11665443	11665744	+	102	NA	promoter-TSS (FBgn0050035)	-promoter-TSS (FBgn0050035)	-4958	FBgn0011916	FBgn0011916	FBtr0088086						NA
AkaaF3Heat_REP1.mLb.clN_peak_5519	chr3L	4825635	4825891	+	102	NA	promoter-TSS (FBgn0027085)	-promoter-TSS (FBgn0027085)	-76	FBgn0261797	FBgn0261797	FBtr0332750						NA
AkaaF3Heat_REP1.mLb.clN_peak_6945	chr3L	18063280	18063563	+	102	NA	intron (FBgn0000568, intron 1 of 7)	-intron (FBgn0000568, intron 1 of 7)	6729	FBgn0264748	FBgn0264748	FBtr0334132						NA
AkaaF3Heat_REP1.mLb.clN_peak_979	chr2L	9782159	9782731	+	102	NA	promoter-TSS (FBgn0032147)	-promoter-TSS (FBgn0032147)	-3801	FBgn0032147	FBgn0032147	FBtr0307204						NA
AkaaF3Heat_REP1.mLb.clN_peak_13647	chrX	23231669	23232327	+	102	NA	Intergenic	Intergenic	-7720	FBgn0085771	FBgn0085771	FBtr0346896						NA
AkaaF3Heat_REP1.mLb.clN_peak_7759	chr3R	4307653	4308134	+	101	NA	promoter-TSS (FBgn0027930)	-promoter-TSS (FBgn0027930)	-15	FBgn0027930	FBgn0027930	FBtr0445313						NA
AkaaF3Heat_REP1.mLb.clN_peak_7309	chr3L	21135994	21136203	+	101	NA	promoter-TSS (FBgn0037051)	-promoter-TSS (FBgn0037051)	255	FBgn0037051	FBgn0037051	FBtr0305502						NA
AkaaF3Heat_REP1.mLb.clN_peak_13324	chrX	20656227	20657737	+	101	NA	promoter-TSS (FBgn0031126)	-promoter-TSS (FBgn0031126)	566	FBgn0267022	FBgn0267022	FBtr0345969						NA
AkaaF3Heat_REP1.mLb.clN_peak_4253	chr2R	19826346	19826647	+	101	NA	promoter-TSS (FBgn0034476)	-promoter-TSS (FBgn0034476)	-82	FBgn0034476	FBgn0034476	FBtr0086336						NA
AkaaF3Heat_REP1.mLb.clN_peak_2807	chr2R	7745291	7745678	+	101	NA	promoter-TSS (FBgn0286778)	-promoter-TSS (FBgn0286778)	-9862	FBgn0042135	FBgn0042135	FBtr0088935						NA
AkaaF3Heat_REP1.mLb.clN_peak_6895	chr3L	17619286	17619532	+	101	NA	promoter-TSS (FBgn0000567)	-promoter-TSS (FBgn0000567)	-84	FBgn0000567	FBgn0000567	FBtr0305796						NA
AkaaF3Heat_REP1.mLb.clN_peak_5253	chr3L	2489944	2490384	+	101	NA	promoter-TSS (FBgn0035346)	-promoter-TSS (FBgn0035346)	-436	FBgn0035346	FBgn0035346	FBtr0344219						NA
AkaaF3Heat_REP1.mLb.clN_peak_9348	chr3R	18121491	18121999	+	100	NA	promoter-TSS (FBgn0003499)	-promoter-TSS (FBgn0003499)	-316	FBgn0003499	FBgn0003499	FBtr0330050						NA
AkaaF3Heat_REP1.mLb.clN_peak_6642	chr3L	15235396	15235726	+	100	NA	promoter-TSS (FBgn0029114)	-promoter-TSS (FBgn0029114)	-58	FBgn0029114	FBgn0029114	FBtr0075607						NA
AkaaF3Heat_REP1.mLb.clN_peak_8666	chr3R	11604774	11605011	+	100	NA	promoter-TSS (FBgn0051363)	-promoter-TSS (FBgn0051363)	-14746	FBgn0037918	FBgn0037918	FBtr0082459						NA
AkaaF3Heat_REP1.mLb.clN_peak_11706	chrX	5560486	5560920	+	100	NA	promoter-TSS (FBgn0263512)	-promoter-TSS (FBgn0263512)	-520	FBgn0263512	FBgn0263512	FBtr0343015						NA
AkaaF3Heat_REP1.mLb.clN_peak_12795	chrX	16149083	16149353	+	100	NA	promoter-TSS (FBgn0285879)	-promoter-TSS (FBgn0285879)	-24886	FBgn0285879	FBgn0285879	FBtr0310301						NA
AkaaF3Heat_REP1.mLb.clN_peak_3568	chr2R	13925342	13925703	+	100	NA	promoter-TSS (FBgn0013733)	-promoter-TSS (FBgn0013733)	-14576	FBgn0013733	FBgn0013733	FBtr0304850						NA
AkaaF3Heat_REP1.mLb.clN_peak_6070	chr3L	10325114	10325388	+	99	NA	intron (FBgn0267668, intron 1 of 2)	-intron (FBgn0267668, intron 1 of 2)	18367	FBgn0267666	FBgn0267666	FBtr0347129						NA
AkaaF3Heat_REP1.mLb.clN_peak_12359	chrX	12203481	12203979	+	99	NA	promoter-TSS (FBgn0267001)	-promoter-TSS (FBgn0267001)	-25104	FBgn0030377	FBgn0030377	FBtr0073634						NA
AkaaF3Heat_REP1.mLb.clN_peak_1398	chr2L	14490177	14491156	+	99	NA	promoter-TSS (FBgn0005771)	-promoter-TSS (FBgn0005771)	-193	FBgn0005771	FBgn0005771	FBtr0080643						NA
AkaaF3Heat_REP1.mLb.clN_peak_7863	chr3R	4970761	4971121	+	99	NA	Intergenic	Intergenic	5496	FBgn0037290	FBgn0037290	FBtr0078841						NA
AkaaF3Heat_REP1.mLb.clN_peak_12847	chrX	16723464	16723828	+	99	NA	intron (FBgn0052572, intron 2 of 3)	-intron (FBgn0052572, intron 2 of 3)	-2235	FBgn0085354	FBgn0085354	FBtr0339826						NA
AkaaF3Heat_REP1.mLb.clN_peak_3452	chr2R	12979709	12981349	+	99	NA	exon (FBgn0005624, exon 1 of 5)	-exon (FBgn0005624, exon 1 of 5)	465	FBgn0005624	FBgn0005624	FBtr0345375						NA
AkaaF3Heat_REP1.mLb.clN_peak_237	chr2L	2242230	2242484	+	98	NA	promoter-TSS (FBgn0264979)	-promoter-TSS (FBgn0264979)	-21	FBgn0264979	FBgn0264979	FBtr0335159						NA
AkaaF3Heat_REP1.mLb.clN_peak_13021	chrX	18312562	18313114	+	98	NA	promoter-TSS (FBgn0267169)	-promoter-TSS (FBgn0267169)	-912	FBgn0267169	FBgn0267169	FBtr0346289						NA
AkaaF3Heat_REP1.mLb.clN_peak_3309	chr2R	11666680	11666869	+	98	NA	intron (FBgn0050035, intron 1 of 7)	-intron (FBgn0050035, intron 1 of 7)	-5282	FBgn0050035	FBgn0050035	FBtr0088074						NA
AkaaF3Heat_REP1.mLb.clN_peak_6234	chr3L	11553037	11553613	+	98	NA	promoter-TSS (FBgn0259481)	-promoter-TSS (FBgn0259481)	-8671	FBgn0036173	FBgn0036173	FBtr0333215						NA
AkaaF3Heat_REP1.mLb.clN_peak_11845	chrX	6998469	6998966	+	98	NA	promoter-TSS (FBgn0027108)	-promoter-TSS (FBgn0027108)	45	FBgn0027108	FBgn0027108	FBtr0071006						NA
AkaaF3Heat_REP1.mLb.clN_peak_7135	chr3L	19687342	19687504	+	97	NA	promoter-TSS (FBgn0004623)	-promoter-TSS (FBgn0004623)	-70	FBgn0036900	FBgn0036900	FBtr0331859						NA
AkaaF3Heat_REP1.mLb.clN_peak_2264	chr2L	22134004	22134641	+	97	NA	promoter-TSS (FBgn0261802)	-promoter-TSS (FBgn0261802)	-11	FBgn0261802	FBgn0261802	FBtr0333744						NA
AkaaF3Heat_REP1.mLb.clN_peak_4278	chr2R	20000117	20000869	+	96	NA	promoter-TSS (FBgn0050212)	-promoter-TSS (FBgn0050212)	-125	FBgn0050212	FBgn0050212	FBtr0086326						NA
AkaaF3Heat_REP1.mLb.clN_peak_2225	chr2L	21899056	21899745	+	96	NA	Intergenic	Intergenic	-1111	FBgn0032965	FBgn0032965	FBtr0085950						NA
AkaaF3Heat_REP1.mLb.clN_peak_7836	chr3R	4738900	4739882	+	96	NA	intron (FBgn0026620, intron 4 of 10)	-intron (FBgn0026620, intron 1 of 7)	1891	FBgn0267812	FBgn0267812	FBtr0347382						NA
AkaaF3Heat_REP1.mLb.clN_peak_2573	chr2R	6131887	6132229	+	95	NA	promoter-TSS (FBgn0000546)	-promoter-TSS (FBgn0000546)	-217	FBgn0000546	FBgn0000546	FBtr0086008						NA
AkaaF3Heat_REP1.mLb.clN_peak_9473	chr3R	19321765	19322348	+	95	NA	intron (FBgn0000463, intron 1 of 5)	-intron (FBgn0000463, intron 1 of 5)	4161	FBgn0000463	FBgn0000463	FBtr0304658						NA
AkaaF3Heat_REP1.mLb.clN_peak_13674	chrX	23412316	23412604	+	95	NA	Intergenic	Intergenic	120760	FBgn0267524	FBgn0267524	FBtr0346898						NA
AkaaF3Heat_REP1.mLb.clN_peak_8205	chr3R	7312985	7313387	+	95	NA	promoter-TSS (FBgn0265422)	-promoter-TSS (FBgn0265422)	-328	FBgn0265422	FBgn0265422	FBtr0339732						NA
AkaaF3Heat_REP1.mLb.clN_peak_11833	chrX	6868084	6868561	+	95	NA	promoter-TSS (FBgn0263993)	-promoter-TSS (FBgn0263993)	95	FBgn0263993	FBgn0263993	FBtr0330267						NA
AkaaF3Heat_REP1.mLb.clN_peak_6321	chr3L	12468062	12468369	+	95	NA	promoter-TSS (FBgn0000625)	-promoter-TSS (FBgn0000625)	-194	FBgn0000625	FBgn0000625	FBtr0100170						NA
AkaaF3Heat_REP1.mLb.clN_peak_324	chr2L	3172891	3173188	+	95	NA	promoter-TSS (FBgn0031512)	-promoter-TSS (FBgn0031512)	45	FBgn0011984	FBgn0011984	FBtr0077613						NA
AkaaF3Heat_REP1.mLb.clN_peak_11158	chrX	1162012	1162196	+	95	NA	intron (FBgn0040368, intron 1 of 1)	-intron (FBgn0040368, intron 1 of 1)	285	FBgn0040368	FBgn0040368	FBtr0070252						NA
AkaaF3Heat_REP1.mLb.clN_peak_818	chr2L	8205375	8205541	+	94	NA	promoter-TSS (FBgn0031999)	-promoter-TSS (FBgn0031999)	190	FBgn0264951	FBgn0264951	FBtr0335193						NA
AkaaF3Heat_REP1.mLb.clN_peak_8998	chr3R	14739189	14739400	+	94	NA	intron (FBgn0011217, intron 1 of 4)	-intron (FBgn0011217, intron 2 of 5)	1497	FBgn0011217	FBgn0011217	FBtr0083018						NA
AkaaF3Heat_REP1.mLb.clN_peak_11230	chrX	1695839	1695982	+	94	NA	promoter-TSS (FBgn0023130)	-promoter-TSS (FBgn0023130)	-21	FBgn0023130	FBgn0023130	FBtr0333116						NA
AkaaF3Heat_REP1.mLb.clN_peak_6404	chr3L	13228441	13228985	+	94	NA	promoter-TSS (FBgn0023095)	-promoter-TSS (FBgn0023095)	21	FBgn0023095	FBgn0023095	FBtr0346864						NA
AkaaF3Heat_REP1.mLb.clN_peak_1202	chr2L	12617899	12618471	+	94	NA	promoter-TSS (FBgn0085424)	-promoter-TSS (FBgn0085424)	-598	FBgn0085424	FBgn0085424	FBtr0342628						NA
AkaaF3Heat_REP1.mLb.clN_peak_10899	chr4	501505	501891	+	94	NA	promoter-TSS (FBgn0004607)	-promoter-TSS (FBgn0004607)	-112	FBgn0004607	FBgn0004607	FBtr0307167						NA
AkaaF3Heat_REP1.mLb.clN_peak_9695	chr3R	21446423	21446794	+	94	NA	promoter-TSS (FBgn0011278)	-promoter-TSS (FBgn0011278)	-71	FBgn0011278	FBgn0011278	FBtr0084091						NA
AkaaF3Heat_REP1.mLb.clN_peak_8917	chr3R	13983308	13983963	+	94	NA	promoter-TSS (FBgn0264493)	-promoter-TSS (FBgn0264493)	-11835	FBgn0264493	FBgn0264493	FBtr0301633						NA
