PeakID (cmd=annotatePeaks.pl ManzF3Heat_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Heat_REP2.mLb.clN_peak_10765	chrX	16216804	16217768	+	113	NA	promoter-TSS (FBgn0000459)	-promoter-TSS (FBgn0000459)	-540	FBgn0000459	FBgn0000459	FBtr0074250						NA
ManzF3Heat_REP2.mLb.clN_peak_11366	chrX	22539856	22540498	+	112	NA	promoter-TSS (FBgn0031195)	-promoter-TSS (FBgn0031195)	206	FBgn0031194	FBgn0031194	FBtr0333716						NA
ManzF3Heat_REP2.mLb.clN_peak_9055	chr3R	31713170	31714038	+	112	NA	promoter-TSS (FBgn0003870)	-promoter-TSS (FBgn0003870)	4329	FBgn0054046	FBgn0054046	FBtr0308935						NA
ManzF3Heat_REP2.mLb.clN_peak_5769	chr3L	17590467	17591040	+	112	NA	intron (FBgn0000567, intron 5 of 7)	-intron (FBgn0000567, intron 5 of 7)	-24591	FBgn0086080	FBgn0086080	FBtr0114356						NA
ManzF3Heat_REP2.mLb.clN_peak_6335	chr3L	22945089	22945742	+	111	NA	promoter-TSS (FBgn0037207)	-promoter-TSS (FBgn0037207)	-580	FBgn0037207	FBgn0037207	FBtr0078563						NA
ManzF3Heat_REP2.mLb.clN_peak_1502	chr2L	18319892	18320540	+	111	NA	exon (FBgn0000636, exon 1 of 8)	-exon (FBgn0000636, exon 1 of 8)	114	FBgn0000636	FBgn0000636	FBtr0344782						NA
ManzF3Heat_REP2.mLb.clN_peak_1890	chr2L	22018873	22019351	+	111	NA	promoter-TSS (FBgn0028979)	-promoter-TSS (FBgn0028979)	-96	FBgn0053987	FBgn0053987	FBtr0100032						NA
ManzF3Heat_REP2.mLb.clN_peak_7226	chr3R	10888719	10889521	+	111	NA	TTS (FBgn0037855)	-TTS (FBgn0037855)	161	FBgn0042094	FBgn0042094	FBtr0339378						NA
ManzF3Heat_REP2.mLb.clN_peak_1278	chr2L	15339554	15339953	+	111	NA	Intergenic	Intergenic	5887	FBgn0287768	FBgn0287768	FBtr0080734						NA
ManzF3Heat_REP2.mLb.clN_peak_4318	chr3L	1586442	1586783	+	111	NA	promoter-TSS (FBgn0035237)	-promoter-TSS (FBgn0035237)	-82	FBgn0035237	FBgn0035237	FBtr0347066						NA
ManzF3Heat_REP2.mLb.clN_peak_6861	chr3R	6850025	6850155	+	110	NA	promoter-TSS (FBgn0003339)	-promoter-TSS (FBgn0003339)	-1585	FBgn0003339	FBgn0003339	FBtr0081658						NA
ManzF3Heat_REP2.mLb.clN_peak_5467	chr3L	14427166	14427754	+	110	NA	promoter-TSS (FBgn0087007)	-promoter-TSS (FBgn0087007)	2959	FBgn0267695	FBgn0267695	FBtr0347205						NA
ManzF3Heat_REP2.mLb.clN_peak_5824	chr3L	18064810	18065067	+	109	NA	promoter-TSS (FBgn0000568)	-promoter-TSS (FBgn0000568)	5212	FBgn0264748	FBgn0264748	FBtr0334132						NA
ManzF3Heat_REP2.mLb.clN_peak_6348	chr3L	23116800	23117429	+	109	NA	Intergenic	Intergenic	-8911	FBgn0053217	FBgn0053217	FBtr0070045						NA
ManzF3Heat_REP2.mLb.clN_peak_8918	chr3R	30531916	30532613	+	109	NA	promoter-TSS (FBgn0082582)	-promoter-TSS (FBgn0082582)	-343	FBgn0082582	FBgn0082582	FBtr0306686						NA
ManzF3Heat_REP2.mLb.clN_peak_5231	chr3L	11553083	11553606	+	109	NA	promoter-TSS (FBgn0259481)	-promoter-TSS (FBgn0259481)	-8652	FBgn0036173	FBgn0036173	FBtr0333215						NA
ManzF3Heat_REP2.mLb.clN_peak_6265	chr3L	22407688	22408402	+	109	NA	promoter-TSS (FBgn0004449)	-promoter-TSS (FBgn0004449)	-182	FBgn0004449	FBgn0004449	FBtr0330159						NA
ManzF3Heat_REP2.mLb.clN_peak_6315	chr3L	22773284	22773916	+	108	NA	promoter-TSS (FBgn0052451)	-promoter-TSS (FBgn0052451)	64	FBgn0052451	FBgn0052451	FBtr0078533						NA
ManzF3Heat_REP2.mLb.clN_peak_4076	chr2R	24630930	24631256	+	108	NA	promoter-TSS (FBgn0015040)	-promoter-TSS (FBgn0015040)	30	FBgn0015040	FBgn0015040	FBtr0072321						NA
ManzF3Heat_REP2.mLb.clN_peak_2762	chr2R	11665435	11665765	+	108	NA	promoter-TSS (FBgn0050035)	-promoter-TSS (FBgn0050035)	-4965	FBgn0011916	FBgn0011916	FBtr0088086						NA
ManzF3Heat_REP2.mLb.clN_peak_8528	chr3R	26230024	26230322	+	107	NA	promoter-TSS (FBgn0039419)	-promoter-TSS (FBgn0039419)	-75	FBgn0039419	FBgn0039419	FBtr0339612						NA
ManzF3Heat_REP2.mLb.clN_peak_6224	chr3L	22135865	22136262	+	107	NA	promoter-TSS (FBgn0037153)	-promoter-TSS (FBgn0037153)	-27	FBgn0037153	FBgn0037153	FBtr0333219						NA
ManzF3Heat_REP2.mLb.clN_peak_10117	chrX	8624841	8625158	+	107	NA	Intergenic	Intergenic	-18695	FBgn0030054	FBgn0030054	FBtr0071228						NA
ManzF3Heat_REP2.mLb.clN_peak_5497	chr3L	14706511	14706914	+	107	NA	promoter-TSS (FBgn0259175)	-promoter-TSS (FBgn0259175)	-39	FBgn0259175	FBgn0259175	FBtr0333043						NA
ManzF3Heat_REP2.mLb.clN_peak_7722	chr3R	16830112	16830307	+	105	NA	promoter-TSS (FBgn0000014)	-promoter-TSS (FBgn0000014)	-160	FBgn0000014	FBgn0000014	FBtr0306337						NA
ManzF3Heat_REP2.mLb.clN_peak_10143	chrX	9029986	9030554	+	105	NA	promoter-TSS (FBgn0259734)	-promoter-TSS (FBgn0259734)	65	FBgn0259734	FBgn0259734	FBtr0343357						NA
ManzF3Heat_REP2.mLb.clN_peak_2997	chr2R	13925348	13925772	+	105	NA	promoter-TSS (FBgn0013733)	-promoter-TSS (FBgn0013733)	-14614	FBgn0013733	FBgn0013733	FBtr0304850						NA
ManzF3Heat_REP2.mLb.clN_peak_4676	chr3L	5249166	5249412	+	105	NA	promoter-TSS (FBgn0052423)	-promoter-TSS (FBgn0052423)	14806	FBgn0035598	FBgn0035598	FBtr0077171						NA
ManzF3Heat_REP2.mLb.clN_peak_9848	chrX	5593912	5594255	+	105	NA	promoter-TSS (FBgn0263511)	-promoter-TSS (FBgn0263511)	-172	FBgn0263511	FBgn0263511	FBtr0340495						NA
ManzF3Heat_REP2.mLb.clN_peak_11339	chrX	22257816	22260083	+	104	NA	Intergenic	Intergenic	7367	FBgn0085693	FBgn0085693	FBtr0114142						NA
ManzF3Heat_REP2.mLb.clN_peak_7796	chr3R	17717125	17717475	+	103	NA	intron (FBgn0261885, intron 1 of 14)	-intron (FBgn0261885, intron 1 of 15)	1050	FBgn0261885	FBgn0261885	FBtr0335024						NA
ManzF3Heat_REP2.mLb.clN_peak_4140	chr2R	25285297	25285833	+	103	NA	Intergenic	Intergenic	33638	FBgn0050428	FBgn0050428	FBtr0343515						NA
ManzF3Heat_REP2.mLb.clN_peak_6917	chr3R	7313064	7313399	+	103	NA	promoter-TSS (FBgn0265422)	-promoter-TSS (FBgn0265422)	-373	FBgn0265422	FBgn0265422	FBtr0339732						NA
ManzF3Heat_REP2.mLb.clN_peak_8484	chr3R	25739887	25740845	+	103	NA	promoter-TSS (FBgn0051092)	-promoter-TSS (FBgn0051092)	2339	FBgn0267771	FBgn0267771	FBtr0347335						NA
ManzF3Heat_REP2.mLb.clN_peak_11473	chrX	23231692	23232351	+	103	NA	Intergenic	Intergenic	-7697	FBgn0085771	FBgn0085771	FBtr0346896						NA
ManzF3Heat_REP2.mLb.clN_peak_8857	chr3R	29876923	29877205	+	103	NA	promoter-TSS (FBgn0051038)	-promoter-TSS (FBgn0051038)	5	FBgn0051038	FBgn0051038	FBtr0481731						NA
ManzF3Heat_REP2.mLb.clN_peak_7813	chr3R	17943739	17944186	+	103	NA	promoter-TSS (FBgn0263995)	-promoter-TSS (FBgn0263995)	-144	FBgn0263995	FBgn0263995	FBtr0330271						NA
ManzF3Heat_REP2.mLb.clN_peak_9233	chr4	1278840	1279417	+	102	NA	Intergenic	Intergenic	48291	FBgn0053653	FBgn0053653	FBtr0333702						NA
ManzF3Heat_REP2.mLb.clN_peak_7595	chr3R	15131557	15132020	+	102	NA	exon (FBgn0261859, exon 1 of 10)	-exon (FBgn0261859, exon 1 of 10)	138	FBgn0261859	FBgn0261859	FBtr0303486						NA
ManzF3Heat_REP2.mLb.clN_peak_5370	chr3L	13228460	13228961	+	102	NA	promoter-TSS (FBgn0023095)	-promoter-TSS (FBgn0023095)	18	FBgn0023095	FBgn0023095	FBtr0346864						NA
ManzF3Heat_REP2.mLb.clN_peak_7729	chr3R	16948627	16948845	+	102	NA	intron (FBgn0000015, intron 1 of 6)	-intron (FBgn0000015, intron 1 of 6)	-3171	FBgn0278597	FBgn0278597	FBtr0415462						NA
ManzF3Heat_REP2.mLb.clN_peak_5438	chr3L	14177519	14178167	+	102	NA	promoter-TSS (FBgn0000411)	-promoter-TSS (FBgn0000411)	777	FBgn0000411	FBgn0000411	FBtr0333036						NA
ManzF3Heat_REP2.mLb.clN_peak_7346	chr3R	12280781	12281090	+	101	NA	promoter-TSS (FBgn0003651)	-promoter-TSS (FBgn0003651)	-217	FBgn0003651	FBgn0003651	FBtr0479795						NA
ManzF3Heat_REP2.mLb.clN_peak_2246	chr2R	6992590	6993017	+	101	NA	promoter-TSS (FBgn0050159)	-promoter-TSS (FBgn0050159)	122	FBgn0050159	FBgn0050159	FBtr0301713						NA
ManzF3Heat_REP2.mLb.clN_peak_6383	chr3L	24674473	24674837	+	101	NA	Intergenic	Intergenic	-49507	FBgn0287186	FBgn0287186	FBtr0339923						NA
ManzF3Heat_REP2.mLb.clN_peak_10971	chrX	18404594	18404946	+	100	NA	promoter-TSS (FBgn0052549)	-promoter-TSS (FBgn0052549)	-4705	FBgn0085357	FBgn0085357	FBtr0112530						NA
ManzF3Heat_REP2.mLb.clN_peak_1944	chr2R	1097789	1097936	+	100	NA	intron (FBgn0003256, intron 4 of 7)	-intron (FBgn0003256, intron 4 of 7)	25887	FBgn0003256	FBgn0003256	FBtr0345337						NA
ManzF3Heat_REP2.mLb.clN_peak_7241	chr3R	11156779	11157357	+	100	NA	promoter-TSS (FBgn0040259)	-promoter-TSS (FBgn0040259)	-30	FBgn0040259	FBgn0040259	FBtr0082338						NA
ManzF3Heat_REP2.mLb.clN_peak_4409	chr3L	2489884	2490286	+	100	NA	promoter-TSS (FBgn0035346)	-promoter-TSS (FBgn0035346)	-515	FBgn0035346	FBgn0035346	FBtr0344219						NA
ManzF3Heat_REP2.mLb.clN_peak_1167	chr2L	14300688	14301305	+	99	NA	promoter-TSS (FBgn0261563)	-promoter-TSS (FBgn0261563)	-5602	FBgn0263649	FBgn0263649	FBtr0310013						NA
ManzF3Heat_REP2.mLb.clN_peak_11041	chrX	19153124	19153913	+	99	NA	promoter-TSS (FBgn0261461)	-promoter-TSS (FBgn0261461)	13564	FBgn0261461	FBgn0261461	FBtr0339261						NA
ManzF3Heat_REP2.mLb.clN_peak_6860	chr3R	6848550	6848942	+	98	NA	promoter-TSS (FBgn0003339)	-promoter-TSS (FBgn0003339)	-241	FBgn0003339	FBgn0003339	FBtr0081658						NA
ManzF3Heat_REP2.mLb.clN_peak_3572	chr2R	19802487	19802642	+	98	NA	promoter-TSS (FBgn0011897)	-promoter-TSS (FBgn0011897)	-27	FBgn0011897	FBgn0011897	FBtr0086334						NA
ManzF3Heat_REP2.mLb.clN_peak_8610	chr3R	27069817	27070324	+	98	NA	promoter-TSS (FBgn0003495)	-promoter-TSS (FBgn0003495)	0	FBgn0003495	FBgn0003495	FBtr0114372						NA
ManzF3Heat_REP2.mLb.clN_peak_11064	chrX	19353111	19354466	+	98	NA	intron (FBgn0031016, intron 1 of 4)	-intron (FBgn0031016, intron 1 of 5)	607	FBgn0031016	FBgn0031016	FBtr0309224						NA
ManzF3Heat_REP2.mLb.clN_peak_752	chr2L	8988869	8989674	+	98	NA	promoter-TSS (FBgn0011705)	-promoter-TSS (FBgn0011705)	16	FBgn0011705	FBgn0011705	FBtr0331453						NA
ManzF3Heat_REP2.mLb.clN_peak_5102	chr3L	10325158	10325787	+	97	NA	intron (FBgn0267668, intron 1 of 2)	-intron (FBgn0267668, intron 1 of 2)	18588	FBgn0267666	FBgn0267666	FBtr0347129						NA
ManzF3Heat_REP2.mLb.clN_peak_3618	chr2R	20106403	20106771	+	97	NA	Intergenic	Intergenic	-4924	FBgn0287775	FBgn0287775	FBtr0086309						NA
ManzF3Heat_REP2.mLb.clN_peak_5482	chr3L	14550904	14551428	+	97	NA	promoter-TSS (FBgn0036428)	-promoter-TSS (FBgn0036428)	-191	FBgn0036428	FBgn0036428	FBtr0333037						NA
ManzF3Heat_REP2.mLb.clN_peak_5446	chr3L	14274089	14274436	+	96	NA	promoter-TSS (FBgn0001085)	-promoter-TSS (FBgn0001085)	-81	FBgn0001085	FBgn0001085	FBtr0330102						NA
ManzF3Heat_REP2.mLb.clN_peak_4561	chr3L	4071534	4071923	+	96	NA	promoter-TSS (FBgn0024179)	-promoter-TSS (FBgn0024179)	-11	FBgn0024179	FBgn0024179	FBtr0330072						NA
ManzF3Heat_REP2.mLb.clN_peak_5388	chr3L	13477182	13477588	+	96	NA	promoter-TSS (FBgn0086708)	-promoter-TSS (FBgn0086708)	-2598	FBgn0036369	FBgn0036369	FBtr0075821						NA
ManzF3Heat_REP2.mLb.clN_peak_5707	chr3L	16969711	16970054	+	96	NA	promoter-TSS (FBgn0261547)	-promoter-TSS (FBgn0261547)	-131	FBgn0261547	FBgn0261547	FBtr0302651						NA
ManzF3Heat_REP2.mLb.clN_peak_4275	chr3L	1178138	1178536	+	96	NA	Intergenic	Intergenic	-1061	FBgn0025525	FBgn0025525	FBtr0333271						NA
ManzF3Heat_REP2.mLb.clN_peak_5466	chr3L	14409456	14410573	+	95	NA	promoter-TSS (FBgn0003459)	-promoter-TSS (FBgn0003459)	-75	FBgn0003459	FBgn0003459	FBtr0333042						NA
ManzF3Heat_REP2.mLb.clN_peak_11450	chrX	23013152	23013777	+	95	NA	promoter-TSS (FBgn0039966)	-promoter-TSS (FBgn0039966)	-31	FBgn0039965	FBgn0039965	FBtr0344110						NA
ManzF3Heat_REP2.mLb.clN_peak_3918	chr2R	22998662	22999085	+	95	NA	promoter-TSS (FBgn0034808)	-promoter-TSS (FBgn0034808)	11	FBgn0034808	FBgn0034808	FBtr0071988						NA
ManzF3Heat_REP2.mLb.clN_peak_5319	chr3L	12580198	12580697	+	94	NA	promoter-TSS (FBgn0015904)	-promoter-TSS (FBgn0015904)	-225	FBgn0015904	FBgn0015904	FBtr0300551						NA
ManzF3Heat_REP2.mLb.clN_peak_3842	chr2R	22270554	22270980	+	94	NA	promoter-TSS (FBgn0020307)	-promoter-TSS (FBgn0020307)	-151	FBgn0020307	FBgn0020307	FBtr0071776						NA
ManzF3Heat_REP2.mLb.clN_peak_974	chr2L	11970880	11971391	+	94	NA	promoter-TSS (FBgn0263019)	-promoter-TSS (FBgn0263019)	-41	FBgn0263019	FBgn0263019	FBtr0306899						NA
ManzF3Heat_REP2.mLb.clN_peak_931	chr2L	11358591	11358811	+	93	NA	promoter-TSS (FBgn0000287)	-promoter-TSS (FBgn0000287)	-172	FBgn0000287	FBgn0000287	FBtr0307093						NA
ManzF3Heat_REP2.mLb.clN_peak_6577	chr3R	4738935	4739869	+	93	NA	intron (FBgn0026620, intron 4 of 10)	-intron (FBgn0026620, intron 1 of 7)	1902	FBgn0267812	FBgn0267812	FBtr0347382						NA
ManzF3Heat_REP2.mLb.clN_peak_7676	chr3R	16224601	16224942	+	93	NA	promoter-TSS (FBgn0040071)	-promoter-TSS (FBgn0040071)	1376	FBgn0267203	FBgn0267203	FBtr0346358						NA
ManzF3Heat_REP2.mLb.clN_peak_6978	chr3R	7947259	7947770	+	93	NA	intron (FBgn0000504, intron 2 of 3)	-intron (FBgn0000504, intron 2 of 4)	19894	FBgn0000504	FBgn0000504	FBtr0339710						NA
ManzF3Heat_REP2.mLb.clN_peak_1019	chr2L	12617799	12618388	+	93	NA	promoter-TSS (FBgn0085424)	-promoter-TSS (FBgn0085424)	-690	FBgn0085424	FBgn0085424	FBtr0342628						NA
ManzF3Heat_REP2.mLb.clN_peak_6092	chr3L	21023400	21023755	+	93	NA	intron (FBgn0003415, intron 2 of 12)	-intron (FBgn0003415, intron 2 of 12)	2627	FBgn0003415	FBgn0003415	FBtr0078329						NA
ManzF3Heat_REP2.mLb.clN_peak_10005	chrX	7307447	7308240	+	93	NA	promoter-TSS (FBgn0024250)	-promoter-TSS (FBgn0024250)	-96	FBgn0024250	FBgn0024250	FBtr0071048						NA
ManzF3Heat_REP2.mLb.clN_peak_2174	chr2R	6469288	6469742	+	92	NA	Intergenic	Intergenic	32257	FBgn0267744	FBgn0267744	FBtr0347304						NA
ManzF3Heat_REP2.mLb.clN_peak_6999	chr3R	8181483	8181968	+	92	NA	promoter-TSS (FBgn0001138)	-promoter-TSS (FBgn0001138)	-281	FBgn0001138	FBgn0001138	FBtr0330188						NA
ManzF3Heat_REP2.mLb.clN_peak_10581	chrX	14211363	14211648	+	92	NA	promoter-TSS (FBgn0026713)	-promoter-TSS (FBgn0026713)	-48	FBgn0040153	FBgn0040153	FBtr0333429						NA
ManzF3Heat_REP2.mLb.clN_peak_7207	chr3R	10535830	10536013	+	92	NA	intron (FBgn0001235, intron 8 of 13)	-intron (FBgn0001235, intron 8 of 13)	-45705	FBgn0267136	FBgn0267136	FBtr0346258						NA
ManzF3Heat_REP2.mLb.clN_peak_3911	chr2R	22933979	22934469	+	92	NA	promoter-TSS (FBgn0034800)	-promoter-TSS (FBgn0034800)	-147	FBgn0034800	FBgn0034800	FBtr0303465						NA
ManzF3Heat_REP2.mLb.clN_peak_1646	chr2L	19735586	19736305	+	92	NA	promoter-TSS (FBgn0032816)	-promoter-TSS (FBgn0032816)	-99	FBgn0032816	FBgn0032816	FBtr0081289						NA
ManzF3Heat_REP2.mLb.clN_peak_6460	chr3R	3146112	3146257	+	91	NA	intron (FBgn0267430, intron 8 of 20)	-intron (FBgn0267430, intron 8 of 20)	117398	FBgn0267430	FBgn0267430	FBtr0445191						NA
ManzF3Heat_REP2.mLb.clN_peak_11204	chrX	20656207	20657739	+	91	NA	promoter-TSS (FBgn0031126)	-promoter-TSS (FBgn0031126)	575	FBgn0267022	FBgn0267022	FBtr0345969						NA
ManzF3Heat_REP2.mLb.clN_peak_2463	chr2R	8649399	8649707	+	91	NA	promoter-TSS (FBgn0003892)	-promoter-TSS (FBgn0003892)	-96	FBgn0003892	FBgn0003892	FBtr0089427						NA
ManzF3Heat_REP2.mLb.clN_peak_3544	chr2R	19467213	19467484	+	90	NA	promoter-TSS (FBgn0260934)	-promoter-TSS (FBgn0260934)	11178	FBgn0002716	FBgn0002716	FBtr0086461						NA
ManzF3Heat_REP2.mLb.clN_peak_4558	chr3L	4040046	4040837	+	90	NA	promoter-TSS (FBgn0263832)	-promoter-TSS (FBgn0263832)	-88	FBgn0263832	FBgn0263832	FBtr0073202						NA
ManzF3Heat_REP2.mLb.clN_peak_5057	chr3L	9692442	9693325	+	90	NA	promoter-TSS (FBgn0267454)	-promoter-TSS (FBgn0267454)	-938	FBgn0267454	FBgn0267454	FBtr0346825						NA
ManzF3Heat_REP2.mLb.clN_peak_1192	chr2L	14490166	14490979	+	90	NA	promoter-TSS (FBgn0005771)	-promoter-TSS (FBgn0005771)	-287	FBgn0005771	FBgn0005771	FBtr0080643						NA
ManzF3Heat_REP2.mLb.clN_peak_9733	chrX	4411372	4411735	+	90	NA	intron (FBgn0052773, intron 3 of 4)	-intron (FBgn0052773, intron 3 of 4)	-1909	FBgn0000179	FBgn0000179	FBtr0331162						NA
ManzF3Heat_REP2.mLb.clN_peak_7723	chr3R	16847265	16847525	+	90	NA	intron (FBgn0288835, intron 5 of 7)	-intron (FBgn0264857, intron 4 of 6)	-2843	FBgn0020546	FBgn0020546	FBtr0345273						NA
ManzF3Heat_REP2.mLb.clN_peak_5932	chr3L	19294465	19295151	+	89	NA	promoter-TSS (FBgn0028380)	-promoter-TSS (FBgn0028380)	244	FBgn0028380	FBgn0028380	FBtr0347258						NA
ManzF3Heat_REP2.mLb.clN_peak_4668	chr3L	5184600	5185268	+	89	NA	promoter-TSS (FBgn0052423)	-promoter-TSS (FBgn0052423)	-137	FBgn0052423	FBgn0052423	FBtr0308859						NA
ManzF3Heat_REP2.mLb.clN_peak_9204	chr4	879366	880085	+	89	NA	exon (FBgn0264821, exon 1 of 1)	-exon (FBgn0264821, exon 1 of 1)	351	FBgn0264821	FBgn0264821	FBtr0334490						NA
ManzF3Heat_REP2.mLb.clN_peak_7653	chr3R	15901110	15901598	+	89	NA	promoter-TSS (FBgn0027657)	-promoter-TSS (FBgn0027657)	3289	FBgn0027657	FBgn0027657	FBtr0344381						NA
ManzF3Heat_REP2.mLb.clN_peak_6094	chr3L	21026286	21026755	+	89	NA	promoter-TSS (FBgn0003415)	-promoter-TSS (FBgn0003415)	-316	FBgn0003415	FBgn0003415	FBtr0078329						NA
ManzF3Heat_REP2.mLb.clN_peak_8086	chr3R	20956978	20957211	+	89	NA	promoter-TSS (FBgn0002921)	-promoter-TSS (FBgn0002921)	8314	FBgn0002921	FBgn0002921	FBtr0333324						NA
ManzF3Heat_REP2.mLb.clN_peak_9052	chr3R	31689021	31689683	+	89	NA	promoter-TSS (FBgn0267124)	-promoter-TSS (FBgn0267124)	526	FBgn0267125	FBgn0267125	FBtr0346220						NA
ManzF3Heat_REP2.mLb.clN_peak_10417	chrX	12470209	12470548	+	89	NA	intron (FBgn0259143, intron 2 of 5)	-intron (FBgn0259143, intron 2 of 5)	-1286	FBgn0259143	FBgn0259143	FBtr0339840						NA
ManzF3Heat_REP2.mLb.clN_peak_2628	chr2R	10418042	10418241	+	89	NA	promoter-TSS (FBgn0033518)	-promoter-TSS (FBgn0033518)	-577	FBgn0033518	FBgn0033518	FBtr0088259						NA
ManzF3Heat_REP2.mLb.clN_peak_2616	chr2R	10271028	10271953	+	88	NA	promoter-TSS (FBgn0033504)	-promoter-TSS (FBgn0033504)	5419	FBgn0033502	FBgn0033502	FBtr0310142						NA
ManzF3Heat_REP2.mLb.clN_peak_10406	chrX	12203501	12203918	+	88	NA	promoter-TSS (FBgn0267001)	-promoter-TSS (FBgn0267001)	-25083	FBgn0030377	FBgn0030377	FBtr0073634						NA
ManzF3Heat_REP2.mLb.clN_peak_11440	chrX	22949921	22950420	+	88	NA	Intergenic	Intergenic	4849	FBgn0069938	FBgn0069938	FBtr0111194						NA
ManzF3Heat_REP2.mLb.clN_peak_1379	chr2L	16544837	16545000	+	87	NA	promoter-TSS (FBgn0259735)	-promoter-TSS (FBgn0259735)	2372	FBgn0051816	FBgn0051816	FBtr0080868						NA
ManzF3Heat_REP2.mLb.clN_peak_4307	chr3L	1463553	1464319	+	87	NA	exon (FBgn0004635, exon 1 of 4)	-exon (FBgn0004635, exon 1 of 4)	125	FBgn0004635	FBgn0004635	FBtr0333207						NA
ManzF3Heat_REP2.mLb.clN_peak_1734	chr2L	20716018	20716520	+	87	NA	Intergenic	Intergenic	-1681	FBgn0014859	FBgn0014859	FBtr0301347						NA
ManzF3Heat_REP2.mLb.clN_peak_9993	chrX	7204472	7205140	+	87	NA	intron (FBgn0029939, intron 1 of 3)	-intron (FBgn0029939, intron 2 of 5)	-21649	FBgn0029939	FBgn0029939	FBtr0474234						NA
ManzF3Heat_REP2.mLb.clN_peak_5972	chr3L	19663629	19663913	+	87	NA	promoter-TSS (FBgn0036899)	-promoter-TSS (FBgn0036899)	333	FBgn0036899	FBgn0036899	FBtr0331861						NA
ManzF3Heat_REP2.mLb.clN_peak_847	chr2L	10009939	10010192	+	87	NA	promoter-TSS (FBgn0011584)	-promoter-TSS (FBgn0011584)	684	FBgn0011584	FBgn0011584	FBtr0079932						NA
ManzF3Heat_REP2.mLb.clN_peak_4804	chr3L	6789910	6790164	+	87	NA	promoter-TSS (FBgn0086680)	-promoter-TSS (FBgn0086680)	-121	FBgn0086680	FBgn0086680	FBtr0346999						NA
ManzF3Heat_REP2.mLb.clN_peak_9207	chr4	958123	958539	+	87	NA	promoter-TSS (FBgn0052016)	-promoter-TSS (FBgn0052016)	-161	FBgn0052016	FBgn0052016	FBtr0089229						NA
ManzF3Heat_REP2.mLb.clN_peak_448	chr2L	5461208	5461601	+	87	NA	promoter-TSS (FBgn0261963)	-promoter-TSS (FBgn0261963)	-235	FBgn0261963	FBgn0261963	FBtr0079093						NA
ManzF3Heat_REP2.mLb.clN_peak_4513	chr3L	3626082	3626509	+	87	NA	promoter-TSS (FBgn0263239)	-promoter-TSS (FBgn0263239)	-57	FBgn0263239	FBgn0263239	FBtr0113134						NA
ManzF3Heat_REP2.mLb.clN_peak_5441	chr3L	14219692	14219899	+	86	NA	promoter-TSS (FBgn0013718)	-promoter-TSS (FBgn0013718)	1591	FBgn0036415	FBgn0036415	FBtr0075737						NA
ManzF3Heat_REP2.mLb.clN_peak_11031	chrX	19028662	19028860	+	86	NA	TTS (FBgn0264090)	-TTS (FBgn0264090)	-21681	FBgn0085358	FBgn0085358	FBtr0344305						NA
ManzF3Heat_REP2.mLb.clN_peak_7116	chr3R	9533553	9533911	+	86	NA	promoter-TSS (FBgn0000244)	-promoter-TSS (FBgn0000244)	-721	FBgn0000244	FBgn0000244	FBtr0302382						NA
ManzF3Heat_REP2.mLb.clN_peak_738	chr2L	8825261	8825737	+	86	NA	promoter-TSS (FBgn0029123)	-promoter-TSS (FBgn0029123)	-146	FBgn0029123	FBgn0029123	FBtr0330210						NA
ManzF3Heat_REP2.mLb.clN_peak_11342	chrX	22371797	22374206	+	86	NA	Intergenic	Intergenic	-71226	FBgn0031183	FBgn0031183	FBtr0339557						NA
ManzF3Heat_REP2.mLb.clN_peak_6122	chr3L	21239986	21240385	+	86	NA	promoter-TSS (FBgn0004865)	-promoter-TSS (FBgn0004865)	13576	FBgn0004865	FBgn0004865	FBtr0078307						NA
ManzF3Heat_REP2.mLb.clN_peak_9500	chrX	2194326	2194566	+	86	NA	promoter-TSS (FBgn0023549)	-promoter-TSS (FBgn0023549)	-537	FBgn0029603	FBgn0029603	FBtr0331383						NA
ManzF3Heat_REP2.mLb.clN_peak_9847	chrX	5560502	5560928	+	86	NA	promoter-TSS (FBgn0263512)	-promoter-TSS (FBgn0263512)	-532	FBgn0263512	FBgn0263512	FBtr0343015						NA
ManzF3Heat_REP2.mLb.clN_peak_6321	chr3L	22835216	22835884	+	86	NA	promoter-TSS (FBgn0027339)	-promoter-TSS (FBgn0027339)	-1518	FBgn0037195	FBgn0037195	FBtr0078546						NA
ManzF3Heat_REP2.mLb.clN_peak_6529	chr3R	4471156	4471757	+	86	NA	promoter-TSS (FBgn0051523)	-promoter-TSS (FBgn0051523)	-177	FBgn0051523	FBgn0051523	FBtr0078936						NA
ManzF3Heat_REP2.mLb.clN_peak_2046	chr2R	5416305	5417129	+	86	NA	intron (FBgn0286203, intron 1 of 7)	-intron (FBgn0286203, intron 1 of 7)	2973	FBgn0286203	FBgn0286203	FBtr0335262						NA
