PeakID (cmd=annotatePeaks.pl ManzF3Heat_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Heat_REP3.mLb.clN_peak_6848	chr3R	27069917	27070362	+	117	NA	promoter-TSS (FBgn0003495)	-promoter-TSS (FBgn0003495)	-69	FBgn0003495	FBgn0003495	FBtr0114372						NA
ManzF3Heat_REP3.mLb.clN_peak_3155	chr2R	22729240	22729455	+	116	NA	promoter-TSS (FBgn0028371)	-promoter-TSS (FBgn0028371)	11112	FBgn0028371	FBgn0028371	FBtr0330234						NA
ManzF3Heat_REP3.mLb.clN_peak_5807	chr3R	10889293	10889511	+	116	NA	promoter-TSS (FBgn0042094)	-promoter-TSS (FBgn0042094)	-121	FBgn0042094	FBgn0042094	FBtr0339378						NA
ManzF3Heat_REP3.mLb.clN_peak_1492	chr2R	1168	2320	+	116	NA	Intergenic	Intergenic	-325024	FBgn0267428	FBgn0267428	FBtr0346766						NA
ManzF3Heat_REP3.mLb.clN_peak_7275	chr4	592485	593540	+	115	NA	Intergenic	Intergenic	5262	FBgn0266726	FBgn0266726	FBtr0345199						NA
ManzF3Heat_REP3.mLb.clN_peak_6133	chr3R	16224616	16224961	+	115	NA	promoter-TSS (FBgn0040071)	-promoter-TSS (FBgn0040071)	1393	FBgn0267203	FBgn0267203	FBtr0346358						NA
ManzF3Heat_REP3.mLb.clN_peak_6219	chr3R	17717065	17717366	+	114	NA	intron (FBgn0261885, intron 1 of 14)	-intron (FBgn0261885, intron 1 of 15)	1135	FBgn0261885	FBgn0261885	FBtr0335024						NA
ManzF3Heat_REP3.mLb.clN_peak_7575	chrX	2317433	2317720	+	114	NA	intron (FBgn0003079, intron 2 of 6)	-intron (FBgn0003079, intron 2 of 6)	4688	FBgn0054052	FBgn0054052	FBtr0308939						NA
ManzF3Heat_REP3.mLb.clN_peak_2235	chr2R	11603238	11603727	+	114	NA	intron (FBgn0033636, intron 1 of 15)	-intron (FBgn0033636, intron 1 of 16)	1454	FBgn0033636	FBgn0033636	FBtr0113066						NA
ManzF3Heat_REP3.mLb.clN_peak_8090	chrX	8757870	8758098	+	113	NA	exon (FBgn0026411, exon 7 of 7)	-exon (FBgn0026411, exon 7 of 7)	27369	FBgn0026411	FBgn0026411	FBtr0071279						NA
ManzF3Heat_REP3.mLb.clN_peak_7458	chrX	1134795	1135555	+	112	NA	promoter-TSS (FBgn0040397)	-promoter-TSS (FBgn0040397)	-279	FBgn0040397	FBgn0040397	FBtr0331340						NA
ManzF3Heat_REP3.mLb.clN_peak_5619	chr3R	8181474	8181961	+	112	NA	promoter-TSS (FBgn0001138)	-promoter-TSS (FBgn0001138)	-273	FBgn0001138	FBgn0001138	FBtr0330188						NA
ManzF3Heat_REP3.mLb.clN_peak_8054	chrX	8409925	8410658	+	112	NA	promoter-TSS (FBgn0262976)	-promoter-TSS (FBgn0262976)	-193	FBgn0262976	FBgn0262976	FBtr0307286						NA
ManzF3Heat_REP3.mLb.clN_peak_1943	chr2R	8649400	8649599	+	111	NA	promoter-TSS (FBgn0003892)	-promoter-TSS (FBgn0003892)	-150	FBgn0003892	FBgn0003892	FBtr0089427						NA
ManzF3Heat_REP3.mLb.clN_peak_9149	chrX	22257854	22260086	+	111	NA	Intergenic	Intergenic	7388	FBgn0085693	FBgn0085693	FBtr0114142						NA
ManzF3Heat_REP3.mLb.clN_peak_8341	chrX	12203477	12203916	+	111	NA	promoter-TSS (FBgn0267001)	-promoter-TSS (FBgn0267001)	-25070	FBgn0030377	FBgn0030377	FBtr0073634						NA
ManzF3Heat_REP3.mLb.clN_peak_5243	chr3R	4307667	4308019	+	111	NA	promoter-TSS (FBgn0027930)	-promoter-TSS (FBgn0027930)	-65	FBgn0027930	FBgn0027930	FBtr0445313						NA
ManzF3Heat_REP3.mLb.clN_peak_5884	chr3R	12280762	12281120	+	110	NA	promoter-TSS (FBgn0003651)	-promoter-TSS (FBgn0003651)	-211	FBgn0003651	FBgn0003651	FBtr0479795						NA
ManzF3Heat_REP3.mLb.clN_peak_2114	chr2R	10418055	10418252	+	110	NA	promoter-TSS (FBgn0033518)	-promoter-TSS (FBgn0033518)	-565	FBgn0033518	FBgn0033518	FBtr0088259						NA
ManzF3Heat_REP3.mLb.clN_peak_5788	chr3R	10614331	10614676	+	110	NA	promoter-TSS (FBgn0001235)	-promoter-TSS (FBgn0001235)	-227	FBgn0001235	FBgn0001235	FBtr0100454						NA
ManzF3Heat_REP3.mLb.clN_peak_5122	chr3L	23116814	23117437	+	109	NA	Intergenic	Intergenic	-8900	FBgn0053217	FBgn0053217	FBtr0070045						NA
ManzF3Heat_REP3.mLb.clN_peak_4342	chr3L	13477235	13477552	+	109	NA	promoter-TSS (FBgn0086708)	-promoter-TSS (FBgn0086708)	-2606	FBgn0036369	FBgn0036369	FBtr0075821						NA
ManzF3Heat_REP3.mLb.clN_peak_4375	chr3L	14177558	14178139	+	108	NA	promoter-TSS (FBgn0000411)	-promoter-TSS (FBgn0000411)	772	FBgn0000411	FBgn0000411	FBtr0333036						NA
ManzF3Heat_REP3.mLb.clN_peak_3001	chr2R	20780058	20780667	+	108	NA	promoter-TSS (FBgn0263850)	-promoter-TSS (FBgn0263850)	-875	FBgn0263850	FBgn0263850	FBtr0321315						NA
ManzF3Heat_REP3.mLb.clN_peak_4035	chr3L	8766211	8766606	+	108	NA	promoter-TSS (FBgn0266084)	-promoter-TSS (FBgn0266084)	10419	FBgn0035924	FBgn0035924	FBtr0076576						NA
ManzF3Heat_REP3.mLb.clN_peak_5815	chr3R	11156756	11157287	+	108	NA	promoter-TSS (FBgn0040259)	-promoter-TSS (FBgn0040259)	-77	FBgn0040259	FBgn0040259	FBtr0082338						NA
ManzF3Heat_REP3.mLb.clN_peak_4568	chr3L	16890883	16891259	+	107	NA	promoter-TSS (FBgn0261565)	-promoter-TSS (FBgn0261565)	3965	FBgn0261565	FBgn0261565	FBtr0479915						NA
ManzF3Heat_REP3.mLb.clN_peak_4620	chr3L	17590417	17591038	+	107	NA	intron (FBgn0000567, intron 5 of 7)	-intron (FBgn0000567, intron 5 of 7)	-24565	FBgn0086080	FBgn0086080	FBtr0114356						NA
ManzF3Heat_REP3.mLb.clN_peak_7068	chr3R	30450133	30450599	+	107	NA	promoter-TSS (FBgn0028646)	-promoter-TSS (FBgn0028646)	40	FBgn0028646	FBgn0028646	FBtr0306586						NA
ManzF3Heat_REP3.mLb.clN_peak_4625	chr3L	17619320	17619536	+	107	NA	promoter-TSS (FBgn0000567)	-promoter-TSS (FBgn0000567)	-103	FBgn0000567	FBgn0000567	FBtr0305796						NA
ManzF3Heat_REP3.mLb.clN_peak_2459	chr2R	14024721	14024992	+	106	NA	intron (FBgn0002643, intron 2 of 5)	-intron (FBgn0002643, intron 3 of 6)	-3764	FBgn0033893	FBgn0033893	FBtr0087599						NA
ManzF3Heat_REP3.mLb.clN_peak_8825	chrX	18312590	18312946	+	106	NA	promoter-TSS (FBgn0267169)	-promoter-TSS (FBgn0267169)	-842	FBgn0267169	FBgn0267169	FBtr0346289						NA
ManzF3Heat_REP3.mLb.clN_peak_4708	chr3L	18765686	18766108	+	105	NA	promoter-TSS (FBgn0001078)	-promoter-TSS (FBgn0001078)	-153	FBgn0001078	FBgn0001078	FBtr0075086						NA
ManzF3Heat_REP3.mLb.clN_peak_4089	chr3L	9692435	9692905	+	105	NA	intron (FBgn0036030, intron 1 of 5)	-intron (FBgn0036030, intron 2 of 6)	-1151	FBgn0267454	FBgn0267454	FBtr0346825						NA
ManzF3Heat_REP3.mLb.clN_peak_2104	chr2R	10302750	10303164	+	105	NA	promoter-TSS (FBgn0033504)	-promoter-TSS (FBgn0033504)	6837	FBgn0028426	FBgn0028426	FBtr0088360						NA
ManzF3Heat_REP3.mLb.clN_peak_8663	chrX	16216809	16217746	+	105	NA	promoter-TSS (FBgn0000459)	-promoter-TSS (FBgn0000459)	-531	FBgn0000459	FBgn0000459	FBtr0074250						NA
ManzF3Heat_REP3.mLb.clN_peak_6271	chr3R	18507836	18507988	+	105	NA	intron (FBgn0004652, intron 2 of 8)	-intron (FBgn0004652, intron 2 of 7)	37674	FBgn0004652	FBgn0004652	FBtr0330040						NA
ManzF3Heat_REP3.mLb.clN_peak_8596	chrX	15306393	15306554	+	104	NA	exon (FBgn0261703, exon 2 of 10)	-exon (FBgn0261703, exon 2 of 10)	7464	FBgn0261703	FBgn0261703	FBtr0331765						NA
ManzF3Heat_REP3.mLb.clN_peak_6353	chr3R	19802467	19802770	+	104	NA	promoter-TSS (FBgn0051471)	-promoter-TSS (FBgn0051471)	-72	FBgn0051471	FBgn0051471	FBtr0083794						NA
ManzF3Heat_REP3.mLb.clN_peak_9168	chrX	22514848	22515420	+	104	NA	promoter-TSS (FBgn0031195)	-promoter-TSS (FBgn0031195)	-63	FBgn0031195	FBgn0031195	FBtr0333714						NA
ManzF3Heat_REP3.mLb.clN_peak_7861	chrX	5560521	5560888	+	104	NA	promoter-TSS (FBgn0263512)	-promoter-TSS (FBgn0263512)	-521	FBgn0263512	FBgn0263512	FBtr0343015						NA
ManzF3Heat_REP3.mLb.clN_peak_3906	chr3L	6789911	6790159	+	104	NA	promoter-TSS (FBgn0086680)	-promoter-TSS (FBgn0086680)	-123	FBgn0086680	FBgn0086680	FBtr0346999						NA
ManzF3Heat_REP3.mLb.clN_peak_795	chr2L	12618027	12618561	+	104	NA	promoter-TSS (FBgn0085424)	-promoter-TSS (FBgn0085424)	-489	FBgn0085424	FBgn0085424	FBtr0342628						NA
ManzF3Heat_REP3.mLb.clN_peak_1552	chr2R	4509518	4510867	+	103	NA	Intergenic	Intergenic	2197	FBgn0264909	FBgn0264909	FBtr0334987						NA
ManzF3Heat_REP3.mLb.clN_peak_3322	chr2R	24630756	24631279	+	103	NA	promoter-TSS (FBgn0015040)	-promoter-TSS (FBgn0015040)	-46	FBgn0015040	FBgn0015040	FBtr0072321						NA
ManzF3Heat_REP3.mLb.clN_peak_1322	chr2L	20716024	20716629	+	103	NA	Intergenic	Intergenic	-1738	FBgn0014859	FBgn0014859	FBtr0301347						NA
ManzF3Heat_REP3.mLb.clN_peak_4395	chr3L	14427116	14427667	+	103	NA	promoter-TSS (FBgn0087007)	-promoter-TSS (FBgn0087007)	2890	FBgn0267695	FBgn0267695	FBtr0347205						NA
ManzF3Heat_REP3.mLb.clN_peak_4477	chr3L	15626050	15626356	+	103	NA	intron (FBgn0259236, intron 1 of 1)	-intron (FBgn0259236, intron 1 of 1)	-3090	FBgn0267639	FBgn0267639	FBtr0347094						NA
ManzF3Heat_REP3.mLb.clN_peak_1493	chr2R	6583	6723	+	103	NA	Intergenic	Intergenic	-320115	FBgn0267428	FBgn0267428	FBtr0346766						NA
ManzF3Heat_REP3.mLb.clN_peak_3412	chr3L	377914	378392	+	102	NA	promoter-TSS (FBgn0262139)	-promoter-TSS (FBgn0262139)	-837	FBgn0262139	FBgn0262139	FBtr0333901						NA
ManzF3Heat_REP3.mLb.clN_peak_6068	chr3R	15131562	15131944	+	102	NA	exon (FBgn0261859, exon 1 of 10)	-exon (FBgn0261859, exon 1 of 10)	173	FBgn0261859	FBgn0261859	FBtr0303486						NA
ManzF3Heat_REP3.mLb.clN_peak_592	chr2L	8825146	8825697	+	102	NA	promoter-TSS (FBgn0029123)	-promoter-TSS (FBgn0029123)	-224	FBgn0029123	FBgn0029123	FBtr0330210						NA
ManzF3Heat_REP3.mLb.clN_peak_2217	chr2R	11384077	11384513	+	101	NA	promoter-TSS (FBgn0033631)	-promoter-TSS (FBgn0033631)	-181	FBgn0033631	FBgn0033631	FBtr0433531						NA
ManzF3Heat_REP3.mLb.clN_peak_7640	chrX	2973753	2974021	+	101	NA	promoter-TSS (FBgn0003285)	-promoter-TSS (FBgn0003285)	-53	FBgn0003285	FBgn0003285	FBtr0343758						NA
ManzF3Heat_REP3.mLb.clN_peak_6108	chr3R	15901109	15901553	+	101	NA	promoter-TSS (FBgn0027657)	-promoter-TSS (FBgn0027657)	3312	FBgn0027657	FBgn0027657	FBtr0344381						NA
ManzF3Heat_REP3.mLb.clN_peak_7506	chrX	1695840	1695951	+	101	NA	promoter-TSS (FBgn0023130)	-promoter-TSS (FBgn0023130)	-6	FBgn0023130	FBgn0023130	FBtr0333116						NA
ManzF3Heat_REP3.mLb.clN_peak_2129	chr2R	10534893	10535343	+	101	NA	promoter-TSS (FBgn0283521)	-promoter-TSS (FBgn0283521)	1542	FBgn0263466	FBgn0263466	FBtr0309765						NA
ManzF3Heat_REP3.mLb.clN_peak_5047	chr3L	22407723	22408504	+	101	NA	promoter-TSS (FBgn0004449)	-promoter-TSS (FBgn0004449)	-250	FBgn0004449	FBgn0004449	FBtr0330159						NA
ManzF3Heat_REP3.mLb.clN_peak_8821	chrX	18282247	18282740	+	100	NA	intron (FBgn0053542, intron 3 of 3)	-intron (FBgn0053542, intron 3 of 3)	5260	FBgn0053542	FBgn0053542	FBtr0113465						NA
ManzF3Heat_REP3.mLb.clN_peak_7331	chr4	1257127	1257241	+	100	NA	intron (FBgn0053653, intron 18 of 22)	-intron (FBgn0053653, intron 18 of 23)	26347	FBgn0053653	FBgn0053653	FBtr0333702						NA
ManzF3Heat_REP3.mLb.clN_peak_4224	chr3L	11553064	11553575	+	100	NA	promoter-TSS (FBgn0259481)	-promoter-TSS (FBgn0259481)	-8677	FBgn0036173	FBgn0036173	FBtr0333215						NA
ManzF3Heat_REP3.mLb.clN_peak_1191	chr2L	18936209	18936404	+	99	NA	intron (FBgn0032723, intron 6 of 10)	-intron (FBgn0032723, intron 6 of 10)	7654	FBgn0032723	FBgn0032723	FBtr0342929						NA
ManzF3Heat_REP3.mLb.clN_peak_4026	chr3L	8730703	8730999	+	99	NA	TTS (FBgn0000358)	-TTS (FBgn0000358)	986	FBgn0000358	FBgn0000358	FBtr0076573						NA
ManzF3Heat_REP3.mLb.clN_peak_7178	chr3R	31689055	31689736	+	99	NA	promoter-TSS (FBgn0267124)	-promoter-TSS (FBgn0267124)	483	FBgn0267125	FBgn0267125	FBtr0346220						NA
ManzF3Heat_REP3.mLb.clN_peak_1569	chr2R	4867068	4867249	+	98	NA	Intergenic	Intergenic	37912	FBgn0033000	FBgn0033000	FBtr0345361						NA
ManzF3Heat_REP3.mLb.clN_peak_7437	chrX	908889	909535	+	98	NA	promoter-TSS (FBgn0264449)	-promoter-TSS (FBgn0264449)	14728	FBgn0029539	FBgn0029539	FBtr0310165						NA
ManzF3Heat_REP3.mLb.clN_peak_4321	chr3L	13228465	13228897	+	97	NA	promoter-TSS (FBgn0023095)	-promoter-TSS (FBgn0023095)	-11	FBgn0023095	FBgn0023095	FBtr0346864						NA
ManzF3Heat_REP3.mLb.clN_peak_4663	chr3L	18064810	18065055	+	97	NA	promoter-TSS (FBgn0000568)	-promoter-TSS (FBgn0000568)	5218	FBgn0264748	FBgn0264748	FBtr0334132						NA
ManzF3Heat_REP3.mLb.clN_peak_2800	chr2R	18357521	18357885	+	97	NA	promoter-TSS (FBgn0285917)	-promoter-TSS (FBgn0285917)	-407	FBgn0285917	FBgn0285917	FBtr0301550						NA
ManzF3Heat_REP3.mLb.clN_peak_4270	chr3L	12468035	12468349	+	97	NA	promoter-TSS (FBgn0000625)	-promoter-TSS (FBgn0000625)	-171	FBgn0000625	FBgn0000625	FBtr0100170						NA
ManzF3Heat_REP3.mLb.clN_peak_5258	chr3R	4453280	4453874	+	97	NA	promoter-TSS (FBgn0051522)	-promoter-TSS (FBgn0051522)	872	FBgn0263620	FBgn0263620	FBtr0345149						NA
ManzF3Heat_REP3.mLb.clN_peak_117	chr2L	1420279	1421151	+	96	NA	promoter-TSS (FBgn0002543)	-promoter-TSS (FBgn0002543)	-262	FBgn0002543	FBgn0002543	FBtr0329985						NA
ManzF3Heat_REP3.mLb.clN_peak_5289	chr3R	4738945	4739864	+	96	NA	intron (FBgn0026620, intron 4 of 10)	-intron (FBgn0026620, intron 1 of 7)	1904	FBgn0267812	FBgn0267812	FBtr0347382						NA
ManzF3Heat_REP3.mLb.clN_peak_9170	chrX	22539844	22540504	+	96	NA	promoter-TSS (FBgn0031195)	-promoter-TSS (FBgn0031195)	209	FBgn0031194	FBgn0031194	FBtr0333716						NA
ManzF3Heat_REP3.mLb.clN_peak_7333	chr4	1278871	1279436	+	96	NA	Intergenic	Intergenic	48316	FBgn0053653	FBgn0053653	FBtr0333702						NA
ManzF3Heat_REP3.mLb.clN_peak_9297	chrX	23455591	23456237	+	96	NA	Intergenic	Intergenic	164214	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Heat_REP3.mLb.clN_peak_9290	chrX	23412320	23412605	+	96	NA	Intergenic	Intergenic	120762	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Heat_REP3.mLb.clN_peak_1848	chr2R	7745356	7745672	+	96	NA	promoter-TSS (FBgn0286778)	-promoter-TSS (FBgn0286778)	-9892	FBgn0042135	FBgn0042135	FBtr0088935						NA
ManzF3Heat_REP3.mLb.clN_peak_2355	chr2R	12996281	12997425	+	96	NA	promoter-TSS (FBgn0265623)	-promoter-TSS (FBgn0265623)	352	FBgn0265623	FBgn0265623	FBtr0330613						NA
ManzF3Heat_REP3.mLb.clN_peak_4680	chr3L	18234194	18234718	+	95	NA	exon (FBgn0267599, exon 1 of 1)	-exon (FBgn0267599, exon 1 of 1)	304	FBgn0267599	FBgn0267599	FBtr0347044						NA
ManzF3Heat_REP3.mLb.clN_peak_1364	chr2L	21042124	21042656	+	95	NA	intron (FBgn0250867, intron 2 of 5)	-intron (FBgn0250867, intron 1 of 1)	7615	FBgn0286733	FBgn0286733	FBtr0474087						NA
ManzF3Heat_REP3.mLb.clN_peak_5502	chr3R	6848565	6848997	+	95	NA	promoter-TSS (FBgn0003339)	-promoter-TSS (FBgn0003339)	-276	FBgn0003339	FBgn0003339	FBtr0081658						NA
ManzF3Heat_REP3.mLb.clN_peak_5482	chr3R	6677911	6678749	+	95	NA	exon (FBgn0002522, exon 1 of 3)	-exon (FBgn0002522, exon 1 of 3)	-6115	FBgn0000552	FBgn0000552	FBtr0081688						NA
ManzF3Heat_REP3.mLb.clN_peak_5752	chr3R	10109251	10109412	+	94	NA	promoter-TSS (FBgn0028734)	-promoter-TSS (FBgn0028734)	277	FBgn0028734	FBgn0028734	FBtr0335048						NA
ManzF3Heat_REP3.mLb.clN_peak_754	chr2L	11829370	11829498	+	94	NA	promoter-TSS (FBgn0000588)	-promoter-TSS (FBgn0000588)	-29	FBgn0000588	FBgn0000588	FBtr0080325						NA
ManzF3Heat_REP3.mLb.clN_peak_7335	chr4	1288235	1289090	+	94	NA	Intergenic	Intergenic	57825	FBgn0053653	FBgn0053653	FBtr0333702						NA
ManzF3Heat_REP3.mLb.clN_peak_7976	chrX	7307437	7308245	+	93	NA	promoter-TSS (FBgn0024250)	-promoter-TSS (FBgn0024250)	-98	FBgn0024250	FBgn0024250	FBtr0071048						NA
ManzF3Heat_REP3.mLb.clN_peak_4808	chr3L	19895472	19895871	+	93	NA	exon (FBgn0052218, exon 1 of 1)	-exon (FBgn0052218, exon 1 of 1)	720	FBgn0052218	FBgn0052218	FBtr0304110						NA
ManzF3Heat_REP3.mLb.clN_peak_3637	chr3L	3070595	3070902	+	93	NA	promoter-TSS (FBgn0035397)	-promoter-TSS (FBgn0035397)	91	FBgn0266918	FBgn0266918	FBtr0073004						NA
ManzF3Heat_REP3.mLb.clN_peak_9292	chrX	23414665	23415165	+	93	NA	Intergenic	Intergenic	123215	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Heat_REP3.mLb.clN_peak_6137	chr3R	16242361	16242856	+	93	NA	promoter-TSS (FBgn0040071)	-promoter-TSS (FBgn0040071)	-208	FBgn0040071	FBgn0040071	FBtr0083258						NA
ManzF3Heat_REP3.mLb.clN_peak_2493	chr2R	14457994	14458346	+	92	NA	promoter-TSS (FBgn0288433)	-promoter-TSS (FBgn0288433)	-18221	FBgn0265655	FBgn0265655	FBtr0340522						NA
ManzF3Heat_REP3.mLb.clN_peak_7562	chrX	2194274	2194608	+	92	NA	promoter-TSS (FBgn0023549)	-promoter-TSS (FBgn0023549)	-532	FBgn0029603	FBgn0029603	FBtr0331383						NA
ManzF3Heat_REP3.mLb.clN_peak_989	chr2L	15264479	15264871	+	92	NA	promoter-TSS (FBgn0045842)	-promoter-TSS (FBgn0045842)	17	FBgn0045842	FBgn0045842	FBtr0415452						NA
ManzF3Heat_REP3.mLb.clN_peak_6199	chr3R	17489651	17490561	+	92	NA	intron (FBgn0261046, intron 9 of 34)	-intron (FBgn0261046, intron 10 of 34)	15561	FBgn0261046	FBgn0261046	FBtr0330212						NA
ManzF3Heat_REP3.mLb.clN_peak_8336	chrX	12006940	12007204	+	92	NA	promoter-TSS (FBgn0030360)	-promoter-TSS (FBgn0030360)	-104	FBgn0030360	FBgn0030360	FBtr0339626						NA
ManzF3Heat_REP3.mLb.clN_peak_6744	chr3R	25740403	25740787	+	92	NA	promoter-TSS (FBgn0051092)	-promoter-TSS (FBgn0051092)	2568	FBgn0267771	FBgn0267771	FBtr0347335						NA
ManzF3Heat_REP3.mLb.clN_peak_6604	chr3R	23601363	23601818	+	92	NA	promoter-TSS (FBgn0051143)	-promoter-TSS (FBgn0051143)	-135	FBgn0051143	FBgn0051143	FBtr0084482						NA
ManzF3Heat_REP3.mLb.clN_peak_4399	chr3L	14476872	14477325	+	91	NA	promoter-TSS (FBgn0087007)	-promoter-TSS (FBgn0087007)	-40727	FBgn0036426	FBgn0036426	FBtr0290282						NA
ManzF3Heat_REP3.mLb.clN_peak_662	chr2L	9782159	9782658	+	91	NA	promoter-TSS (FBgn0032147)	-promoter-TSS (FBgn0032147)	-3838	FBgn0032147	FBgn0032147	FBtr0307204						NA
ManzF3Heat_REP3.mLb.clN_peak_2866	chr2R	19292859	19293498	+	91	NA	promoter-TSS (FBgn0034430)	-promoter-TSS (FBgn0034430)	649	FBgn0086358	FBgn0086358	FBtr0331925						NA
ManzF3Heat_REP3.mLb.clN_peak_1607	chr2R	5726510	5727307	+	91	NA	promoter-TSS (FBgn0267978)	-promoter-TSS (FBgn0267978)	617	FBgn0267978	FBgn0267978	FBtr0335274						NA
ManzF3Heat_REP3.mLb.clN_peak_4475	chr3L	15619729	15620210	+	90	NA	promoter-TSS (FBgn0036522)	-promoter-TSS (FBgn0036522)	68	FBgn0036522	FBgn0036522	FBtr0075570						NA
ManzF3Heat_REP3.mLb.clN_peak_8983	chrX	19886832	19887680	+	90	NA	promoter-TSS (FBgn0052529)	-promoter-TSS (FBgn0052529)	2804	FBgn0086782	FBgn0086782	FBtr0074802						NA
ManzF3Heat_REP3.mLb.clN_peak_9279	chrX	23383862	23384733	+	90	NA	Intergenic	Intergenic	92597	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Heat_REP3.mLb.clN_peak_793	chr2L	12586920	12587467	+	90	NA	promoter-TSS (FBgn0085424)	-promoter-TSS (FBgn0085424)	4791	FBgn0265806	FBgn0265806	FBtr0342627						NA
ManzF3Heat_REP3.mLb.clN_peak_5989	chr3R	13877242	13877414	+	90	NA	Intergenic	Intergenic	-2412	FBgn0008646	FBgn0008646	FBtr0082880						NA
ManzF3Heat_REP3.mLb.clN_peak_912	chr2L	14409433	14409897	+	90	NA	promoter-TSS (FBgn0004858)	-promoter-TSS (FBgn0004858)	-90	FBgn0265946	FBgn0265946	FBtr0342910						NA
ManzF3Heat_REP3.mLb.clN_peak_8350	chrX	12470183	12470499	+	90	NA	intron (FBgn0259143, intron 2 of 5)	-intron (FBgn0259143, intron 2 of 5)	-1323	FBgn0259143	FBgn0259143	FBtr0339840						NA
ManzF3Heat_REP3.mLb.clN_peak_3725	chr3L	4071669	4071918	+	90	NA	promoter-TSS (FBgn0024179)	-promoter-TSS (FBgn0024179)	-76	FBgn0024179	FBgn0024179	FBtr0330072						NA
ManzF3Heat_REP3.mLb.clN_peak_5548	chr3R	7313090	7313375	+	90	NA	promoter-TSS (FBgn0265422)	-promoter-TSS (FBgn0265422)	-374	FBgn0265422	FBgn0265422	FBtr0339732						NA
ManzF3Heat_REP3.mLb.clN_peak_3367	chr2R	25115228	25115901	+	89	NA	intron (FBgn0266129, intron 2 of 4)	-intron (FBgn0266129, intron 2 of 4)	-13895	FBgn0050430	FBgn0050430	FBtr0072448						NA
ManzF3Heat_REP3.mLb.clN_peak_219	chr2L	3172840	3173190	+	89	NA	promoter-TSS (FBgn0031512)	-promoter-TSS (FBgn0031512)	69	FBgn0011984	FBgn0011984	FBtr0077613						NA
ManzF3Heat_REP3.mLb.clN_peak_3556	chr3L	2065595	2065713	+	89	NA	exon (FBgn0086906, exon 26 of 41)	-exon (FBgn0086906, exon 26 of 41)	-22512	FBgn0262107	FBgn0262107	FBtr0304032						NA
ManzF3Heat_REP3.mLb.clN_peak_741	chr2L	11447689	11447976	+	89	NA	promoter-TSS (FBgn0287465)	-promoter-TSS (FBgn0287465)	-2218	FBgn0261648	FBgn0261648	FBtr0343619						NA
ManzF3Heat_REP3.mLb.clN_peak_8374	chrX	12665132	12665466	+	89	NA	intron (FBgn0011837, intron 1 of 2)	-intron (FBgn0011837, intron 2 of 3)	4765	FBgn0011837	FBgn0011837	FBtr0333756						NA
ManzF3Heat_REP3.mLb.clN_peak_217	chr2L	3124629	3124910	+	89	NA	exon (FBgn0015600, exon 3 of 11)	-exon (FBgn0015600, exon 3 of 11)	-3866	FBgn0031504	FBgn0031504	FBtr0077661						NA
ManzF3Heat_REP3.mLb.clN_peak_9048	chrX	20656234	20657739	+	89	NA	promoter-TSS (FBgn0031126)	-promoter-TSS (FBgn0031126)	562	FBgn0267022	FBgn0267022	FBtr0345969						NA
ManzF3Heat_REP3.mLb.clN_peak_7182	chr3R	31713227	31713996	+	89	NA	promoter-TSS (FBgn0003870)	-promoter-TSS (FBgn0003870)	4336	FBgn0054046	FBgn0054046	FBtr0308935						NA
ManzF3Heat_REP3.mLb.clN_peak_2351	chr2R	12980023	12981086	+	89	NA	exon (FBgn0005624, exon 1 of 5)	-exon (FBgn0005624, exon 1 of 5)	440	FBgn0005624	FBgn0005624	FBtr0345375						NA
ManzF3Heat_REP3.mLb.clN_peak_8080	chrX	8624884	8625134	+	88	NA	Intergenic	Intergenic	-18705	FBgn0030054	FBgn0030054	FBtr0071228						NA
ManzF3Heat_REP3.mLb.clN_peak_9153	chrX	22371759	22374156	+	88	NA	Intergenic	Intergenic	-71270	FBgn0031183	FBgn0031183	FBtr0339557						NA
ManzF3Heat_REP3.mLb.clN_peak_3651	chr3L	3226244	3226395	+	88	NA	exon (FBgn0035424, exon 1 of 9)	-exon (FBgn0035424, exon 1 of 9)	1481	FBgn0035424	FBgn0035424	FBtr0308061						NA
ManzF3Heat_REP3.mLb.clN_peak_4116	chr3L	10325175	10325337	+	88	NA	intron (FBgn0267668, intron 1 of 2)	-intron (FBgn0267668, intron 1 of 2)	18372	FBgn0267666	FBgn0267666	FBtr0347129						NA
ManzF3Heat_REP3.mLb.clN_peak_8702	chrX	16723466	16723884	+	87	NA	intron (FBgn0052572, intron 2 of 3)	-intron (FBgn0052572, intron 2 of 3)	-2264	FBgn0085354	FBgn0085354	FBtr0339826						NA
