PeakID (cmd=annotatePeaks.pl ManzF6HSan_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6HSan_REP3.mLb.clN_peak_16306	chrX	16723454	16723902	+	232	NA	intron (FBgn0052572, intron 2 of 3)	-intron (FBgn0052572, intron 2 of 3)	-2267	FBgn0085354	FBgn0085354	FBtr0339826						NA
ManzF6HSan_REP3.mLb.clN_peak_7463	chr3L	6904037	6904424	+	232	NA	Intergenic	Intergenic	9734	FBgn0041194	FBgn0041194	FBtr0076945						NA
ManzF6HSan_REP3.mLb.clN_peak_3027	chr2R	6469285	6469742	+	231	NA	Intergenic	Intergenic	32259	FBgn0267744	FBgn0267744	FBtr0347304						NA
ManzF6HSan_REP3.mLb.clN_peak_4498	chr2R	12979662	12981442	+	231	NA	exon (FBgn0005624, exon 1 of 5)	-exon (FBgn0005624, exon 1 of 5)	442	FBgn0005624	FBgn0005624	FBtr0345375						NA
ManzF6HSan_REP3.mLb.clN_peak_10948	chr3R	12467798	12468004	+	231	NA	promoter-TSS (FBgn0013277)	-promoter-TSS (FBgn0013277)	-125	FBgn0013277	FBgn0013277	FBtr0082679						NA
ManzF6HSan_REP3.mLb.clN_peak_6660	chr3L	319114	320201	+	231	NA	exon (FBgn0004373, exon 1 of 12)	-exon (FBgn0004373, exon 1 of 12)	227	FBgn0004373	FBgn0004373	FBtr0332841						NA
ManzF6HSan_REP3.mLb.clN_peak_9438	chr3L	22406918	22408510	+	229	NA	promoter-TSS (FBgn0267624)	-promoter-TSS (FBgn0267624)	149	FBgn0004449	FBgn0004449	FBtr0330159						NA
ManzF6HSan_REP3.mLb.clN_peak_5311	chr2R	17391658	17392819	+	229	NA	promoter-TSS (FBgn0011879)	-promoter-TSS (FBgn0011879)	23	FBgn0011879	FBgn0011879	FBtr0086908						NA
ManzF6HSan_REP3.mLb.clN_peak_9642	chr3L	27076066	27077478	+	229	NA	Intergenic	Intergenic	7134	FBgn0063670	FBgn0063670	FBtr0333872						NA
ManzF6HSan_REP3.mLb.clN_peak_10123	chr3R	6007389	6008698	+	229	NA	promoter-TSS (FBgn0003261)	-promoter-TSS (FBgn0003261)	536	FBgn0003261	FBgn0003261	FBtr0309322						NA
ManzF6HSan_REP3.mLb.clN_peak_2053	chr2L	19157925	19159171	+	228	NA	promoter-TSS (FBgn0010300)	-promoter-TSS (FBgn0010300)	751	FBgn0266312	FBgn0266312	FBtr0344041						NA
ManzF6HSan_REP3.mLb.clN_peak_16845	chrX	19886856	19888004	+	228	NA	promoter-TSS (FBgn0052529)	-promoter-TSS (FBgn0052529)	2630	FBgn0086782	FBgn0086782	FBtr0074802						NA
ManzF6HSan_REP3.mLb.clN_peak_2355	chr2L	21250465	21251147	+	228	NA	intron (FBgn0261239, intron 2 of 7)	-intron (FBgn0261239, intron 2 of 4)	-10362	FBgn0021856	FBgn0021856	FBtr0330677						NA
ManzF6HSan_REP3.mLb.clN_peak_677	chr2L	5724564	5725127	+	228	NA	TTS (FBgn0024191)	-TTS (FBgn0024191)	189	FBgn0031736	FBgn0031736	FBtr0332554						NA
ManzF6HSan_REP3.mLb.clN_peak_4702	chr2R	14006758	14007295	+	227	NA	intron (FBgn0002643, intron 2 of 6)	-intron (FBgn0002643, intron 2 of 6)	-2173	FBgn0002643	FBgn0002643	FBtr0087598						NA
ManzF6HSan_REP3.mLb.clN_peak_15539	chrX	11389632	11390728	+	226	NA	promoter-TSS (FBgn0001624)	-promoter-TSS (FBgn0001624)	-19767	FBgn0030296	FBgn0030296	FBtr0309222						NA
ManzF6HSan_REP3.mLb.clN_peak_8270	chr3L	13227563	13229027	+	226	NA	promoter-TSS (FBgn0023095)	-promoter-TSS (FBgn0023095)	-397	FBgn0023095	FBgn0023095	FBtr0346864						NA
ManzF6HSan_REP3.mLb.clN_peak_8770	chr3L	17590467	17591062	+	224	NA	intron (FBgn0000567, intron 5 of 7)	-intron (FBgn0000567, intron 5 of 7)	-24602	FBgn0086080	FBgn0086080	FBtr0114356						NA
ManzF6HSan_REP3.mLb.clN_peak_1790	chr2L	16284347	16285097	+	224	NA	intron (FBgn0001994, intron 1 of 2)	-intron (FBgn0001994, intron 1 of 2)	3008	FBgn0001994	FBgn0001994	FBtr0343814						NA
ManzF6HSan_REP3.mLb.clN_peak_11716	chr3R	19568844	19569241	+	223	NA	promoter-TSS (FBgn0260003)	-promoter-TSS (FBgn0260003)	-17154	FBgn0065080	FBgn0065080	FBtr0091611						NA
ManzF6HSan_REP3.mLb.clN_peak_8899	chr3L	18771130	18772255	+	223	NA	TTS (FBgn0267601)	-TTS (FBgn0267601)	-5948	FBgn0001078	FBgn0001078	FBtr0075086						NA
ManzF6HSan_REP3.mLb.clN_peak_7875	chr3L	9692296	9693828	+	223	NA	promoter-TSS (FBgn0267454)	-promoter-TSS (FBgn0267454)	-759	FBgn0267454	FBgn0267454	FBtr0346825						NA
ManzF6HSan_REP3.mLb.clN_peak_5243	chr2R	16856122	16857401	+	222	NA	promoter-TSS (FBgn0263462)	-promoter-TSS (FBgn0263462)	541	FBgn0026533	FBgn0026533	FBtr0332946						NA
ManzF6HSan_REP3.mLb.clN_peak_9359	chr3L	21879274	21880800	+	222	NA	intron (FBgn0262737, intron 1 of 10)	-intron (FBgn0262737, intron 1 of 8)	460	FBgn0262737	FBgn0262737	FBtr0346820						NA
ManzF6HSan_REP3.mLb.clN_peak_2206	chr2L	20416313	20417909	+	222	NA	promoter-TSS (FBgn0032859)	-promoter-TSS (FBgn0032859)	54	FBgn0032859	FBgn0032859	FBtr0346418						NA
ManzF6HSan_REP3.mLb.clN_peak_16101	chrX	15498815	15499116	+	221	NA	promoter-TSS (FBgn0027287)	-promoter-TSS (FBgn0027287)	-1103	FBgn0266182	FBgn0266182	FBtr0343766						NA
ManzF6HSan_REP3.mLb.clN_peak_8212	chr3L	12692730	12693750	+	221	NA	promoter-TSS (FBgn0014343)	-promoter-TSS (FBgn0014343)	-399	FBgn0014343	FBgn0014343	FBtr0330077						NA
ManzF6HSan_REP3.mLb.clN_peak_16273	chrX	16552818	16553992	+	221	NA	exon (FBgn0011742, exon 1 of 6)	-exon (FBgn0011742, exon 1 of 6)	546	FBgn0011742	FBgn0011742	FBtr0112868						NA
ManzF6HSan_REP3.mLb.clN_peak_8387	chr3L	14550690	14551643	+	221	NA	promoter-TSS (FBgn0036428)	-promoter-TSS (FBgn0036428)	-191	FBgn0036428	FBgn0036428	FBtr0333037						NA
ManzF6HSan_REP3.mLb.clN_peak_9798	chr3R	4378704	4379364	+	220	NA	promoter-TSS (FBgn0037239)	-promoter-TSS (FBgn0037239)	-273	FBgn0037239	FBgn0037239	FBtr0078916						NA
ManzF6HSan_REP3.mLb.clN_peak_10049	chr3R	5547137	5547884	+	220	NA	TTS (FBgn0014342)	-TTS (FBgn0014342)	265	FBgn0037336	FBgn0037336	FBtr0078762						NA
ManzF6HSan_REP3.mLb.clN_peak_9986	chr3R	5250939	5251869	+	220	NA	promoter-TSS (FBgn0264789)	-promoter-TSS (FBgn0264789)	341	FBgn0260462	FBgn0260462	FBtr0303994						NA
ManzF6HSan_REP3.mLb.clN_peak_2384	chr2L	21427989	21428203	+	218	NA	promoter-TSS (FBgn0053805)	-promoter-TSS (FBgn0053805)	573	FBgn0053908	FBgn0053908	FBtr0091912						NA
ManzF6HSan_REP3.mLb.clN_peak_3947	chr2R	10418061	10418302	+	218	NA	promoter-TSS (FBgn0033518)	-promoter-TSS (FBgn0033518)	-537	FBgn0033518	FBgn0033518	FBtr0088259						NA
ManzF6HSan_REP3.mLb.clN_peak_8778	chr3L	17619199	17619585	+	218	NA	promoter-TSS (FBgn0000567)	-promoter-TSS (FBgn0000567)	-67	FBgn0000567	FBgn0000567	FBtr0305796						NA
ManzF6HSan_REP3.mLb.clN_peak_5830	chr2R	20780046	20780663	+	218	NA	promoter-TSS (FBgn0263850)	-promoter-TSS (FBgn0263850)	-867	FBgn0263850	FBgn0263850	FBtr0321315						NA
ManzF6HSan_REP3.mLb.clN_peak_1755	chr2L	15264263	15264997	+	217	NA	promoter-TSS (FBgn0045842)	-promoter-TSS (FBgn0045842)	62	FBgn0045842	FBgn0045842	FBtr0415452						NA
ManzF6HSan_REP3.mLb.clN_peak_6751	chr3L	769185	769623	+	217	NA	promoter-TSS (FBgn0052480)	-promoter-TSS (FBgn0052480)	-99	FBgn0052480	FBgn0052480	FBtr0072579						NA
ManzF6HSan_REP3.mLb.clN_peak_7590	chr3L	7866996	7867698	+	217	NA	promoter-TSS (FBgn0016694)	-promoter-TSS (FBgn0016694)	-1695	FBgn0052365	FBgn0052365	FBtr0339897						NA
ManzF6HSan_REP3.mLb.clN_peak_45	chr2L	221771	223059	+	217	NA	promoter-TSS (FBgn0266557)	-promoter-TSS (FBgn0266557)	-1104	FBgn0265153	FBgn0265153	FBtr0336985						NA
ManzF6HSan_REP3.mLb.clN_peak_15878	chrX	13739327	13740493	+	216	NA	TTS (FBgn0030518)	-TTS (FBgn0030518)	128	FBgn0030519	FBgn0030519	FBtr0331719						NA
ManzF6HSan_REP3.mLb.clN_peak_14650	chrX	5524195	5524813	+	216	NA	promoter-TSS (FBgn0086667)	-promoter-TSS (FBgn0086667)	-39	FBgn0086667	FBgn0086667	FBtr0091788						NA
ManzF6HSan_REP3.mLb.clN_peak_15737	chrX	12733929	12736508	+	216	NA	intron (FBgn0265523, intron 2 of 10)	-intron (FBgn0265523, intron 1 of 9)	7226	FBgn0265523	FBgn0265523	FBtr0333765						NA
ManzF6HSan_REP3.mLb.clN_peak_6287	chr2R	23580146	23581177	+	215	NA	promoter-TSS (FBgn0015903)	-promoter-TSS (FBgn0015903)	-15931	FBgn0015903	FBgn0015903	FBtr0332926						NA
ManzF6HSan_REP3.mLb.clN_peak_9521	chr3L	22945059	22946102	+	215	NA	promoter-TSS (FBgn0037207)	-promoter-TSS (FBgn0037207)	-415	FBgn0037207	FBgn0037207	FBtr0078563						NA
ManzF6HSan_REP3.mLb.clN_peak_840	chr2L	6786501	6787978	+	215	NA	promoter-TSS (FBgn0015776)	-promoter-TSS (FBgn0015776)	-378	FBgn0015776	FBgn0015776	FBtr0332370						NA
ManzF6HSan_REP3.mLb.clN_peak_2876	chr2R	5781855	5783073	+	214	NA	exon (FBgn0025693, exon 1 of 10)	-exon (FBgn0025693, exon 1 of 10)	394	FBgn0025693	FBgn0025693	FBtr0086056						NA
ManzF6HSan_REP3.mLb.clN_peak_5970	chr2R	21645744	21646915	+	212	NA	exon (FBgn0034644, exon 1 of 8)	-exon (FBgn0034644, exon 1 of 8)	5657	FBgn0050284	FBgn0050284	FBtr0071684						NA
ManzF6HSan_REP3.mLb.clN_peak_16811	chrX	19682741	19684254	+	212	NA	promoter-TSS (FBgn0031057)	-promoter-TSS (FBgn0031057)	21	FBgn0043903	FBgn0043903	FBtr0074756						NA
ManzF6HSan_REP3.mLb.clN_peak_11210	chr3R	15130782	15132053	+	212	NA	intron (FBgn0261859, intron 1 of 9)	-intron (FBgn0261859, intron 1 of 9)	509	FBgn0261859	FBgn0261859	FBtr0303486						NA
ManzF6HSan_REP3.mLb.clN_peak_4160	chr2R	11397304	11398097	+	212	NA	promoter-TSS (FBgn0082585)	-promoter-TSS (FBgn0082585)	-268	FBgn0082585	FBgn0082585	FBtr0088146						NA
ManzF6HSan_REP3.mLb.clN_peak_13529	chr4	866577	867322	+	212	NA	promoter-TSS (FBgn0039936)	-promoter-TSS (FBgn0039936)	76	FBgn0039936	FBgn0039936	FBtr0300886						NA
ManzF6HSan_REP3.mLb.clN_peak_4137	chr2R	11288544	11289995	+	211	NA	TTS (FBgn0033610)	-TTS (FBgn0033610)	503	FBgn0033609	FBgn0033609	FBtr0088178						NA
ManzF6HSan_REP3.mLb.clN_peak_4117	chr2R	11196859	11197610	+	211	NA	intron (FBgn0003396, intron 2 of 7)	-intron (FBgn0003396, intron 2 of 7)	22007	FBgn0033582	FBgn0033582	FBtr0339485						NA
ManzF6HSan_REP3.mLb.clN_peak_16484	chrX	17767997	17769338	+	210	NA	promoter-TSS (FBgn0024184)	-promoter-TSS (FBgn0024184)	98	FBgn0024184	FBgn0024184	FBtr0340627						NA
ManzF6HSan_REP3.mLb.clN_peak_3955	chr2R	10437908	10438539	+	210	NA	promoter-TSS (FBgn0001122)	-promoter-TSS (FBgn0001122)	-841	FBgn0033523	FBgn0033523	FBtr0330615						NA
ManzF6HSan_REP3.mLb.clN_peak_11486	chr3R	17619495	17620288	+	210	NA	promoter-TSS (FBgn0011945)	-promoter-TSS (FBgn0011945)	-70	FBgn0011945	FBgn0011945	FBtr0083469						NA
ManzF6HSan_REP3.mLb.clN_peak_16593	chrX	18511996	18512633	+	210	NA	promoter-TSS (FBgn0030932)	-promoter-TSS (FBgn0030932)	23	FBgn0030932	FBgn0030932	FBtr0074622						NA
ManzF6HSan_REP3.mLb.clN_peak_9155	chr3L	20621600	20622402	+	209	NA	Intergenic	Intergenic	-1342	FBgn0001323	FBgn0001323	FBtr0346815						NA
ManzF6HSan_REP3.mLb.clN_peak_14869	chrX	6867162	6868994	+	209	NA	promoter-TSS (FBgn0263993)	-promoter-TSS (FBgn0263993)	-149	FBgn0263993	FBgn0263993	FBtr0330267						NA
ManzF6HSan_REP3.mLb.clN_peak_252	chr2L	2130065	2131239	+	208	NA	promoter-TSS (FBgn0004507)	-promoter-TSS (FBgn0004507)	-161	FBgn0004507	FBgn0004507	FBtr0077828						NA
ManzF6HSan_REP3.mLb.clN_peak_16548	chrX	18282263	18282749	+	207	NA	intron (FBgn0053542, intron 3 of 3)	-intron (FBgn0053542, intron 3 of 3)	5273	FBgn0053542	FBgn0053542	FBtr0113465						NA
ManzF6HSan_REP3.mLb.clN_peak_11573	chr3R	18396894	18397838	+	207	NA	promoter-TSS (FBgn0028670)	-promoter-TSS (FBgn0028670)	371	FBgn0264751	FBgn0264751	FBtr0334145						NA
ManzF6HSan_REP3.mLb.clN_peak_7470	chr3L	6964222	6965053	+	207	NA	TTS (FBgn0035724)	-TTS (FBgn0035724)	121	FBgn0261445	FBgn0261445	FBtr0076938						NA
ManzF6HSan_REP3.mLb.clN_peak_5692	chr2R	19668928	19669909	+	206	NA	promoter-TSS (FBgn0015949)	-promoter-TSS (FBgn0015949)	414	FBgn0015949	FBgn0015949	FBtr0111010						NA
ManzF6HSan_REP3.mLb.clN_peak_4367	chr2R	12261025	12261996	+	206	NA	TTS (FBgn0264501)	-TTS (FBgn0264501)	1478	FBgn0000253	FBgn0000253	FBtr0304963						NA
ManzF6HSan_REP3.mLb.clN_peak_14088	chrX	2122952	2124459	+	206	NA	promoter-TSS (FBgn0004860)	-promoter-TSS (FBgn0004860)	-419	FBgn0004860	FBgn0004860	FBtr0112843						NA
ManzF6HSan_REP3.mLb.clN_peak_11543	chr3R	18196745	18197338	+	206	NA	exon (FBgn0011481, exon 2 of 2)	-exon (FBgn0011481, exon 2 of 2)	2554	FBgn0011481	FBgn0011481	FBtr0083612						NA
ManzF6HSan_REP3.mLb.clN_peak_16902	chrX	20656141	20657739	+	205	NA	promoter-TSS (FBgn0031126)	-promoter-TSS (FBgn0031126)	608	FBgn0267022	FBgn0267022	FBtr0345969						NA
ManzF6HSan_REP3.mLb.clN_peak_9242	chr3L	21239967	21240475	+	205	NA	promoter-TSS (FBgn0004865)	-promoter-TSS (FBgn0004865)	13612	FBgn0004865	FBgn0004865	FBtr0078307						NA
ManzF6HSan_REP3.mLb.clN_peak_652	chr2L	5403489	5404159	+	205	NA	promoter-TSS (FBgn0016660)	-promoter-TSS (FBgn0016660)	-809	FBgn0016660	FBgn0016660	FBtr0343225						NA
ManzF6HSan_REP3.mLb.clN_peak_11299	chr3R	15901051	15901681	+	204	NA	promoter-TSS (FBgn0027657)	-promoter-TSS (FBgn0027657)	3277	FBgn0027657	FBgn0027657	FBtr0344381						NA
ManzF6HSan_REP3.mLb.clN_peak_11695	chr3R	19321735	19322495	+	204	NA	intron (FBgn0000463, intron 1 of 5)	-intron (FBgn0000463, intron 1 of 5)	4102	FBgn0000463	FBgn0000463	FBtr0304658						NA
ManzF6HSan_REP3.mLb.clN_peak_9706	chr3R	3138290	3139312	+	204	NA	intron (FBgn0267430, intron 8 of 20)	-intron (FBgn0267430, intron 8 of 20)	124781	FBgn0267430	FBgn0267430	FBtr0445191						NA
ManzF6HSan_REP3.mLb.clN_peak_1691	chr2L	14354717	14355656	+	202	NA	promoter-TSS (FBgn0015791)	-promoter-TSS (FBgn0015791)	-101	FBgn0261535	FBgn0261535	FBtr0080639						NA
ManzF6HSan_REP3.mLb.clN_peak_1520	chr2L	12617844	12618692	+	202	NA	promoter-TSS (FBgn0085424)	-promoter-TSS (FBgn0085424)	-515	FBgn0085424	FBgn0085424	FBtr0342628						NA
ManzF6HSan_REP3.mLb.clN_peak_3720	chr2R	9408566	9409739	+	202	NA	intron (FBgn0016078, intron 2 of 6)	-intron (FBgn0016078, intron 2 of 6)	4311	FBgn0016078	FBgn0016078	FBtr0306111						NA
ManzF6HSan_REP3.mLb.clN_peak_12767	chr3R	27635849	27637009	+	201	NA	promoter-TSS (FBgn0039532)	-promoter-TSS (FBgn0039532)	-369	FBgn0039531	FBgn0039531	FBtr0344340						NA
ManzF6HSan_REP3.mLb.clN_peak_15844	chrX	13563533	13564341	+	201	NA	TTS (FBgn0052633)	-TTS (FBgn0052633)	114	FBgn0284227	FBgn0284227	FBtr0452126						NA
ManzF6HSan_REP3.mLb.clN_peak_16827	chrX	19750703	19751419	+	201	NA	TTS (FBgn0031068)	-TTS (FBgn0031068)	291	FBgn0031069	FBgn0031069	FBtr0335157						NA
ManzF6HSan_REP3.mLb.clN_peak_7059	chr3L	3069908	3072580	+	201	NA	promoter-TSS (FBgn0266918)	-promoter-TSS (FBgn0266918)	-405	FBgn0266918	FBgn0266918	FBtr0073004						NA
ManzF6HSan_REP3.mLb.clN_peak_9120	chr3L	20401167	20401924	+	200	NA	promoter-TSS (FBgn0028978)	-promoter-TSS (FBgn0028978)	64	FBgn0028978	FBgn0028978	FBtr0078235						NA
ManzF6HSan_REP3.mLb.clN_peak_8867	chr3L	18234191	18234872	+	200	NA	exon (FBgn0267599, exon 1 of 1)	-exon (FBgn0267599, exon 1 of 1)	229	FBgn0267599	FBgn0267599	FBtr0347044						NA
ManzF6HSan_REP3.mLb.clN_peak_3917	chr2R	10302711	10303616	+	200	NA	promoter-TSS (FBgn0033504)	-intron (FBgn0033504, intron 1 of 5)	6631	FBgn0028426	FBgn0028426	FBtr0088360						NA
ManzF6HSan_REP3.mLb.clN_peak_5475	chr2R	18355818	18357984	+	200	NA	exon (FBgn0285917, exon 1 of 13)	-exon (FBgn0285917, exon 1 of 13)	395	FBgn0285917	FBgn0285917	FBtr0301550						NA
ManzF6HSan_REP3.mLb.clN_peak_14107	chrX	2221439	2222738	+	200	NA	intron (FBgn0004397, intron 1 of 5)	-intron (FBgn0004397, intron 1 of 5)	260	FBgn0004397	FBgn0004397	FBtr0342770						NA
ManzF6HSan_REP3.mLb.clN_peak_552	chr2L	4915176	4916232	+	200	NA	promoter-TSS (FBgn0041150)	-promoter-TSS (FBgn0041150)	-8942	FBgn0031646	FBgn0031646	FBtr0077401						NA
ManzF6HSan_REP3.mLb.clN_peak_13771	chrX	686389	688099	+	200	NA	exon (FBgn0021764, exon 1 of 14)	-exon (FBgn0021764, exon 1 of 14)	410	FBgn0021764	FBgn0021764	FBtr0340197						NA
ManzF6HSan_REP3.mLb.clN_peak_1617	chr2L	13512797	13513668	+	199	NA	exon (FBgn0023407, exon 4 of 7)	-exon (FBgn0023407, exon 4 of 7)	-14609	FBgn0053640	FBgn0053640	FBtr0332506						NA
ManzF6HSan_REP3.mLb.clN_peak_9893	chr3R	4852298	4853870	+	199	NA	exon (FBgn0003002, exon 1 of 3)	-exon (FBgn0003002, exon 1 of 3)	271	FBgn0003002	FBgn0003002	FBtr0479794						NA
ManzF6HSan_REP3.mLb.clN_peak_15691	chrX	12470178	12470618	+	199	NA	intron (FBgn0259143, intron 2 of 5)	-intron (FBgn0259143, intron 2 of 5)	-1266	FBgn0259143	FBgn0259143	FBtr0339840						NA
ManzF6HSan_REP3.mLb.clN_peak_11364	chr3R	16280004	16281352	+	199	NA	promoter-TSS (FBgn0250823)	-promoter-TSS (FBgn0250823)	-211	FBgn0250823	FBgn0250823	FBtr0330041						NA
ManzF6HSan_REP3.mLb.clN_peak_14888	chrX	6997352	6999179	+	199	NA	promoter-TSS (FBgn0027108)	-promoter-TSS (FBgn0027108)	-407	FBgn0027108	FBgn0027108	FBtr0071006						NA
ManzF6HSan_REP3.mLb.clN_peak_3070	chr2R	6661791	6663886	+	199	NA	promoter-TSS (FBgn0266518)	-promoter-TSS (FBgn0266518)	573	FBgn0284249	FBgn0284249	FBtr0330252						NA
ManzF6HSan_REP3.mLb.clN_peak_8848	chr3L	18105495	18106852	+	199	NA	promoter-TSS (FBgn0036774)	-promoter-TSS (FBgn0036774)	-24	FBgn0036773	FBgn0036773	FBtr0333698						NA
ManzF6HSan_REP3.mLb.clN_peak_16778	chrX	19505729	19506351	+	199	NA	exon (FBgn0027621, exon 1 of 2)	-exon (FBgn0027621, exon 1 of 2)	-3728	FBgn0031023	FBgn0031023	FBtr0307196						NA
ManzF6HSan_REP3.mLb.clN_peak_2996	chr2R	6219471	6221839	+	198	NA	promoter-TSS (FBgn0263144)	-promoter-TSS (FBgn0263144)	-385	FBgn0263144	FBgn0263144	FBtr0346718						NA
ManzF6HSan_REP3.mLb.clN_peak_4924	chr2R	15127890	15128932	+	198	NA	promoter-TSS (FBgn0015371)	-promoter-TSS (FBgn0015371)	12950	FBgn0015371	FBgn0015371	FBtr0305216						NA
ManzF6HSan_REP3.mLb.clN_peak_11935	chr3R	21188539	21188941	+	198	NA	promoter-TSS (FBgn0264357)	-promoter-TSS (FBgn0264357)	-20535	FBgn0260004	FBgn0260004	FBtr0333928						NA
ManzF6HSan_REP3.mLb.clN_peak_12585	chr3R	25851072	25852126	+	197	NA	promoter-TSS (FBgn0039379)	-promoter-TSS (FBgn0039379)	-33	FBgn0039379	FBgn0039379	FBtr0084907						NA
ManzF6HSan_REP3.mLb.clN_peak_16155	chrX	15811626	15813692	+	197	NA	promoter-TSS (FBgn0003345)	-promoter-TSS (FBgn0003345)	332	FBgn0003345	FBgn0003345	FBtr0479844						NA
ManzF6HSan_REP3.mLb.clN_peak_15148	chrX	8805238	8806093	+	197	NA	exon (FBgn0026411, exon 1 of 7)	-exon (FBgn0026411, exon 1 of 7)	-20312	FBgn0026411	FBgn0026411	FBtr0071279						NA
ManzF6HSan_REP3.mLb.clN_peak_3951	chr2R	10429650	10430788	+	196	NA	intron (FBgn0262114, intron 1 of 11)	-intron (FBgn0262114, intron 1 of 11)	511	FBgn0262114	FBgn0262114	FBtr0346961						NA
ManzF6HSan_REP3.mLb.clN_peak_9890	chr3R	4820459	4821612	+	196	NA	exon (FBgn0037282, exon 1 of 3)	-exon (FBgn0037282, exon 1 of 3)	397	FBgn0037282	FBgn0037282	FBtr0334901						NA
ManzF6HSan_REP3.mLb.clN_peak_2605	chr2R	1526240	1527472	+	196	NA	promoter-TSS (FBgn0267861)	-promoter-TSS (FBgn0267861)	-10026	FBgn0267861	FBgn0267861	FBtr0301121						NA
ManzF6HSan_REP3.mLb.clN_peak_15130	chrX	8650565	8651598	+	196	NA	promoter-TSS (FBgn0004102)	-promoter-TSS (FBgn0004102)	-400	FBgn0004102	FBgn0004102	FBtr0331738						NA
ManzF6HSan_REP3.mLb.clN_peak_1036	chr2L	8277133	8278540	+	195	NA	promoter-TSS (FBgn0003502)	-promoter-TSS (FBgn0003502)	-12891	FBgn0011902	FBgn0011902	FBtr0079596						NA
ManzF6HSan_REP3.mLb.clN_peak_9494	chr3L	22835143	22835926	+	195	NA	promoter-TSS (FBgn0027339)	-promoter-TSS (FBgn0027339)	-1534	FBgn0037195	FBgn0037195	FBtr0078546						NA
ManzF6HSan_REP3.mLb.clN_peak_9597	chr3L	24674473	24674832	+	195	NA	Intergenic	Intergenic	-49510	FBgn0287186	FBgn0287186	FBtr0339923						NA
ManzF6HSan_REP3.mLb.clN_peak_10734	chr3R	10614250	10614752	+	195	NA	promoter-TSS (FBgn0001235)	-promoter-TSS (FBgn0001235)	-225	FBgn0001235	FBgn0001235	FBtr0100454						NA
ManzF6HSan_REP3.mLb.clN_peak_14930	chrX	7299725	7301331	+	194	NA	intron (FBgn0029941, intron 2 of 6)	-intron (FBgn0029941, intron 2 of 6)	-7411	FBgn0024250	FBgn0024250	FBtr0071048						NA
ManzF6HSan_REP3.mLb.clN_peak_9849	chr3R	4659219	4660232	+	194	NA	TTS (FBgn0265039)	-TTS (FBgn0265039)	146	FBgn0263346	FBgn0263346	FBtr0308857						NA
ManzF6HSan_REP3.mLb.clN_peak_17035	chrX	22454985	22456967	+	194	NA	promoter-TSS (FBgn0031187)	-promoter-TSS (FBgn0031187)	-554	FBgn0266848	FBgn0266848	FBtr0339498						NA
ManzF6HSan_REP3.mLb.clN_peak_9538	chr3L	23116732	23117434	+	194	NA	Intergenic	Intergenic	-8942	FBgn0053217	FBgn0053217	FBtr0070045						NA
ManzF6HSan_REP3.mLb.clN_peak_11159	chr3R	14723408	14724553	+	194	NA	TTS (FBgn0038256)	-TTS (FBgn0038256)	281	FBgn0262127	FBgn0262127	FBtr0344383						NA
ManzF6HSan_REP3.mLb.clN_peak_4752	chr2R	14269758	14270752	+	194	NA	promoter-TSS (FBgn0261269)	-promoter-TSS (FBgn0261269)	403	FBgn0261270	FBgn0261270	FBtr0087565						NA
ManzF6HSan_REP3.mLb.clN_peak_8977	chr3L	19294439	19295185	+	193	NA	promoter-TSS (FBgn0028380)	-promoter-TSS (FBgn0028380)	248	FBgn0028380	FBgn0028380	FBtr0347258						NA
ManzF6HSan_REP3.mLb.clN_peak_2450	chr2L	21898987	21899750	+	193	NA	Intergenic	Intergenic	-1079	FBgn0032965	FBgn0032965	FBtr0085950						NA
ManzF6HSan_REP3.mLb.clN_peak_13825	chrX	908615	909892	+	192	NA	promoter-TSS (FBgn0264449)	-promoter-TSS (FBgn0264449)	14769	FBgn0029539	FBgn0029539	FBtr0310165						NA
ManzF6HSan_REP3.mLb.clN_peak_10923	chr3R	12369084	12369593	+	192	NA	promoter-TSS (FBgn0001149)	-promoter-TSS (FBgn0001149)	-70	FBgn0001149	FBgn0001149	FBtr0100410						NA
ManzF6HSan_REP3.mLb.clN_peak_15275	chrX	9658041	9659458	+	192	NA	TTS (FBgn0030148)	-TTS (FBgn0030148)	4154	FBgn0030148	FBgn0030148	FBtr0346168						NA
ManzF6HSan_REP3.mLb.clN_peak_16554	chrX	18312508	18313035	+	192	NA	promoter-TSS (FBgn0267169)	-promoter-TSS (FBgn0267169)	-845	FBgn0267169	FBgn0267169	FBtr0346289						NA
ManzF6HSan_REP3.mLb.clN_peak_17148	chrX	23524478	23524804	+	192	NA	Intergenic	Intergenic	232941	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF6HSan_REP3.mLb.clN_peak_14711	chrX	5901562	5902326	+	192	NA	promoter-TSS (FBgn0000042)	-promoter-TSS (FBgn0000042)	1083	FBgn0000042	FBgn0000042	FBtr0345894						NA
