PeakID (cmd=annotatePeaks.pl ManzF3Heat_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Heat_REP1.mLb.clN_peak_1503	chr2L	18319850	18320291	+	133	NA	promoter-TSS (FBgn0000636)	-promoter-TSS (FBgn0000636)	-32	FBgn0000636	FBgn0000636	FBtr0344782						NA
ManzF3Heat_REP1.mLb.clN_peak_11932	chrX	22258311	22260129	+	132	NA	Intergenic	Intergenic	7638	FBgn0085693	FBgn0085693	FBtr0114142						NA
ManzF3Heat_REP1.mLb.clN_peak_2254	chr2R	6992568	6992940	+	132	NA	promoter-TSS (FBgn0029508)	-promoter-TSS (FBgn0029508)	73	FBgn0050159	FBgn0050159	FBtr0301713						NA
ManzF3Heat_REP1.mLb.clN_peak_828	chr2L	9176083	9176904	+	132	NA	intron (FBgn0041092, intron 1 of 13)	-intron (FBgn0041092, intron 1 of 14)	9715	FBgn0041092	FBgn0041092	FBtr0304974						NA
ManzF3Heat_REP1.mLb.clN_peak_1900	chr2L	22133975	22134590	+	131	NA	promoter-TSS (FBgn0261802)	-promoter-TSS (FBgn0261802)	-51	FBgn0261802	FBgn0261802	FBtr0333744						NA
ManzF3Heat_REP1.mLb.clN_peak_9609	chr4	704424	704647	+	131	NA	promoter-TSS (FBgn0005558)	-promoter-TSS (FBgn0005558)	-116	FBgn0005558	FBgn0005558	FBtr0100396						NA
ManzF3Heat_REP1.mLb.clN_peak_6964	chr3R	4970768	4971114	+	131	NA	Intergenic	Intergenic	5496	FBgn0037290	FBgn0037290	FBtr0078841						NA
ManzF3Heat_REP1.mLb.clN_peak_8352	chr3R	19321856	19322432	+	130	NA	intron (FBgn0000463, intron 1 of 5)	-intron (FBgn0000463, intron 1 of 5)	4073	FBgn0000463	FBgn0000463	FBtr0304658						NA
ManzF3Heat_REP1.mLb.clN_peak_805	chr2L	8825248	8825691	+	130	NA	promoter-TSS (FBgn0029123)	-promoter-TSS (FBgn0029123)	-176	FBgn0029123	FBgn0029123	FBtr0330210						NA
ManzF3Heat_REP1.mLb.clN_peak_6783	chr3L	27076456	27077162	+	130	NA	Intergenic	Intergenic	7097	FBgn0063670	FBgn0063670	FBtr0333872						NA
ManzF3Heat_REP1.mLb.clN_peak_7401	chr3R	8517818	8518322	+	129	NA	promoter-TSS (FBgn0037592)	-promoter-TSS (FBgn0037592)	-971	FBgn0037592	FBgn0037592	FBtr0310048						NA
ManzF3Heat_REP1.mLb.clN_peak_8059	chr3R	15901053	15901598	+	129	NA	promoter-TSS (FBgn0027657)	-promoter-TSS (FBgn0027657)	3318	FBgn0027657	FBgn0027657	FBtr0344381						NA
ManzF3Heat_REP1.mLb.clN_peak_5771	chr3L	14177558	14178167	+	129	NA	promoter-TSS (FBgn0000411)	-promoter-TSS (FBgn0000411)	758	FBgn0000411	FBgn0000411	FBtr0333036						NA
ManzF3Heat_REP1.mLb.clN_peak_11798	chrX	20656207	20657705	+	128	NA	promoter-TSS (FBgn0031126)	-promoter-TSS (FBgn0031126)	592	FBgn0267022	FBgn0267022	FBtr0345969						NA
ManzF3Heat_REP1.mLb.clN_peak_8725	chr3R	23601359	23601814	+	128	NA	promoter-TSS (FBgn0051143)	-promoter-TSS (FBgn0051143)	-131	FBgn0051143	FBgn0051143	FBtr0084482						NA
ManzF3Heat_REP1.mLb.clN_peak_7324	chr3R	7810213	7810565	+	128	NA	promoter-TSS (FBgn0051472)	-promoter-TSS (FBgn0051472)	-143	FBgn0051472	FBgn0051472	FBtr0081748						NA
ManzF3Heat_REP1.mLb.clN_peak_4424	chr3L	377903	378346	+	127	NA	promoter-TSS (FBgn0262139)	-promoter-TSS (FBgn0262139)	-808	FBgn0262139	FBgn0262139	FBtr0333901						NA
ManzF3Heat_REP1.mLb.clN_peak_10580	chrX	8294054	8295972	+	127	NA	intron (FBgn0015519, intron 6 of 11)	-intron (FBgn0015519, intron 6 of 11)	-21207	FBgn0030029	FBgn0030029	FBtr0071178						NA
ManzF3Heat_REP1.mLb.clN_peak_3707	chr2R	19802476	19802656	+	127	NA	promoter-TSS (FBgn0011897)	-promoter-TSS (FBgn0011897)	-25	FBgn0011897	FBgn0011897	FBtr0086334						NA
ManzF3Heat_REP1.mLb.clN_peak_10206	chrX	4205926	4206219	+	126	NA	promoter-TSS (FBgn0000635)	-promoter-TSS (FBgn0000635)	21	FBgn0000635	FBgn0000635	FBtr0343524						NA
ManzF3Heat_REP1.mLb.clN_peak_989	chr2L	11358550	11358875	+	126	NA	promoter-TSS (FBgn0000287)	-promoter-TSS (FBgn0000287)	-161	FBgn0000287	FBgn0000287	FBtr0307093						NA
ManzF3Heat_REP1.mLb.clN_peak_5730	chr3L	13666740	13667701	+	126	NA	promoter-TSS (FBgn0264001)	-promoter-TSS (FBgn0264001)	67990	FBgn0266595	FBgn0266595	FBtr0344818						NA
ManzF3Heat_REP1.mLb.clN_peak_2176	chr2R	6469296	6469731	+	126	NA	Intergenic	Intergenic	32259	FBgn0267744	FBgn0267744	FBtr0347304						NA
ManzF3Heat_REP1.mLb.clN_peak_5288	chr3L	8827334	8827993	+	126	NA	exon (FBgn0263930, exon 1 of 9)	-exon (FBgn0263930, exon 1 of 9)	158	FBgn0263930	FBgn0263930	FBtr0305901						NA
ManzF3Heat_REP1.mLb.clN_peak_9814	chrX	908772	909480	+	125	NA	promoter-TSS (FBgn0264449)	-promoter-TSS (FBgn0264449)	14642	FBgn0029539	FBgn0029539	FBtr0310165						NA
ManzF3Heat_REP1.mLb.clN_peak_6686	chr3L	22773290	22774854	+	125	NA	promoter-TSS (FBgn0052451)	-promoter-TSS (FBgn0052451)	536	FBgn0052451	FBgn0052451	FBtr0078533						NA
ManzF3Heat_REP1.mLb.clN_peak_12060	chrX	23096264	23096792	+	125	NA	promoter-TSS (FBgn0003559)	-promoter-TSS (FBgn0003559)	-243	FBgn0003559	FBgn0003559	FBtr0306544						NA
ManzF3Heat_REP1.mLb.clN_peak_794	chr2L	8717981	8718352	+	124	NA	intron (FBgn0003209, intron 1 of 8)	-intron (FBgn0003209, intron 1 of 8)	12594	FBgn0032061	FBgn0032061	FBtr0339543						NA
ManzF3Heat_REP1.mLb.clN_peak_7342	chr3R	7947321	7947754	+	123	NA	intron (FBgn0000504, intron 2 of 3)	-intron (FBgn0000504, intron 2 of 4)	19871	FBgn0000504	FBgn0000504	FBtr0339710						NA
ManzF3Heat_REP1.mLb.clN_peak_6475	chr3L	21239939	21240368	+	123	NA	promoter-TSS (FBgn0004865)	-promoter-TSS (FBgn0004865)	13544	FBgn0004865	FBgn0004865	FBtr0078307						NA
ManzF3Heat_REP1.mLb.clN_peak_5134	chr3L	7434964	7435588	+	123	NA	promoter-TSS (FBgn0014011)	-promoter-TSS (FBgn0014011)	-86	FBgn0014011	FBgn0014011	FBtr0332800						NA
ManzF3Heat_REP1.mLb.clN_peak_7627	chr3R	11156763	11157357	+	123	NA	promoter-TSS (FBgn0040259)	-promoter-TSS (FBgn0040259)	-38	FBgn0040259	FBgn0040259	FBtr0082338						NA
ManzF3Heat_REP1.mLb.clN_peak_7878	chr3R	13812775	13813140	+	123	NA	promoter-TSS (FBgn0259733)	-promoter-TSS (FBgn0259733)	-152	FBgn0259730	FBgn0259730	FBtr0299997						NA
ManzF3Heat_REP1.mLb.clN_peak_3091	chr2R	13925317	13925720	+	122	NA	promoter-TSS (FBgn0013733)	-promoter-TSS (FBgn0013733)	-14572	FBgn0013733	FBgn0013733	FBtr0304850						NA
ManzF3Heat_REP1.mLb.clN_peak_4702	chr3L	2821039	2821336	+	122	NA	promoter-TSS (FBgn0263392)	-promoter-TSS (FBgn0263392)	38932	FBgn0035375	FBgn0035375	FBtr0333442						NA
ManzF3Heat_REP1.mLb.clN_peak_12099	chrX	23390038	23390990	+	122	NA	Intergenic	Intergenic	98814	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Heat_REP1.mLb.clN_peak_6204	chr3L	18765713	18766083	+	122	NA	promoter-TSS (FBgn0001078)	-promoter-TSS (FBgn0001078)	-154	FBgn0001078	FBgn0001078	FBtr0075086						NA
ManzF3Heat_REP1.mLb.clN_peak_1000	chr2L	11447689	11448082	+	122	NA	promoter-TSS (FBgn0287465)	-promoter-TSS (FBgn0287465)	-2271	FBgn0261648	FBgn0261648	FBtr0343619						NA
ManzF3Heat_REP1.mLb.clN_peak_1819	chr2L	21344229	21345041	+	122	NA	promoter-TSS (FBgn0032943)	-promoter-TSS (FBgn0032943)	28	FBgn0032943	FBgn0032943	FBtr0273404						NA
ManzF3Heat_REP1.mLb.clN_peak_9599	chr4	592487	593334	+	121	NA	Intergenic	Intergenic	5364	FBgn0266726	FBgn0266726	FBtr0345199						NA
ManzF3Heat_REP1.mLb.clN_peak_4909	chr3L	4825498	4825891	+	121	NA	promoter-TSS (FBgn0027085)	-promoter-TSS (FBgn0027085)	-7	FBgn0261797	FBgn0261797	FBtr0332750						NA
ManzF3Heat_REP1.mLb.clN_peak_467	chr2L	5403497	5404006	+	121	NA	promoter-TSS (FBgn0016660)	-promoter-TSS (FBgn0016660)	-882	FBgn0016660	FBgn0016660	FBtr0343225						NA
ManzF3Heat_REP1.mLb.clN_peak_7671	chr3R	11604734	11605021	+	121	NA	promoter-TSS (FBgn0051363)	-promoter-TSS (FBgn0051363)	-14731	FBgn0037918	FBgn0037918	FBtr0082459						NA
ManzF3Heat_REP1.mLb.clN_peak_2071	chr2R	5781935	5783043	+	121	NA	exon (FBgn0025693, exon 1 of 10)	-exon (FBgn0025693, exon 1 of 10)	369	FBgn0025693	FBgn0025693	FBtr0086056						NA
ManzF3Heat_REP1.mLb.clN_peak_1731	chr2L	20716019	20716718	+	120	NA	Intergenic	Intergenic	-1780	FBgn0014859	FBgn0014859	FBtr0301347						NA
ManzF3Heat_REP1.mLb.clN_peak_162	chr2L	1644446	1644700	+	120	NA	Intergenic	Intergenic	2590	FBgn0267259	FBgn0267259	FBtr0346473						NA
ManzF3Heat_REP1.mLb.clN_peak_2994	chr2R	12980267	12981223	+	120	NA	promoter-TSS (FBgn0005624)	-promoter-TSS (FBgn0005624)	249	FBgn0005624	FBgn0005624	FBtr0345375						NA
ManzF3Heat_REP1.mLb.clN_peak_12075	chrX	23234300	23234960	+	120	NA	Intergenic	Intergenic	-5088	FBgn0085771	FBgn0085771	FBtr0346896						NA
ManzF3Heat_REP1.mLb.clN_peak_12066	chrX	23210973	23211190	+	120	NA	promoter-TSS (FBgn0085813)	-promoter-TSS (FBgn0085813)	-111	FBgn0085813	FBgn0085813	FBtr0346892						NA
ManzF3Heat_REP1.mLb.clN_peak_1650	chr2L	19735684	19736305	+	120	NA	promoter-TSS (FBgn0032816)	-promoter-TSS (FBgn0032816)	-50	FBgn0032816	FBgn0032816	FBtr0081289						NA
ManzF3Heat_REP1.mLb.clN_peak_6997	chr3R	5126991	5127196	+	120	NA	promoter-TSS (FBgn0037293)	-promoter-TSS (FBgn0037293)	-994	FBgn0037293	FBgn0037293	FBtr0078842						NA
ManzF3Heat_REP1.mLb.clN_peak_12048	chrX	23012688	23013775	+	119	NA	promoter-TSS (FBgn0039966)	-promoter-TSS (FBgn0039966)	178	FBgn0039966	FBgn0039966	FBtr0336924						NA
ManzF3Heat_REP1.mLb.clN_peak_12093	chrX	23371003	23372333	+	119	NA	Intergenic	Intergenic	79968	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Heat_REP1.mLb.clN_peak_384	chr2L	4371749	4372064	+	119	NA	promoter-TSS (FBgn0026319)	-promoter-TSS (FBgn0026319)	-603	FBgn0266903	FBgn0266903	FBtr0445833						NA
ManzF3Heat_REP1.mLb.clN_peak_9224	chr3R	29556056	29556363	+	118	NA	promoter-TSS (FBgn0000492)	-promoter-TSS (FBgn0000492)	-177	FBgn0000492	FBgn0000492	FBtr0085441						NA
ManzF3Heat_REP1.mLb.clN_peak_5270	chr3L	8730704	8731035	+	118	NA	TTS (FBgn0000358)	-TTS (FBgn0000358)	1004	FBgn0000358	FBgn0000358	FBtr0076573						NA
ManzF3Heat_REP1.mLb.clN_peak_321	chr2L	3580647	3581146	+	118	NA	promoter-TSS (FBgn0004892)	-promoter-TSS (FBgn0004892)	-127	FBgn0004892	FBgn0004892	FBtr0077558						NA
ManzF3Heat_REP1.mLb.clN_peak_11298	chrX	16091479	16091771	+	118	NA	promoter-TSS (FBgn0028397)	-promoter-TSS (FBgn0028397)	-4236	FBgn0028397	FBgn0028397	FBtr0301652						NA
ManzF3Heat_REP1.mLb.clN_peak_11662	chrX	19353072	19354954	+	117	NA	intron (FBgn0031016, intron 1 of 4)	-intron (FBgn0031016, intron 1 of 5)	832	FBgn0031016	FBgn0031016	FBtr0309224						NA
ManzF3Heat_REP1.mLb.clN_peak_5774	chr3L	14219650	14219893	+	117	NA	promoter-TSS (FBgn0013718)	-promoter-TSS (FBgn0013718)	1567	FBgn0036415	FBgn0036415	FBtr0075737						NA
ManzF3Heat_REP1.mLb.clN_peak_6192	chr3L	18618215	18618466	+	116	NA	promoter-TSS (FBgn0052200)	-promoter-TSS (FBgn0052200)	-50	FBgn0052200	FBgn0052200	FBtr0075107						NA
ManzF3Heat_REP1.mLb.clN_peak_6823	chr3R	3138576	3139307	+	115	NA	intron (FBgn0267430, intron 8 of 20)	-intron (FBgn0267430, intron 8 of 20)	124641	FBgn0267430	FBgn0267430	FBtr0445191						NA
ManzF3Heat_REP1.mLb.clN_peak_6102	chr3L	17619174	17619532	+	115	NA	promoter-TSS (FBgn0000567)	-promoter-TSS (FBgn0000567)	-28	FBgn0000567	FBgn0000567	FBtr0305796						NA
ManzF3Heat_REP1.mLb.clN_peak_8137	chr3R	16830077	16830354	+	115	NA	promoter-TSS (FBgn0000014)	-promoter-TSS (FBgn0000014)	-166	FBgn0000014	FBgn0000014	FBtr0306337						NA
ManzF3Heat_REP1.mLb.clN_peak_2843	chr2R	11603192	11603706	+	115	NA	intron (FBgn0033636, intron 1 of 15)	-intron (FBgn0033636, intron 1 of 16)	1487	FBgn0033636	FBgn0033636	FBtr0113066						NA
ManzF3Heat_REP1.mLb.clN_peak_6748	chr3L	24674473	24674846	+	114	NA	Intergenic	Intergenic	-49503	FBgn0287186	FBgn0287186	FBtr0339923						NA
ManzF3Heat_REP1.mLb.clN_peak_9470	chr3R	31689008	31689767	+	114	NA	promoter-TSS (FBgn0267124)	-promoter-TSS (FBgn0267124)	491	FBgn0267125	FBgn0267125	FBtr0346220						NA
ManzF3Heat_REP1.mLb.clN_peak_4826	chr3L	4071681	4071955	+	114	NA	promoter-TSS (FBgn0024179)	-promoter-TSS (FBgn0024179)	-101	FBgn0024179	FBgn0024179	FBtr0330072						NA
ManzF3Heat_REP1.mLb.clN_peak_11117	chrX	14211357	14211623	+	114	NA	promoter-TSS (FBgn0026713)	-promoter-TSS (FBgn0026713)	-33	FBgn0040153	FBgn0040153	FBtr0333429						NA
ManzF3Heat_REP1.mLb.clN_peak_11959	chrX	22514881	22515823	+	114	NA	promoter-TSS (FBgn0264677)	-promoter-TSS (FBgn0264677)	155	FBgn0031195	FBgn0031195	FBtr0333714						NA
ManzF3Heat_REP1.mLb.clN_peak_6041	chr3L	16969668	16970065	+	114	NA	promoter-TSS (FBgn0261547)	-promoter-TSS (FBgn0261547)	-147	FBgn0261547	FBgn0261547	FBtr0302651						NA
ManzF3Heat_REP1.mLb.clN_peak_5781	chr3L	14274097	14274553	+	113	NA	promoter-TSS (FBgn0001085)	-promoter-TSS (FBgn0001085)	-18	FBgn0001085	FBgn0001085	FBtr0330102						NA
ManzF3Heat_REP1.mLb.clN_peak_3753	chr2R	20106359	20106779	+	113	NA	Intergenic	Intergenic	-4942	FBgn0287775	FBgn0287775	FBtr0086309						NA
ManzF3Heat_REP1.mLb.clN_peak_1476	chr2L	17784740	17784904	+	112	NA	Intergenic	Intergenic	-7590	FBgn0263338	FBgn0263338	FBtr0308768						NA
ManzF3Heat_REP1.mLb.clN_peak_9639	chr4	866776	867147	+	112	NA	promoter-TSS (FBgn0039936)	-promoter-TSS (FBgn0039936)	64	FBgn0039936	FBgn0039936	FBtr0300886						NA
ManzF3Heat_REP1.mLb.clN_peak_9473	chr3R	31712919	31714044	+	112	NA	promoter-TSS (FBgn0003870)	-promoter-TSS (FBgn0003870)	4206	FBgn0054046	FBgn0054046	FBtr0308935						NA
ManzF3Heat_REP1.mLb.clN_peak_3831	chr2R	20780474	20780926	+	112	NA	exon (FBgn0265877, exon 2 of 2)	-exon (FBgn0265877, exon 2 of 2)	-1213	FBgn0263850	FBgn0263850	FBtr0321315						NA
ManzF3Heat_REP1.mLb.clN_peak_11781	chrX	20468235	20468707	+	111	NA	promoter-TSS (FBgn0031117)	-promoter-TSS (FBgn0031117)	1016	FBgn0031117	FBgn0031117	FBtr0340044						NA
ManzF3Heat_REP1.mLb.clN_peak_2678	chr2R	10302726	10303755	+	110	NA	promoter-TSS (FBgn0033504)	-intron (FBgn0033504, intron 1 of 5)	6554	FBgn0028426	FBgn0028426	FBtr0088360						NA
ManzF3Heat_REP1.mLb.clN_peak_11919	chrX	21604766	21605742	+	110	NA	promoter-TSS (FBgn0027588)	-promoter-TSS (FBgn0027588)	-574	FBgn0027588	FBgn0027588	FBtr0070058						NA
ManzF3Heat_REP1.mLb.clN_peak_1322	chr2L	15425828	15426203	+	110	NA	promoter-TSS (FBgn0001983)	-promoter-TSS (FBgn0001983)	-435	FBgn0001983	FBgn0001983	FBtr0080740						NA
ManzF3Heat_REP1.mLb.clN_peak_11962	chrX	22539819	22541043	+	110	NA	promoter-TSS (FBgn0031195)	-promoter-TSS (FBgn0031195)	-48	FBgn0031194	FBgn0031194	FBtr0333716						NA
ManzF3Heat_REP1.mLb.clN_peak_11804	chrX	20760427	20760832	+	109	NA	TTS (FBgn0085387)	-TTS (FBgn0085387)	324	FBgn0264390	FBgn0264390	FBtr0332284						NA
ManzF3Heat_REP1.mLb.clN_peak_1999	chr2R	4509698	4510875	+	109	NA	Intergenic	Intergenic	2291	FBgn0264909	FBgn0264909	FBtr0334987						NA
ManzF3Heat_REP1.mLb.clN_peak_4553	chr3L	1463533	1464338	+	109	NA	exon (FBgn0004635, exon 1 of 4)	-exon (FBgn0004635, exon 1 of 4)	124	FBgn0004635	FBgn0004635	FBtr0333207						NA
ManzF3Heat_REP1.mLb.clN_peak_11531	chrX	18404140	18405220	+	109	NA	promoter-TSS (FBgn0052549)	-promoter-TSS (FBgn0052549)	-4615	FBgn0085357	FBgn0085357	FBtr0112530						NA
ManzF3Heat_REP1.mLb.clN_peak_8916	chr3R	25851268	25851749	+	109	NA	promoter-TSS (FBgn0039379)	-promoter-TSS (FBgn0039379)	-124	FBgn0039379	FBgn0039379	FBtr0084907						NA
ManzF3Heat_REP1.mLb.clN_peak_5363	chr3L	9692304	9693324	+	109	NA	intron (FBgn0036030, intron 1 of 5)	-intron (FBgn0036030, intron 2 of 6)	-1007	FBgn0267454	FBgn0267454	FBtr0346825						NA
ManzF3Heat_REP1.mLb.clN_peak_12096	chrX	23383867	23384788	+	109	NA	Intergenic	Intergenic	92627	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Heat_REP1.mLb.clN_peak_6890	chr3R	4453246	4453876	+	108	NA	promoter-TSS (FBgn0051522)	-promoter-TSS (FBgn0051522)	856	FBgn0263620	FBgn0263620	FBtr0345149						NA
ManzF3Heat_REP1.mLb.clN_peak_9640	chr4	879317	880091	+	108	NA	exon (FBgn0264821, exon 1 of 1)	-exon (FBgn0264821, exon 1 of 1)	330	FBgn0264821	FBgn0264821	FBtr0334490						NA
ManzF3Heat_REP1.mLb.clN_peak_7373	chr3R	8181469	8182003	+	108	NA	promoter-TSS (FBgn0001138)	-promoter-TSS (FBgn0001138)	-292	FBgn0001138	FBgn0001138	FBtr0330188						NA
ManzF3Heat_REP1.mLb.clN_peak_11351	chrX	16723467	16723843	+	108	NA	intron (FBgn0052572, intron 2 of 3)	-intron (FBgn0052572, intron 2 of 3)	-2244	FBgn0085354	FBgn0085354	FBtr0339826						NA
ManzF3Heat_REP1.mLb.clN_peak_1869	chr2L	21899134	21899739	+	108	NA	Intergenic	Intergenic	-1147	FBgn0032965	FBgn0032965	FBtr0085950						NA
ManzF3Heat_REP1.mLb.clN_peak_6893	chr3R	4470983	4471787	+	108	NA	promoter-TSS (FBgn0051523)	-promoter-TSS (FBgn0051523)	-106	FBgn0051523	FBgn0051523	FBtr0078936						NA
ManzF3Heat_REP1.mLb.clN_peak_10609	chrX	8624890	8625166	+	108	NA	Intergenic	Intergenic	-18724	FBgn0030054	FBgn0030054	FBtr0071228						NA
ManzF3Heat_REP1.mLb.clN_peak_8228	chr3R	17943759	17944148	+	108	NA	promoter-TSS (FBgn0263995)	-promoter-TSS (FBgn0263995)	-153	FBgn0263995	FBgn0263995	FBtr0330271						NA
ManzF3Heat_REP1.mLb.clN_peak_711	chr2L	7984126	7984355	+	108	NA	promoter-TSS (FBgn0085450)	-promoter-TSS (FBgn0085450)	-1043	FBgn0031968	FBgn0031968	FBtr0306336						NA
ManzF3Heat_REP1.mLb.clN_peak_1069	chr2L	12618009	12618643	+	107	NA	promoter-TSS (FBgn0085424)	-promoter-TSS (FBgn0085424)	-457	FBgn0085424	FBgn0085424	FBtr0342628						NA
ManzF3Heat_REP1.mLb.clN_peak_6868	chr3R	4307651	4308181	+	107	NA	promoter-TSS (FBgn0027930)	-promoter-TSS (FBgn0027930)	8	FBgn0027930	FBgn0027930	FBtr0445313						NA
ManzF3Heat_REP1.mLb.clN_peak_3865	chr2R	21075959	21076188	+	107	NA	promoter-TSS (FBgn0003748)	-promoter-TSS (FBgn0003748)	408	FBgn0003748	FBgn0003748	FBtr0071535						NA
ManzF3Heat_REP1.mLb.clN_peak_10407	chrX	6343857	6344369	+	106	NA	TTS (FBgn0029866)	-TTS (FBgn0029866)	-2990	FBgn0029867	FBgn0029867	FBtr0070905						NA
ManzF3Heat_REP1.mLb.clN_peak_1020	chr2L	11970837	11971392	+	106	NA	promoter-TSS (FBgn0263019)	-promoter-TSS (FBgn0263019)	-20	FBgn0263019	FBgn0263019	FBtr0306899						NA
ManzF3Heat_REP1.mLb.clN_peak_10499	chrX	7307422	7308212	+	106	NA	promoter-TSS (FBgn0024250)	-promoter-TSS (FBgn0024250)	-122	FBgn0024250	FBgn0024250	FBtr0071048						NA
ManzF3Heat_REP1.mLb.clN_peak_10637	chrX	9029964	9030519	+	105	NA	promoter-TSS (FBgn0259734)	-promoter-TSS (FBgn0259734)	36	FBgn0259734	FBgn0259734	FBtr0343357						NA
ManzF3Heat_REP1.mLb.clN_peak_6431	chr3L	20949320	20949836	+	105	NA	promoter-TSS (FBgn0011591)	-promoter-TSS (FBgn0011591)	-66	FBgn0011591	FBgn0011591	FBtr0078267						NA
ManzF3Heat_REP1.mLb.clN_peak_2563	chr2R	9292536	9292831	+	105	NA	promoter-TSS (FBgn0028408)	-promoter-TSS (FBgn0028408)	-926	FBgn0028408	FBgn0028408	FBtr0304798						NA
ManzF3Heat_REP1.mLb.clN_peak_10619	chrX	8757875	8758198	+	105	NA	exon (FBgn0026411, exon 7 of 7)	-exon (FBgn0026411, exon 7 of 7)	27317	FBgn0026411	FBgn0026411	FBtr0071279						NA
ManzF3Heat_REP1.mLb.clN_peak_7728	chr3R	12090285	12090889	+	105	NA	promoter-TSS (FBgn0037989)	-promoter-TSS (FBgn0037989)	25	FBgn0037989	FBgn0037989	FBtr0339646						NA
ManzF3Heat_REP1.mLb.clN_peak_11089	chrX	13986461	13986854	+	105	NA	promoter-TSS (FBgn0267033)	-promoter-TSS (FBgn0267033)	2174	FBgn0267033	FBgn0267033	FBtr0346006						NA
ManzF3Heat_REP1.mLb.clN_peak_8673	chr3R	23201122	23201354	+	105	NA	promoter-TSS (FBgn0262975)	-promoter-TSS (FBgn0262975)	2796	FBgn0011596	FBgn0011596	FBtr0084399						NA
ManzF3Heat_REP1.mLb.clN_peak_8951	chr3R	26230008	26230371	+	104	NA	promoter-TSS (FBgn0039419)	-promoter-TSS (FBgn0039419)	-59	FBgn0039419	FBgn0039419	FBtr0339612						NA
ManzF3Heat_REP1.mLb.clN_peak_10011	chrX	2317418	2317786	+	104	NA	intron (FBgn0003079, intron 2 of 6)	-intron (FBgn0003079, intron 2 of 6)	4662	FBgn0054052	FBgn0054052	FBtr0308939						NA
ManzF3Heat_REP1.mLb.clN_peak_6124	chr3L	17895705	17896218	+	104	NA	promoter-TSS (FBgn0036769)	-promoter-TSS (FBgn0036769)	-99	FBgn0036769	FBgn0036769	FBtr0075155						NA
ManzF3Heat_REP1.mLb.clN_peak_10230	chrX	4411345	4411772	+	104	NA	intron (FBgn0052773, intron 3 of 4)	-intron (FBgn0052773, intron 3 of 4)	-1904	FBgn0000179	FBgn0000179	FBtr0331162						NA
ManzF3Heat_REP1.mLb.clN_peak_3747	chr2R	20068665	20069119	+	104	NA	Intergenic	Intergenic	-1811	FBgn0287621	FBgn0287621	FBtr0479988						NA
ManzF3Heat_REP1.mLb.clN_peak_2726	chr2R	10618298	10618689	+	104	NA	intron (FBgn0033538, intron 1 of 9)	-intron (FBgn0033538, intron 1 of 8)	831	FBgn0033538	FBgn0033538	FBtr0088284						NA
ManzF3Heat_REP1.mLb.clN_peak_4084	chr2R	22933964	22934481	+	104	NA	promoter-TSS (FBgn0034800)	-promoter-TSS (FBgn0034800)	-145	FBgn0034800	FBgn0034800	FBtr0303465						NA
ManzF3Heat_REP1.mLb.clN_peak_4985	chr3L	5845551	5845904	+	103	NA	promoter-TSS (FBgn0003984)	-promoter-TSS (FBgn0003984)	-63	FBgn0003984	FBgn0003984	FBtr0300010						NA
ManzF3Heat_REP1.mLb.clN_peak_9281	chr3R	30099339	30099553	+	103	NA	promoter-TSS (FBgn0266411)	-promoter-TSS (FBgn0266411)	-7551	FBgn0267781	FBgn0267781	FBtr0347346						NA
ManzF3Heat_REP1.mLb.clN_peak_1983	chr2R	4130824	4131537	+	103	NA	exon (FBgn0262115, exon 2 of 4)	-exon (FBgn0262115, exon 2 of 4)	206	FBgn0262115	FBgn0262115	FBtr0111300						NA
ManzF3Heat_REP1.mLb.clN_peak_3404	chr2R	16828777	16829431	+	103	NA	promoter-TSS (FBgn0263659)	-promoter-TSS (FBgn0263659)	-1585	FBgn0263659	FBgn0263659	FBtr0310103						NA
ManzF3Heat_REP1.mLb.clN_peak_1225	chr2L	14409383	14409937	+	102	NA	promoter-TSS (FBgn0004858)	-promoter-TSS (FBgn0004858)	-95	FBgn0265946	FBgn0265946	FBtr0342910						NA
ManzF3Heat_REP1.mLb.clN_peak_4039	chr2R	22569740	22570496	+	102	NA	intron (FBgn0260866, intron 1 of 3)	-intron (FBgn0260866, intron 1 of 3)	7811	FBgn0034737	FBgn0034737	FBtr0071836						NA
ManzF3Heat_REP1.mLb.clN_peak_4064	chr2R	22729230	22729455	+	101	NA	promoter-TSS (FBgn0028371)	-promoter-TSS (FBgn0028371)	11117	FBgn0028371	FBgn0028371	FBtr0330234						NA
ManzF3Heat_REP1.mLb.clN_peak_6933	chr3R	4738864	4739864	+	101	NA	intron (FBgn0026620, intron 4 of 10)	-intron (FBgn0026620, intron 1 of 7)	1864	FBgn0267812	FBgn0267812	FBtr0347382						NA
