PeakID (cmd=annotatePeaks.pl ManzF6HSan_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6HSan_REP2.mLb.clN_peak_5423	chr2R	19413940	19415715	+	245	NA	promoter-TSS (FBgn0050225)	-promoter-TSS (FBgn0050225)	-18	FBgn0050225	FBgn0050225	FBtr0086527						NA
ManzF6HSan_REP2.mLb.clN_peak_4149	chr2R	12260902	12261979	+	245	NA	TTS (FBgn0264501)	-TTS (FBgn0264501)	1408	FBgn0000253	FBgn0000253	FBtr0304963						NA
ManzF6HSan_REP2.mLb.clN_peak_4293	chr2R	13014357	13016204	+	245	NA	Intergenic	Intergenic	18779	FBgn0265623	FBgn0265623	FBtr0330613						NA
ManzF6HSan_REP2.mLb.clN_peak_8595	chr3L	18105501	18106981	+	245	NA	promoter-TSS (FBgn0036774)	-promoter-TSS (FBgn0036774)	-92	FBgn0036773	FBgn0036773	FBtr0333698						NA
ManzF6HSan_REP2.mLb.clN_peak_15066	chrX	13563452	13564462	+	245	NA	TTS (FBgn0052633)	-TTS (FBgn0052633)	134	FBgn0284227	FBgn0284227	FBtr0452126						NA
ManzF6HSan_REP2.mLb.clN_peak_9821	chr3R	6007331	6008698	+	244	NA	promoter-TSS (FBgn0003261)	-promoter-TSS (FBgn0003261)	565	FBgn0003261	FBgn0003261	FBtr0309322						NA
ManzF6HSan_REP2.mLb.clN_peak_8649	chr3L	18800024	18801595	+	244	NA	exon (FBgn0001078, exon 1 of 10)	-exon (FBgn0001078, exon 1 of 10)	503	FBgn0267601	FBgn0267601	FBtr0347047						NA
ManzF6HSan_REP2.mLb.clN_peak_11457	chr3R	20890567	20892093	+	244	NA	promoter-TSS (FBgn0051333)	-promoter-TSS (FBgn0051333)	208	FBgn0051334	FBgn0051334	FBtr0083976						NA
ManzF6HSan_REP2.mLb.clN_peak_12652	chr3R	31688914	31689934	+	244	NA	promoter-TSS (FBgn0267124)	-promoter-TSS (FBgn0267124)	454	FBgn0267125	FBgn0267125	FBtr0346220						NA
ManzF6HSan_REP2.mLb.clN_peak_13050	chrX	52227	54942	+	244	NA	Intergenic	Intergenic	-68909	FBgn0058469	FBgn0058469	FBtr0307364						NA
ManzF6HSan_REP2.mLb.clN_peak_7591	chr3L	9692203	9693821	+	243	NA	promoter-TSS (FBgn0267454)	-promoter-TSS (FBgn0267454)	-809	FBgn0267454	FBgn0267454	FBtr0346825						NA
ManzF6HSan_REP2.mLb.clN_peak_8223	chr3L	15553942	15554884	+	242	NA	exon (FBgn0087035, exon 2 of 8)	-exon (FBgn0087035, exon 2 of 8)	-2410	FBgn0087035	FBgn0087035	FBtr0331933						NA
ManzF6HSan_REP2.mLb.clN_peak_6793	chr3L	3069899	3072580	+	242	NA	promoter-TSS (FBgn0266918)	-promoter-TSS (FBgn0266918)	-400	FBgn0266918	FBgn0266918	FBtr0073004						NA
ManzF6HSan_REP2.mLb.clN_peak_15975	chrX	20158875	20160129	+	241	NA	TTS (FBgn0031091)	-TTS (FBgn0031091)	370	FBgn0031090	FBgn0031090	FBtr0333549						NA
ManzF6HSan_REP2.mLb.clN_peak_5737	chr2R	21871605	21872117	+	240	NA	promoter-TSS (FBgn0085397)	-promoter-TSS (FBgn0085397)	-169	FBgn0085397	FBgn0085397	FBtr0479817						NA
ManzF6HSan_REP2.mLb.clN_peak_16198	chrX	23221313	23223648	+	240	NA	Intergenic	Intergenic	8028	FBgn0267519	FBgn0267519	FBtr0346895						NA
ManzF6HSan_REP2.mLb.clN_peak_16016	chrX	20656134	20657739	+	240	NA	promoter-TSS (FBgn0031126)	-promoter-TSS (FBgn0031126)	612	FBgn0267022	FBgn0267022	FBtr0345969						NA
ManzF6HSan_REP2.mLb.clN_peak_13209	chrX	908776	909928	+	240	NA	promoter-TSS (FBgn0264449)	-promoter-TSS (FBgn0264449)	14868	FBgn0029539	FBgn0029539	FBtr0310165						NA
ManzF6HSan_REP2.mLb.clN_peak_7211	chr3L	6964248	6965056	+	239	NA	TTS (FBgn0035724)	-TTS (FBgn0035724)	106	FBgn0261445	FBgn0261445	FBtr0076938						NA
ManzF6HSan_REP2.mLb.clN_peak_15542	chrX	17076603	17078087	+	239	NA	exon (FBgn0030812, exon 2 of 15)	-exon (FBgn0030812, exon 2 of 15)	552	FBgn0030812	FBgn0030812	FBtr0330596						NA
ManzF6HSan_REP2.mLb.clN_peak_15282	chrX	15332980	15334173	+	238	NA	promoter-TSS (FBgn0026428)	-promoter-TSS (FBgn0026428)	266	FBgn0026428	FBgn0026428	FBtr0330405						NA
ManzF6HSan_REP2.mLb.clN_peak_7469	chr3L	8739223	8741459	+	238	NA	exon (FBgn0003149, exon 5 of 9)	-exon (FBgn0003149, exon 5 of 9)	-1434	FBgn0003149	FBgn0003149	FBtr0076594						NA
ManzF6HSan_REP2.mLb.clN_peak_15860	chrX	19297144	19299057	+	238	NA	promoter-TSS (FBgn0031011)	-promoter-TSS (FBgn0031011)	3773	FBgn0065084	FBgn0065084	FBtr0091699						NA
ManzF6HSan_REP2.mLb.clN_peak_11202	chr3R	18396821	18397754	+	237	NA	promoter-TSS (FBgn0028670)	-promoter-TSS (FBgn0028670)	292	FBgn0264751	FBgn0264751	FBtr0334145						NA
ManzF6HSan_REP2.mLb.clN_peak_16223	chrX	23455591	23456237	+	237	NA	Intergenic	Intergenic	164214	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF6HSan_REP2.mLb.clN_peak_2876	chr2R	6171258	6172247	+	237	NA	promoter-TSS (FBgn0050316)	-promoter-TSS (FBgn0050316)	65	FBgn0050316	FBgn0050316	FBtr0085986						NA
ManzF6HSan_REP2.mLb.clN_peak_5297	chr2R	18638395	18640001	+	236	NA	promoter-TSS (FBgn0050227)	-promoter-TSS (FBgn0050227)	72	FBgn0050122	FBgn0050122	FBtr0300924						NA
ManzF6HSan_REP2.mLb.clN_peak_1765	chr2L	16284247	16285469	+	236	NA	intron (FBgn0001994, intron 1 of 2)	-intron (FBgn0001994, intron 1 of 2)	2872	FBgn0001994	FBgn0001994	FBtr0343814						NA
ManzF6HSan_REP2.mLb.clN_peak_9615	chr3R	4820459	4821624	+	236	NA	exon (FBgn0037282, exon 1 of 3)	-exon (FBgn0037282, exon 1 of 3)	391	FBgn0037282	FBgn0037282	FBtr0334901						NA
ManzF6HSan_REP2.mLb.clN_peak_7780	chr3L	11291252	11292588	+	236	NA	intron (FBgn0036152, intron 1 of 3)	-intron (FBgn0036152, intron 1 of 2)	3999	FBgn0036152	FBgn0036152	FBtr0333389						NA
ManzF6HSan_REP2.mLb.clN_peak_9226	chr3L	22835137	22835889	+	235	NA	promoter-TSS (FBgn0027339)	-promoter-TSS (FBgn0027339)	-1555	FBgn0037195	FBgn0037195	FBtr0078546						NA
ManzF6HSan_REP2.mLb.clN_peak_6483	chr3L	769120	769625	+	235	NA	promoter-TSS (FBgn0052480)	-promoter-TSS (FBgn0052480)	-131	FBgn0052480	FBgn0052480	FBtr0072579						NA
ManzF6HSan_REP2.mLb.clN_peak_11943	chr3R	24629802	24630660	+	234	NA	promoter-TSS (FBgn0039213)	-promoter-TSS (FBgn0039213)	-156	FBgn0046685	FBgn0046685	FBtr0084669						NA
ManzF6HSan_REP2.mLb.clN_peak_1948	chr2L	18838876	18839849	+	234	NA	TTS (FBgn0051752)	-TTS (FBgn0051752)	317	FBgn0032717	FBgn0032717	FBtr0331194						NA
ManzF6HSan_REP2.mLb.clN_peak_1645	chr2L	14094696	14094903	+	233	NA	TTS (FBgn0028875)	-TTS (FBgn0028875)	-9291	FBgn0283651	FBgn0283651	FBtr0445730						NA
ManzF6HSan_REP2.mLb.clN_peak_14963	chrX	12733905	12736485	+	232	NA	intron (FBgn0265523, intron 2 of 10)	-intron (FBgn0265523, intron 1 of 9)	7249	FBgn0265523	FBgn0265523	FBtr0333765						NA
ManzF6HSan_REP2.mLb.clN_peak_15647	chrX	17767977	17769595	+	232	NA	exon (FBgn0024184, exon 1 of 4)	-exon (FBgn0024184, exon 1 of 4)	217	FBgn0024184	FBgn0024184	FBtr0340627						NA
ManzF6HSan_REP2.mLb.clN_peak_4284	chr2R	12979573	12981466	+	231	NA	exon (FBgn0005624, exon 1 of 5)	-exon (FBgn0005624, exon 1 of 5)	475	FBgn0005624	FBgn0005624	FBtr0345375						NA
ManzF6HSan_REP2.mLb.clN_peak_12798	chr4	359818	360913	+	231	NA	intron (FBgn0039904, intron 1 of 13)	-intron (FBgn0039904, intron 1 of 12)	427	FBgn0039904	FBgn0039904	FBtr0345284						NA
ManzF6HSan_REP2.mLb.clN_peak_16060	chrX	21280942	21282063	+	231	NA	promoter-TSS (FBgn0052521)	-promoter-TSS (FBgn0052521)	-349	FBgn0052521	FBgn0052521	FBtr0310654						NA
ManzF6HSan_REP2.mLb.clN_peak_5943	chr2R	23071946	23072753	+	231	NA	promoter-TSS (FBgn0050202)	-promoter-TSS (FBgn0050202)	-232	FBgn0050202	FBgn0050202	FBtr0071962						NA
ManzF6HSan_REP2.mLb.clN_peak_14212	chrX	7306108	7308257	+	231	NA	promoter-TSS (FBgn0024250)	-promoter-TSS (FBgn0024250)	-757	FBgn0024250	FBgn0024250	FBtr0071048						NA
ManzF6HSan_REP2.mLb.clN_peak_4462	chr2R	13925268	13926259	+	231	NA	promoter-TSS (FBgn0013733)	-promoter-TSS (FBgn0013733)	-14817	FBgn0013733	FBgn0013733	FBtr0304850						NA
ManzF6HSan_REP2.mLb.clN_peak_11168	chr3R	18196828	18197339	+	231	NA	exon (FBgn0011481, exon 2 of 2)	-exon (FBgn0011481, exon 2 of 2)	2512	FBgn0011481	FBgn0011481	FBtr0083612						NA
ManzF6HSan_REP2.mLb.clN_peak_8492	chr3L	17486835	17487731	+	230	NA	promoter-TSS (FBgn0036732)	-promoter-TSS (FBgn0036732)	-351	FBgn0036732	FBgn0036732	FBtr0345118						NA
ManzF6HSan_REP2.mLb.clN_peak_5858	chr2R	22569173	22571040	+	230	NA	intron (FBgn0260866, intron 1 of 3)	-intron (FBgn0260866, intron 1 of 3)	7799	FBgn0034737	FBgn0034737	FBtr0071836						NA
ManzF6HSan_REP2.mLb.clN_peak_8004	chr3L	13227472	13229038	+	230	NA	promoter-TSS (FBgn0023095)	-promoter-TSS (FBgn0023095)	-437	FBgn0023095	FBgn0023095	FBtr0346864						NA
ManzF6HSan_REP2.mLb.clN_peak_14749	chrX	11154018	11155231	+	229	NA	promoter-TSS (FBgn0261277)	-promoter-TSS (FBgn0261277)	-634	FBgn0261277	FBgn0261277	FBtr0346379						NA
ManzF6HSan_REP2.mLb.clN_peak_11056	chr3R	16702738	16703248	+	229	NA	intron (FBgn0003944, intron 1 of 1)	-intron (FBgn0003944, intron 3 of 3)	31433	FBgn0003944	FBgn0003944	FBtr0083352						NA
ManzF6HSan_REP2.mLb.clN_peak_9391	chr3L	27076092	27077177	+	228	NA	Intergenic	Intergenic	7272	FBgn0063670	FBgn0063670	FBtr0333872						NA
ManzF6HSan_REP2.mLb.clN_peak_3779	chr2R	10437126	10438595	+	228	NA	promoter-TSS (FBgn0001122)	-promoter-TSS (FBgn0001122)	-478	FBgn0033523	FBgn0033523	FBtr0330615						NA
ManzF6HSan_REP2.mLb.clN_peak_2865	chr2R	6120336	6121183	+	228	NA	intron (FBgn0000546, intron 4 of 7)	-intron (FBgn0000546, intron 3 of 6)	11082	FBgn0000546	FBgn0000546	FBtr0086008						NA
ManzF6HSan_REP2.mLb.clN_peak_788	chr2L	6786382	6788126	+	228	NA	promoter-TSS (FBgn0015776)	-promoter-TSS (FBgn0015776)	-393	FBgn0015776	FBgn0015776	FBtr0332370						NA
ManzF6HSan_REP2.mLb.clN_peak_10575	chr3R	12467800	12468012	+	227	NA	promoter-TSS (FBgn0013277)	-promoter-TSS (FBgn0013277)	-130	FBgn0013277	FBgn0013277	FBtr0082679						NA
ManzF6HSan_REP2.mLb.clN_peak_7740	chr3L	11092216	11093247	+	227	NA	promoter-TSS (FBgn0020412)	-promoter-TSS (FBgn0020412)	462	FBgn0020412	FBgn0020412	FBtr0332707						NA
ManzF6HSan_REP2.mLb.clN_peak_11502	chr3R	21188540	21188971	+	227	NA	promoter-TSS (FBgn0264357)	-promoter-TSS (FBgn0264357)	-20550	FBgn0260004	FBgn0260004	FBtr0333928						NA
ManzF6HSan_REP2.mLb.clN_peak_7551	chr3L	9400937	9402538	+	227	NA	promoter-TSS (FBgn0015218)	-promoter-TSS (FBgn0015218)	723	FBgn0015218	FBgn0015218	FBtr0076488						NA
ManzF6HSan_REP2.mLb.clN_peak_10680	chr3R	13714910	13715424	+	226	NA	promoter-TSS (FBgn0085412)	-promoter-TSS (FBgn0085412)	-963	FBgn0054044	FBgn0054044	FBtr0308934						NA
ManzF6HSan_REP2.mLb.clN_peak_13991	chrX	5886723	5887684	+	226	NA	intron (FBgn0267228, intron 1 of 2)	-intron (FBgn0267228, intron 1 of 2)	6384	FBgn0029820	FBgn0029820	FBtr0345313						NA
ManzF6HSan_REP2.mLb.clN_peak_2362	chr2L	21899005	21899880	+	225	NA	Intergenic	Intergenic	-1153	FBgn0032965	FBgn0032965	FBtr0085950						NA
ManzF6HSan_REP2.mLb.clN_peak_8920	chr3L	20784168	20786257	+	225	NA	promoter-TSS (FBgn0287615)	-promoter-TSS (FBgn0287615)	-4	FBgn0287615	FBgn0287615	FBtr0479975						NA
ManzF6HSan_REP2.mLb.clN_peak_14211	chrX	7299730	7301328	+	225	NA	intron (FBgn0029941, intron 2 of 6)	-intron (FBgn0029941, intron 2 of 6)	-7410	FBgn0024250	FBgn0024250	FBtr0071048						NA
ManzF6HSan_REP2.mLb.clN_peak_841	chr2L	7187989	7189075	+	225	NA	promoter-TSS (FBgn0031894)	-promoter-TSS (FBgn0031894)	1478	FBgn0031894	FBgn0031894	FBtr0342655						NA
ManzF6HSan_REP2.mLb.clN_peak_8201	chr3L	15235372	15235757	+	225	NA	promoter-TSS (FBgn0029114)	-promoter-TSS (FBgn0029114)	-55	FBgn0029114	FBgn0029114	FBtr0075607						NA
ManzF6HSan_REP2.mLb.clN_peak_12933	chr4	866549	867248	+	225	NA	promoter-TSS (FBgn0263344)	-promoter-TSS (FBgn0263344)	127	FBgn0039936	FBgn0039936	FBtr0300886						NA
ManzF6HSan_REP2.mLb.clN_peak_11390	chr3R	20252448	20254947	+	224	NA	exon (FBgn0262582, exon 2 of 19)	-exon (FBgn0262582, exon 2 of 19)	-14606	FBgn0267710	FBgn0267710	FBtr0347250						NA
ManzF6HSan_REP2.mLb.clN_peak_13211	chrX	935106	936057	+	224	NA	promoter-TSS (FBgn0040340)	-promoter-TSS (FBgn0040340)	155	FBgn0040340	FBgn0040340	FBtr0332589						NA
ManzF6HSan_REP2.mLb.clN_peak_14772	chrX	11389620	11390735	+	224	NA	promoter-TSS (FBgn0001624)	-promoter-TSS (FBgn0001624)	-19770	FBgn0030296	FBgn0030296	FBtr0309222						NA
ManzF6HSan_REP2.mLb.clN_peak_8611	chr3L	18234196	18234829	+	223	NA	exon (FBgn0267599, exon 1 of 1)	-exon (FBgn0267599, exon 1 of 1)	248	FBgn0267599	FBgn0267599	FBtr0347044						NA
ManzF6HSan_REP2.mLb.clN_peak_2134	chr2L	20428535	20429518	+	223	NA	promoter-TSS (FBgn0263355)	-promoter-TSS (FBgn0263355)	1	FBgn0263355	FBgn0263355	FBtr0330204						NA
ManzF6HSan_REP2.mLb.clN_peak_670	chr2L	5943556	5945101	+	222	NA	exon (FBgn0001128, exon 2 of 7)	-exon (FBgn0001128, exon 2 of 7)	685	FBgn0001128	FBgn0001128	FBtr0333230						NA
ManzF6HSan_REP2.mLb.clN_peak_8129	chr3L	14550437	14551779	+	222	NA	promoter-TSS (FBgn0036428)	-promoter-TSS (FBgn0036428)	-133	FBgn0036428	FBgn0036428	FBtr0333037						NA
ManzF6HSan_REP2.mLb.clN_peak_3939	chr2R	11202318	11205116	+	222	NA	promoter-TSS (FBgn0003396)	-promoter-TSS (FBgn0003396)	15524	FBgn0033582	FBgn0033582	FBtr0339485						NA
ManzF6HSan_REP2.mLb.clN_peak_14544	chrX	9693823	9695199	+	222	NA	exon (FBgn0000233, exon 1 of 2)	-exon (FBgn0000233, exon 1 of 2)	325	FBgn0000233	FBgn0000233	FBtr0071379						NA
ManzF6HSan_REP2.mLb.clN_peak_11665	chr3R	22395862	22397989	+	222	NA	promoter-TSS (FBgn0051166)	-promoter-TSS (FBgn0051166)	-45	FBgn0051162	FBgn0051162	FBtr0084233						NA
ManzF6HSan_REP2.mLb.clN_peak_8518	chr3L	17619177	17619626	+	222	NA	promoter-TSS (FBgn0000567)	-promoter-TSS (FBgn0000567)	-76	FBgn0000567	FBgn0000567	FBtr0305796						NA
ManzF6HSan_REP2.mLb.clN_peak_9962	chr3R	7473556	7476046	+	222	NA	exon (FBgn0065099, exon 1 of 1)	-exon (FBgn0065099, exon 1 of 1)	195	FBgn0065099	FBgn0065099	FBtr0091929						NA
ManzF6HSan_REP2.mLb.clN_peak_622	chr2L	5403487	5404182	+	220	NA	promoter-TSS (FBgn0016660)	-promoter-TSS (FBgn0016660)	-799	FBgn0016660	FBgn0016660	FBtr0343225						NA
ManzF6HSan_REP2.mLb.clN_peak_12521	chr3R	30449572	30450909	+	219	NA	exon (FBgn0028646, exon 1 of 10)	-exon (FBgn0028646, exon 1 of 10)	166	FBgn0028646	FBgn0028646	FBtr0306586						NA
ManzF6HSan_REP2.mLb.clN_peak_7709	chr3L	10897906	10899466	+	219	NA	promoter-TSS (FBgn0036111)	-promoter-TSS (FBgn0036111)	437	FBgn0036111	FBgn0036111	FBtr0076252						NA
ManzF6HSan_REP2.mLb.clN_peak_2621	chr2R	4470029	4472002	+	219	NA	promoter-TSS (FBgn0260798)	-promoter-TSS (FBgn0260798)	45	FBgn0260798	FBgn0260798	FBtr0302242						NA
ManzF6HSan_REP2.mLb.clN_peak_3553	chr2R	9408568	9409833	+	219	NA	intron (FBgn0016078, intron 2 of 6)	-intron (FBgn0016078, intron 2 of 6)	4263	FBgn0016078	FBgn0016078	FBtr0306111						NA
ManzF6HSan_REP2.mLb.clN_peak_5557	chr2R	20780488	20780647	+	218	NA	exon (FBgn0265877, exon 2 of 2)	-exon (FBgn0265877, exon 2 of 2)	-1080	FBgn0263850	FBgn0263850	FBtr0321315						NA
ManzF6HSan_REP2.mLb.clN_peak_14685	chrX	10743996	10745685	+	218	NA	promoter-TSS (FBgn0003204)	-promoter-TSS (FBgn0003204)	103	FBgn0052676	FBgn0052676	FBtr0333017						NA
ManzF6HSan_REP2.mLb.clN_peak_14424	chrX	8891392	8892047	+	218	NA	promoter-TSS (FBgn0011661)	-promoter-TSS (FBgn0011661)	6613	FBgn0011661	FBgn0011661	FBtr0331601						NA
ManzF6HSan_REP2.mLb.clN_peak_10999	chr3R	16280035	16281443	+	218	NA	promoter-TSS (FBgn0250823)	-promoter-TSS (FBgn0250823)	-150	FBgn0250823	FBgn0250823	FBtr0330041						NA
ManzF6HSan_REP2.mLb.clN_peak_9696	chr3R	5250866	5251932	+	217	NA	promoter-TSS (FBgn0264789)	-promoter-TSS (FBgn0264789)	346	FBgn0260462	FBgn0260462	FBtr0303994						NA
ManzF6HSan_REP2.mLb.clN_peak_13665	chrX	3676712	3678444	+	217	NA	intron (FBgn0023215, intron 1 of 8)	-intron (FBgn0023215, intron 1 of 8)	-6076	FBgn0023216	FBgn0023216	FBtr0307280						NA
ManzF6HSan_REP2.mLb.clN_peak_1320	chr2L	10967321	10968245	+	217	NA	promoter-TSS (FBgn0053129)	-promoter-TSS (FBgn0053129)	-972	FBgn0053129	FBgn0053129	FBtr0080169						NA
ManzF6HSan_REP2.mLb.clN_peak_16217	chrX	23390071	23391042	+	217	NA	Intergenic	Intergenic	98856	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF6HSan_REP2.mLb.clN_peak_9440	chr3R	27462	27826	+	216	NA	Intergenic	Intergenic	-539432	FBgn0267431	FBgn0267431	FBtr0392909						NA
ManzF6HSan_REP2.mLb.clN_peak_3978	chr2R	11397337	11398025	+	216	NA	promoter-TSS (FBgn0082585)	-promoter-TSS (FBgn0082585)	-249	FBgn0082585	FBgn0082585	FBtr0088146						NA
ManzF6HSan_REP2.mLb.clN_peak_5007	chr2R	16828609	16829255	+	216	NA	promoter-TSS (FBgn0263659)	-promoter-TSS (FBgn0263659)	-1757	FBgn0263659	FBgn0263659	FBtr0310103						NA
ManzF6HSan_REP2.mLb.clN_peak_9224	chr3L	22824408	22825263	+	216	NA	promoter-TSS (FBgn0027339)	-promoter-TSS (FBgn0027339)	8553	FBgn0027339	FBgn0027339	FBtr0330076						NA
ManzF6HSan_REP2.mLb.clN_peak_15467	chrX	16552784	16554027	+	215	NA	exon (FBgn0011742, exon 1 of 6)	-exon (FBgn0011742, exon 1 of 6)	546	FBgn0011742	FBgn0011742	FBtr0112868						NA
ManzF6HSan_REP2.mLb.clN_peak_7058	chr3L	5184231	5185263	+	215	NA	promoter-TSS (FBgn0052423)	-promoter-TSS (FBgn0052423)	50	FBgn0052423	FBgn0052423	FBtr0308859						NA
ManzF6HSan_REP2.mLb.clN_peak_7990	chr3L	13044364	13045188	+	214	NA	TTS (FBgn0011284)	-TTS (FBgn0011284)	138	FBgn0036341	FBgn0036341	FBtr0332076						NA
ManzF6HSan_REP2.mLb.clN_peak_9613	chr3R	4811372	4812209	+	213	NA	exon (FBgn0037279, exon 1 of 5)	-exon (FBgn0037279, exon 1 of 5)	306	FBgn0260794	FBgn0260794	FBtr0344030						NA
ManzF6HSan_REP2.mLb.clN_peak_3617	chr2R	9691945	9693732	+	213	NA	exon (FBgn0023143, exon 1 of 4)	-exon (FBgn0023143, exon 1 of 4)	490	FBgn0023143	FBgn0023143	FBtr0088499						NA
ManzF6HSan_REP2.mLb.clN_peak_11118	chr3R	17619474	17620293	+	212	NA	promoter-TSS (FBgn0011945)	-promoter-TSS (FBgn0011945)	-78	FBgn0011945	FBgn0011945	FBtr0083469						NA
ManzF6HSan_REP2.mLb.clN_peak_6776	chr3L	2820814	2821364	+	212	NA	promoter-TSS (FBgn0263392)	-promoter-TSS (FBgn0263392)	38834	FBgn0035375	FBgn0035375	FBtr0333442						NA
ManzF6HSan_REP2.mLb.clN_peak_15362	chrX	15834667	15835579	+	212	NA	promoter-TSS (FBgn0000319)	-promoter-TSS (FBgn0000319)	367	FBgn0000319	FBgn0000319	FBtr0112798						NA
ManzF6HSan_REP2.mLb.clN_peak_10374	chr3R	10614262	10614815	+	211	NA	promoter-TSS (FBgn0001235)	-promoter-TSS (FBgn0001235)	-262	FBgn0001235	FBgn0001235	FBtr0100454						NA
ManzF6HSan_REP2.mLb.clN_peak_15137	chrX	13986405	13986873	+	211	NA	promoter-TSS (FBgn0267033)	-promoter-TSS (FBgn0267033)	2192	FBgn0267033	FBgn0267033	FBtr0346006						NA
ManzF6HSan_REP2.mLb.clN_peak_15705	chrX	18282265	18282740	+	211	NA	intron (FBgn0053542, intron 3 of 3)	-intron (FBgn0053542, intron 3 of 3)	5269	FBgn0053542	FBgn0053542	FBtr0113465						NA
ManzF6HSan_REP2.mLb.clN_peak_2655	chr2R	4743636	4745498	+	210	NA	promoter-TSS (FBgn0039994)	-promoter-TSS (FBgn0039994)	-4622	FBgn0039994	FBgn0039994	FBtr0345008						NA
ManzF6HSan_REP2.mLb.clN_peak_12131	chr3R	26260797	26261699	+	210	NA	exon (FBgn0000064, exon 1 of 4)	-exon (FBgn0000064, exon 1 of 4)	343	FBgn0000064	FBgn0000064	FBtr0339614						NA
ManzF6HSan_REP2.mLb.clN_peak_14048	chrX	6278984	6279983	+	210	NA	promoter-TSS (FBgn0086558)	-promoter-TSS (FBgn0086558)	164	FBgn0086558	FBgn0086558	FBtr0345892						NA
ManzF6HSan_REP2.mLb.clN_peak_7769	chr3L	11247384	11248175	+	209	NA	promoter-TSS (FBgn0265928)	-promoter-TSS (FBgn0265928)	318	FBgn0265926	FBgn0265926	FBtr0342866						NA
ManzF6HSan_REP2.mLb.clN_peak_15099	chrX	13739321	13740546	+	209	NA	TTS (FBgn0030518)	-TTS (FBgn0030518)	151	FBgn0030519	FBgn0030519	FBtr0331719						NA
ManzF6HSan_REP2.mLb.clN_peak_14362	chrX	8463879	8465363	+	209	NA	promoter-TSS (FBgn0014032)	-promoter-TSS (FBgn0014032)	-183	FBgn0014032	FBgn0014032	FBtr0071241						NA
ManzF6HSan_REP2.mLb.clN_peak_9366	chr3L	25217055	25217417	+	209	NA	Intergenic	Intergenic	15294	FBgn0058354	FBgn0058354	FBtr0302346						NA
ManzF6HSan_REP2.mLb.clN_peak_7935	chr3L	12609298	12609816	+	208	NA	promoter-TSS (FBgn0015919)	-promoter-TSS (FBgn0015919)	-74	FBgn0015919	FBgn0015919	FBtr0075909						NA
ManzF6HSan_REP2.mLb.clN_peak_1394	chr2L	11516338	11517328	+	208	NA	promoter-TSS (FBgn0032364)	-promoter-TSS (FBgn0032364)	248	FBgn0032363	FBgn0032363	FBtr0080247						NA
ManzF6HSan_REP2.mLb.clN_peak_12083	chr3R	25739796	25740916	+	208	NA	TTS (FBgn0066101)	-TTS (FBgn0066101)	2329	FBgn0267771	FBgn0267771	FBtr0347335						NA
ManzF6HSan_REP2.mLb.clN_peak_14299	chrX	8060364	8061955	+	208	NA	promoter-TSS (FBgn0004657)	-promoter-TSS (FBgn0004657)	-486	FBgn0004657	FBgn0004657	FBtr0340137						NA
ManzF6HSan_REP2.mLb.clN_peak_10047	chr3R	8181401	8181999	+	208	NA	promoter-TSS (FBgn0001138)	-promoter-TSS (FBgn0001138)	-256	FBgn0001138	FBgn0001138	FBtr0330188						NA
ManzF6HSan_REP2.mLb.clN_peak_14388	chrX	8573792	8575110	+	208	NA	promoter-TSS (FBgn0030051)	-promoter-TSS (FBgn0030051)	145	FBgn0030052	FBgn0030052	FBtr0479738						NA
ManzF6HSan_REP2.mLb.clN_peak_11057	chr3R	16763644	16764368	+	208	NA	intron (FBgn0020556, intron 1 of 2)	-intron (FBgn0020556, intron 1 of 2)	-12672	FBgn0063261	FBgn0063261	FBtr0083346						NA
ManzF6HSan_REP2.mLb.clN_peak_13860	chrX	4929951	4931319	+	208	NA	promoter-TSS (FBgn0266000)	-promoter-TSS (FBgn0266000)	-647	FBgn0266000	FBgn0266000	FBtr0343137						NA
ManzF6HSan_REP2.mLb.clN_peak_9454	chr3R	3138559	3139309	+	208	NA	intron (FBgn0267430, intron 8 of 20)	-intron (FBgn0267430, intron 8 of 20)	124648	FBgn0267430	FBgn0267430	FBtr0445191						NA
ManzF6HSan_REP2.mLb.clN_peak_248	chr2L	2202015	2203621	+	207	NA	TTS (FBgn0051668)	-TTS (FBgn0051668)	3348	FBgn0051668	FBgn0051668	FBtr0307523						NA
ManzF6HSan_REP2.mLb.clN_peak_12203	chr3R	27069537	27070381	+	207	NA	exon (FBgn0003495, exon 1 of 6)	-exon (FBgn0003495, exon 1 of 6)	111	FBgn0003495	FBgn0003495	FBtr0114372						NA
ManzF6HSan_REP2.mLb.clN_peak_10039	chr3R	8119574	8120198	+	207	NA	intron (FBgn0243512, intron 3 of 3)	-intron (FBgn0243512, intron 3 of 3)	-2839	FBgn0037549	FBgn0037549	FBtr0113205						NA
