PeakID (cmd=annotatePeaks.pl AkaaF6HSan_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6HSan_REP1.mLb.clN_peak_10730	chr3R	30449735	30450822	+	272	NA	exon (FBgn0028646, exon 1 of 10)	-exon (FBgn0028646, exon 1 of 10)	128	FBgn0028646	FBgn0028646	FBtr0306586						NA
AkaaF6HSan_REP1.mLb.clN_peak_9413	chr3R	17619449	17620283	+	271	NA	promoter-TSS (FBgn0011945)	-promoter-TSS (FBgn0011945)	-95	FBgn0011945	FBgn0011945	FBtr0083469						NA
AkaaF6HSan_REP1.mLb.clN_peak_5085	chr2R	24401668	24403209	+	271	NA	promoter-TSS (FBgn0002787)	-promoter-TSS (FBgn0002787)	242	FBgn0035001	FBgn0035001	FBtr0332925						NA
AkaaF6HSan_REP1.mLb.clN_peak_4628	chr2R	20835816	20836656	+	271	NA	promoter-TSS (FBgn0011674)	-promoter-TSS (FBgn0011674)	-208	FBgn0011674	FBgn0011674	FBtr0071562						NA
AkaaF6HSan_REP1.mLb.clN_peak_5943	chr3L	6964066	6965069	+	271	NA	TTS (FBgn0035724)	-TTS (FBgn0035724)	191	FBgn0261445	FBgn0261445	FBtr0076938						NA
AkaaF6HSan_REP1.mLb.clN_peak_657	chr2L	5907018	5907933	+	271	NA	intron (FBgn0043362, intron 1 of 17)	-intron (FBgn0043362, intron 1 of 17)	306	FBgn0043362	FBgn0043362	FBtr0079144						NA
AkaaF6HSan_REP1.mLb.clN_peak_10919	chr3R	31712911	31714136	+	271	NA	promoter-TSS (FBgn0003870)	-promoter-TSS (FBgn0003870)	4248	FBgn0054046	FBgn0054046	FBtr0308935						NA
AkaaF6HSan_REP1.mLb.clN_peak_11110	chr4	592856	593410	+	270	NA	Intergenic	Intergenic	5141	FBgn0266726	FBgn0266726	FBtr0345199						NA
AkaaF6HSan_REP1.mLb.clN_peak_1936	chr2L	18838822	18839820	+	269	NA	TTS (FBgn0051752)	-TTS (FBgn0051752)	358	FBgn0032717	FBgn0032717	FBtr0331194						NA
AkaaF6HSan_REP1.mLb.clN_peak_6867	chr3L	15553974	15554841	+	269	NA	exon (FBgn0087035, exon 2 of 8)	-exon (FBgn0087035, exon 2 of 8)	-2416	FBgn0087035	FBgn0087035	FBtr0331933						NA
AkaaF6HSan_REP1.mLb.clN_peak_8131	chr3R	4951788	4952825	+	268	NA	intron (FBgn0004436, intron 1 of 2)	-intron (FBgn0004436, intron 1 of 2)	376	FBgn0004436	FBgn0004436	FBtr0306106						NA
AkaaF6HSan_REP1.mLb.clN_peak_3380	chr2R	11197233	11197567	+	268	NA	promoter-TSS (FBgn0003396)	-promoter-TSS (FBgn0003396)	21841	FBgn0033582	FBgn0033582	FBtr0339485						NA
AkaaF6HSan_REP1.mLb.clN_peak_6625	chr3L	13044364	13044986	+	268	NA	promoter-TSS (FBgn0036341)	-promoter-TSS (FBgn0036341)	37	FBgn0036341	FBgn0036341	FBtr0332076						NA
AkaaF6HSan_REP1.mLb.clN_peak_3635	chr2R	12979760	12981349	+	268	NA	exon (FBgn0005624, exon 1 of 5)	-exon (FBgn0005624, exon 1 of 5)	440	FBgn0005624	FBgn0005624	FBtr0345375						NA
AkaaF6HSan_REP1.mLb.clN_peak_3773	chr2R	14006761	14007295	+	268	NA	intron (FBgn0002643, intron 2 of 6)	-intron (FBgn0002643, intron 2 of 6)	-2171	FBgn0002643	FBgn0002643	FBtr0087598						NA
AkaaF6HSan_REP1.mLb.clN_peak_9346	chr3R	16702773	16703396	+	267	NA	intron (FBgn0003944, intron 1 of 1)	-intron (FBgn0003944, intron 3 of 3)	31342	FBgn0003944	FBgn0003944	FBtr0083352						NA
AkaaF6HSan_REP1.mLb.clN_peak_13412	chrX	17076582	17078100	+	266	NA	exon (FBgn0030812, exon 2 of 15)	-exon (FBgn0030812, exon 2 of 15)	556	FBgn0030812	FBgn0030812	FBtr0330596						NA
AkaaF6HSan_REP1.mLb.clN_peak_10098	chr3R	23723045	23724060	+	265	NA	exon (FBgn0039109, exon 1 of 5)	-exon (FBgn0039109, exon 1 of 5)	221	FBgn0039109	FBgn0039109	FBtr0084449						NA
AkaaF6HSan_REP1.mLb.clN_peak_1700	chr2L	15264046	15265025	+	263	NA	promoter-TSS (FBgn0045842)	-promoter-TSS (FBgn0045842)	157	FBgn0045842	FBgn0045842	FBtr0415452						NA
AkaaF6HSan_REP1.mLb.clN_peak_5457	chr3L	1586359	1587156	+	263	NA	promoter-TSS (FBgn0035237)	-promoter-TSS (FBgn0035237)	63	FBgn0035237	FBgn0035237	FBtr0347066						NA
AkaaF6HSan_REP1.mLb.clN_peak_7222	chr3L	18765571	18766168	+	262	NA	promoter-TSS (FBgn0001078)	-promoter-TSS (FBgn0001078)	-125	FBgn0001078	FBgn0001078	FBtr0075086						NA
AkaaF6HSan_REP1.mLb.clN_peak_8377	chr3R	7000632	7001185	+	262	NA	exon (FBgn0267559, exon 1 of 1)	-exon (FBgn0267559, exon 1 of 1)	416	FBgn0267559	FBgn0267559	FBtr0346969						NA
AkaaF6HSan_REP1.mLb.clN_peak_10435	chr3R	27244593	27245642	+	261	NA	promoter-TSS (FBgn0042111)	-promoter-TSS (FBgn0042111)	-216	FBgn0267754	FBgn0267754	FBtr0347318						NA
AkaaF6HSan_REP1.mLb.clN_peak_5003	chr2R	23839749	23840587	+	261	NA	promoter-TSS (FBgn0086659)	-promoter-TSS (FBgn0086659)	-104	FBgn0086659	FBgn0086659	FBtr0091917						NA
AkaaF6HSan_REP1.mLb.clN_peak_13794	chrX	20656138	20657739	+	261	NA	promoter-TSS (FBgn0031126)	-promoter-TSS (FBgn0031126)	610	FBgn0267022	FBgn0267022	FBtr0345969						NA
AkaaF6HSan_REP1.mLb.clN_peak_11670	chrX	2447719	2448493	+	261	NA	promoter-TSS (FBgn0040388)	-promoter-TSS (FBgn0040388)	150	FBgn0004050	FBgn0004050	FBtr0331161						NA
AkaaF6HSan_REP1.mLb.clN_peak_13352	chrX	16372332	16374089	+	261	NA	promoter-TSS (FBgn0004598)	-promoter-TSS (FBgn0004598)	124	FBgn0004598	FBgn0004598	FBtr0074267						NA
AkaaF6HSan_REP1.mLb.clN_peak_8931	chr3R	12425556	12426366	+	260	NA	promoter-TSS (FBgn0038045)	-promoter-TSS (FBgn0038045)	-44	FBgn0004103	FBgn0004103	FBtr0082595						NA
AkaaF6HSan_REP1.mLb.clN_peak_1613	chr2L	14354688	14355684	+	259	NA	promoter-TSS (FBgn0015791)	-promoter-TSS (FBgn0015791)	-101	FBgn0261535	FBgn0261535	FBtr0080639						NA
AkaaF6HSan_REP1.mLb.clN_peak_4751	chr2R	21871573	21872163	+	258	NA	promoter-TSS (FBgn0085397)	-promoter-TSS (FBgn0085397)	-162	FBgn0085397	FBgn0085397	FBtr0479817						NA
AkaaF6HSan_REP1.mLb.clN_peak_12291	chrX	6998408	6999231	+	257	NA	exon (FBgn0027108, exon 1 of 2)	-exon (FBgn0027108, exon 1 of 2)	147	FBgn0027108	FBgn0027108	FBtr0071006						NA
AkaaF6HSan_REP1.mLb.clN_peak_13896	chrX	21796912	21797148	+	256	NA	Intergenic	Intergenic	163594	FBgn0267704	FBgn0267704	FBtr0347227						NA
AkaaF6HSan_REP1.mLb.clN_peak_5709	chr3L	4039930	4040916	+	256	NA	promoter-TSS (FBgn0263832)	-promoter-TSS (FBgn0263832)	-106	FBgn0263832	FBgn0263832	FBtr0073202						NA
AkaaF6HSan_REP1.mLb.clN_peak_13778	chrX	20423289	20424107	+	256	NA	promoter-TSS (FBgn0023177)	-promoter-TSS (FBgn0023177)	98	FBgn0023177	FBgn0023177	FBtr0346620						NA
AkaaF6HSan_REP1.mLb.clN_peak_4632	chr2R	20884417	20884844	+	256	NA	exon (FBgn0015524, exon 6 of 6)	-exon (FBgn0015524, exon 6 of 6)	4700	FBgn0034558	FBgn0034558	FBtr0304717						NA
AkaaF6HSan_REP1.mLb.clN_peak_9596	chr3R	19402724	19403976	+	256	NA	promoter-TSS (FBgn0038704)	-promoter-TSS (FBgn0038704)	-118	FBgn0038704	FBgn0038704	FBtr0445726						NA
AkaaF6HSan_REP1.mLb.clN_peak_4859	chr2R	22678095	22678767	+	255	NA	Intergenic	Intergenic	-4736	FBgn0265982	FBgn0265982	FBtr0343004						NA
AkaaF6HSan_REP1.mLb.clN_peak_12628	chrX	9658053	9659099	+	254	NA	TTS (FBgn0030148)	-TTS (FBgn0030148)	4327	FBgn0030148	FBgn0030148	FBtr0346168						NA
AkaaF6HSan_REP1.mLb.clN_peak_3823	chr2R	14269890	14270728	+	252	NA	promoter-TSS (FBgn0261269)	-promoter-TSS (FBgn0261269)	349	FBgn0261270	FBgn0261270	FBtr0087565						NA
AkaaF6HSan_REP1.mLb.clN_peak_6643	chr3L	13227645	13229027	+	252	NA	promoter-TSS (FBgn0023095)	-promoter-TSS (FBgn0023095)	-356	FBgn0023095	FBgn0023095	FBtr0346864						NA
AkaaF6HSan_REP1.mLb.clN_peak_11056	chr4	359789	360464	+	252	NA	exon (FBgn0039904, exon 1 of 13)	-exon (FBgn0039904, exon 1 of 13)	188	FBgn0039904	FBgn0039904	FBtr0345284						NA
AkaaF6HSan_REP1.mLb.clN_peak_1426	chr2L	12365957	12366613	+	252	NA	promoter-TSS (FBgn0262475)	-promoter-TSS (FBgn0262475)	9844	FBgn0032424	FBgn0032424	FBtr0080354						NA
AkaaF6HSan_REP1.mLb.clN_peak_13369	chrX	16610559	16611417	+	251	NA	TTS (FBgn0061200)	-TTS (FBgn0061200)	303	FBgn0025743	FBgn0025743	FBtr0074285						NA
AkaaF6HSan_REP1.mLb.clN_peak_6347	chr3L	10631031	10631347	+	251	NA	promoter-TSS (FBgn0001179)	-promoter-TSS (FBgn0001179)	110	FBgn0054001	FBgn0054001	FBtr0334066						NA
AkaaF6HSan_REP1.mLb.clN_peak_6734	chr3L	14409469	14411011	+	251	NA	promoter-TSS (FBgn0003459)	-promoter-TSS (FBgn0003459)	-301	FBgn0003459	FBgn0003459	FBtr0333042						NA
AkaaF6HSan_REP1.mLb.clN_peak_7721	chr3L	22266651	22267922	+	250	NA	promoter-TSS (FBgn0004179)	-promoter-TSS (FBgn0004179)	-96	FBgn0004179	FBgn0004179	FBtr0078495						NA
AkaaF6HSan_REP1.mLb.clN_peak_1333	chr2L	11271658	11272312	+	250	NA	exon (FBgn0040233, exon 1 of 9)	-exon (FBgn0040233, exon 1 of 9)	175	FBgn0040233	FBgn0040233	FBtr0344017						NA
AkaaF6HSan_REP1.mLb.clN_peak_778	chr2L	6786501	6788040	+	249	NA	promoter-TSS (FBgn0015776)	-promoter-TSS (FBgn0015776)	-409	FBgn0015776	FBgn0015776	FBtr0332370						NA
AkaaF6HSan_REP1.mLb.clN_peak_9852	chr3R	21604674	21605935	+	249	NA	intron (FBgn0283499, intron 1 of 12)	-intron (FBgn0283499, intron 1 of 12)	10436	FBgn0264826	FBgn0264826	FBtr0334680						NA
AkaaF6HSan_REP1.mLb.clN_peak_7430	chr3L	20401215	20401874	+	249	NA	promoter-TSS (FBgn0028978)	-promoter-TSS (FBgn0028978)	65	FBgn0028978	FBgn0028978	FBtr0078235						NA
AkaaF6HSan_REP1.mLb.clN_peak_7813	chr3L	22835137	22835943	+	249	NA	promoter-TSS (FBgn0027339)	-promoter-TSS (FBgn0027339)	-1528	FBgn0037195	FBgn0037195	FBtr0078546						NA
AkaaF6HSan_REP1.mLb.clN_peak_8290	chr3R	6007266	6008697	+	247	NA	promoter-TSS (FBgn0003261)	-promoter-TSS (FBgn0003261)	598	FBgn0003261	FBgn0003261	FBtr0309322						NA
AkaaF6HSan_REP1.mLb.clN_peak_10975	chr3R	31985173	31985946	+	247	NA	exon (FBgn0011224, exon 1 of 14)	-exon (FBgn0011224, exon 1 of 14)	-1290	FBgn0039886	FBgn0039886	FBtr0085871						NA
AkaaF6HSan_REP1.mLb.clN_peak_5806	chr3L	5276716	5278352	+	247	NA	intron (FBgn0052423, intron 1 of 11)	-intron (FBgn0052423, intron 1 of 10)	38917	FBgn0267305	FBgn0267305	FBtr0346561						NA
AkaaF6HSan_REP1.mLb.clN_peak_6477	chr3L	11487064	11488066	+	247	NA	promoter-TSS (FBgn0036165)	-promoter-TSS (FBgn0036165)	-6306	FBgn0036165	FBgn0036165	FBtr0344910						NA
AkaaF6HSan_REP1.mLb.clN_peak_12328	chrX	7306115	7308247	+	247	NA	promoter-TSS (FBgn0024250)	-promoter-TSS (FBgn0024250)	-758	FBgn0024250	FBgn0024250	FBtr0071048						NA
AkaaF6HSan_REP1.mLb.clN_peak_7998	chr3R	4196869	4197814	+	246	NA	promoter-TSS (FBgn0037215)	-promoter-TSS (FBgn0037215)	135	FBgn0037215	FBgn0037215	FBtr0336704						NA
AkaaF6HSan_REP1.mLb.clN_peak_5663	chr3L	3626029	3626422	+	246	NA	promoter-TSS (FBgn0263239)	-promoter-TSS (FBgn0263239)	-127	FBgn0263239	FBgn0263239	FBtr0113134						NA
AkaaF6HSan_REP1.mLb.clN_peak_3641	chr2R	13014404	13016207	+	246	NA	Intergenic	Intergenic	18804	FBgn0265623	FBgn0265623	FBtr0330613						NA
AkaaF6HSan_REP1.mLb.clN_peak_7266	chr3L	19062525	19063719	+	246	NA	promoter-TSS (FBgn0036843)	-promoter-TSS (FBgn0036843)	-43	FBgn0036843	FBgn0036843	FBtr0075025						NA
AkaaF6HSan_REP1.mLb.clN_peak_8603	chr3R	9157814	9158457	+	245	NA	promoter-TSS (FBgn0003165)	-promoter-TSS (FBgn0003165)	-185	FBgn0003165	FBgn0003165	FBtr0081991						NA
AkaaF6HSan_REP1.mLb.clN_peak_13911	chrX	22454985	22456997	+	245	NA	promoter-TSS (FBgn0031187)	-promoter-TSS (FBgn0031187)	-569	FBgn0266848	FBgn0266848	FBtr0339498						NA
AkaaF6HSan_REP1.mLb.clN_peak_9456	chr3R	18121422	18122020	+	245	NA	promoter-TSS (FBgn0003499)	-promoter-TSS (FBgn0003499)	-340	FBgn0003499	FBgn0003499	FBtr0330050						NA
AkaaF6HSan_REP1.mLb.clN_peak_39	chr2L	221768	222973	+	244	NA	promoter-TSS (FBgn0266557)	-promoter-TSS (FBgn0266557)	-1149	FBgn0265153	FBgn0265153	FBtr0336985						NA
AkaaF6HSan_REP1.mLb.clN_peak_9926	chr3R	22041618	22043076	+	243	NA	exon (FBgn0264491, exon 1 of 9)	-exon (FBgn0264491, exon 1 of 9)	156	FBgn0264491	FBgn0264491	FBtr0301401						NA
AkaaF6HSan_REP1.mLb.clN_peak_5278	chr3L	318904	320224	+	243	NA	exon (FBgn0004373, exon 1 of 12)	-exon (FBgn0004373, exon 1 of 12)	320	FBgn0004373	FBgn0004373	FBtr0332841						NA
AkaaF6HSan_REP1.mLb.clN_peak_4772	chr2R	22079952	22080551	+	243	NA	promoter-TSS (FBgn0034691)	-promoter-TSS (FBgn0034691)	-434	FBgn0034691	FBgn0034691	FBtr0308239						NA
AkaaF6HSan_REP1.mLb.clN_peak_10232	chr3R	25049567	25050796	+	243	NA	promoter-TSS (FBgn0039266)	-promoter-TSS (FBgn0039266)	565	FBgn0039266	FBgn0039266	FBtr0334504						NA
AkaaF6HSan_REP1.mLb.clN_peak_7644	chr3L	21879253	21880788	+	243	NA	intron (FBgn0262737, intron 1 of 10)	-intron (FBgn0262737, intron 1 of 8)	443	FBgn0262737	FBgn0262737	FBtr0346820						NA
AkaaF6HSan_REP1.mLb.clN_peak_13031	chrX	13413033	13413579	+	243	NA	promoter-TSS (FBgn0030486)	-promoter-TSS (FBgn0030486)	64	FBgn0030486	FBgn0030486	FBtr0301559						NA
AkaaF6HSan_REP1.mLb.clN_peak_5232	chr3L	39946	40779	+	242	NA	Intergenic	Intergenic	14389	FBgn0262679	FBgn0262679	FBtr0305596						NA
AkaaF6HSan_REP1.mLb.clN_peak_13676	chrX	19297752	19299057	+	242	NA	promoter-TSS (FBgn0031011)	-promoter-TSS (FBgn0031011)	3469	FBgn0065084	FBgn0065084	FBtr0091699						NA
AkaaF6HSan_REP1.mLb.clN_peak_9590	chr3R	19321765	19322316	+	242	NA	intron (FBgn0000463, intron 1 of 5)	-intron (FBgn0000463, intron 1 of 5)	4177	FBgn0000463	FBgn0000463	FBtr0304658						NA
AkaaF6HSan_REP1.mLb.clN_peak_12376	chrX	7702618	7702853	+	241	NA	intron (FBgn0029504, intron 1 of 5)	-intron (FBgn0029504, intron 1 of 5)	-5040	FBgn0262979	FBgn0262979	FBtr0344596						NA
AkaaF6HSan_REP1.mLb.clN_peak_12201	chrX	6279054	6280070	+	241	NA	promoter-TSS (FBgn0086558)	-promoter-TSS (FBgn0086558)	85	FBgn0086558	FBgn0086558	FBtr0345892						NA
AkaaF6HSan_REP1.mLb.clN_peak_1712	chr2L	15498817	15500274	+	241	NA	intron (FBgn0002524, intron 1 of 3)	-intron (FBgn0002524, intron 1 of 3)	418	FBgn0002524	FBgn0002524	FBtr0080738						NA
AkaaF6HSan_REP1.mLb.clN_peak_8794	chr3R	11156763	11157423	+	241	NA	promoter-TSS (FBgn0040259)	-promoter-TSS (FBgn0040259)	-5	FBgn0040259	FBgn0040259	FBtr0082338						NA
AkaaF6HSan_REP1.mLb.clN_peak_4244	chr2R	17683016	17683928	+	240	NA	promoter-TSS (FBgn0034261)	-promoter-TSS (FBgn0034261)	-1383	FBgn0260763	FBgn0260763	FBtr0301265						NA
AkaaF6HSan_REP1.mLb.clN_peak_9910	chr3R	21948271	21949622	+	239	NA	promoter-TSS (FBgn0264490)	-promoter-TSS (FBgn0264490)	-23433	FBgn0264490	FBgn0264490	FBtr0330384						NA
AkaaF6HSan_REP1.mLb.clN_peak_646	chr2L	5828817	5829254	+	239	NA	intron (FBgn0085410, intron 1 of 8)	-intron (FBgn0085410, intron 1 of 9)	5031	FBgn0085410	FBgn0085410	FBtr0342612						NA
AkaaF6HSan_REP1.mLb.clN_peak_3375	chr2R	11173327	11174080	+	239	NA	promoter-TSS (FBgn0003396)	-promoter-TSS (FBgn0003396)	-100	FBgn0003396	FBgn0003396	FBtr0330620						NA
AkaaF6HSan_REP1.mLb.clN_peak_12474	chrX	8464020	8465049	+	239	NA	promoter-TSS (FBgn0014032)	-promoter-TSS (FBgn0014032)	-96	FBgn0014032	FBgn0014032	FBtr0071241						NA
AkaaF6HSan_REP1.mLb.clN_peak_6220	chr3L	9401162	9402545	+	238	NA	promoter-TSS (FBgn0015218)	-promoter-TSS (FBgn0015218)	607	FBgn0015218	FBgn0015218	FBtr0076488						NA
AkaaF6HSan_REP1.mLb.clN_peak_12034	chrX	4929308	4931302	+	238	NA	promoter-TSS (FBgn0266000)	-promoter-TSS (FBgn0266000)	-317	FBgn0266000	FBgn0266000	FBtr0343137						NA
AkaaF6HSan_REP1.mLb.clN_peak_4725	chr2R	21645754	21647378	+	238	NA	intron (FBgn0034644, intron 1 of 7)	-intron (FBgn0034644, intron 1 of 7)	5420	FBgn0050284	FBgn0050284	FBtr0071684						NA
AkaaF6HSan_REP1.mLb.clN_peak_8678	chr3R	9808641	9809492	+	238	NA	TTS (FBgn0264827)	-TTS (FBgn0264827)	302	FBgn0037760	FBgn0037760	FBtr0334684						NA
AkaaF6HSan_REP1.mLb.clN_peak_2374	chr2L	22577875	22580425	+	238	NA	promoter-TSS (FBgn0040011)	-promoter-TSS (FBgn0040011)	-600	FBgn0040011	FBgn0040011	FBtr0302387						NA
AkaaF6HSan_REP1.mLb.clN_peak_2555	chr2R	5416304	5417968	+	238	NA	intron (FBgn0286203, intron 1 of 7)	-intron (FBgn0286203, intron 1 of 7)	3392	FBgn0286203	FBgn0286203	FBtr0335262						NA
AkaaF6HSan_REP1.mLb.clN_peak_12110	chrX	5621832	5623266	+	237	NA	promoter-TSS (FBgn0026702)	-promoter-TSS (FBgn0026702)	-99	FBgn0026702	FBgn0026702	FBtr0070782						NA
AkaaF6HSan_REP1.mLb.clN_peak_11253	chrX	52193	54939	+	237	NA	Intergenic	Intergenic	-68927	FBgn0058469	FBgn0058469	FBtr0307364						NA
AkaaF6HSan_REP1.mLb.clN_peak_10331	chr3R	26188506	26189175	+	237	NA	promoter-TSS (FBgn0039417)	-promoter-TSS (FBgn0039417)	-33	FBgn0039417	FBgn0039417	FBtr0307342						NA
AkaaF6HSan_REP1.mLb.clN_peak_7821	chr3L	22870839	22872251	+	236	NA	promoter-TSS (FBgn0037200)	-promoter-TSS (FBgn0037200)	179	FBgn0010348	FBgn0010348	FBtr0299907						NA
AkaaF6HSan_REP1.mLb.clN_peak_4124	chr2R	16856140	16857444	+	236	NA	promoter-TSS (FBgn0263462)	-promoter-TSS (FBgn0263462)	572	FBgn0026533	FBgn0026533	FBtr0332946						NA
AkaaF6HSan_REP1.mLb.clN_peak_10299	chr3R	25739796	25740924	+	236	NA	TTS (FBgn0066101)	-TTS (FBgn0066101)	2333	FBgn0267771	FBgn0267771	FBtr0347335						NA
AkaaF6HSan_REP1.mLb.clN_peak_2473	chr2R	4186696	4188301	+	236	NA	TTS (FBgn0262116)	-TTS (FBgn0262116)	629	FBgn0262116	FBgn0262116	FBtr0334986						NA
AkaaF6HSan_REP1.mLb.clN_peak_7478	chr3L	20784608	20786393	+	236	NA	TTS (FBgn0037022)	-TTS (FBgn0037022)	284	FBgn0287615	FBgn0287615	FBtr0479975						NA
AkaaF6HSan_REP1.mLb.clN_peak_7229	chr3L	18800152	18801603	+	235	NA	exon (FBgn0001078, exon 1 of 10)	-exon (FBgn0001078, exon 1 of 10)	435	FBgn0267601	FBgn0267601	FBtr0347047						NA
AkaaF6HSan_REP1.mLb.clN_peak_8162	chr3R	5086455	5088212	+	235	NA	promoter-TSS (FBgn0010313)	-promoter-TSS (FBgn0010313)	-621	FBgn0010313	FBgn0010313	FBtr0308120						NA
AkaaF6HSan_REP1.mLb.clN_peak_2494	chr2R	4470119	4472559	+	235	NA	promoter-TSS (FBgn0260798)	-promoter-TSS (FBgn0260798)	-279	FBgn0260798	FBgn0260798	FBtr0302242						NA
AkaaF6HSan_REP1.mLb.clN_peak_6436	chr3L	11247417	11248482	+	234	NA	promoter-TSS (FBgn0265928)	-promoter-TSS (FBgn0265928)	148	FBgn0265926	FBgn0265926	FBtr0342866						NA
AkaaF6HSan_REP1.mLb.clN_peak_12609	chrX	9515561	9515750	+	234	NA	intron (FBgn0267253, intron 1 of 2)	-intron (FBgn0267253, intron 1 of 2)	4131	FBgn0054028	FBgn0054028	FBtr0100083						NA
AkaaF6HSan_REP1.mLb.clN_peak_1604	chr2L	14233624	14234898	+	234	NA	promoter-TSS (FBgn0016930)	-promoter-TSS (FBgn0016930)	-493	FBgn0265940	FBgn0265940	FBtr0342907						NA
AkaaF6HSan_REP1.mLb.clN_peak_9795	chr3R	21188607	21188974	+	234	NA	promoter-TSS (FBgn0264357)	-promoter-TSS (FBgn0264357)	-20585	FBgn0260004	FBgn0260004	FBtr0333928						NA
AkaaF6HSan_REP1.mLb.clN_peak_5769	chr3L	4541523	4543145	+	234	NA	exon (FBgn0035558, exon 1 of 3)	-exon (FBgn0035558, exon 1 of 3)	283	FBgn0035558	FBgn0035558	FBtr0304987						NA
AkaaF6HSan_REP1.mLb.clN_peak_13686	chrX	19360751	19361662	+	234	NA	intron (FBgn0031016, intron 1 of 4)	-intron (FBgn0031016, intron 1 of 5)	8025	FBgn0031016	FBgn0031016	FBtr0309224						NA
AkaaF6HSan_REP1.mLb.clN_peak_7084	chr3L	17590467	17591099	+	234	NA	intron (FBgn0000567, intron 5 of 7)	-intron (FBgn0000567, intron 5 of 7)	-24621	FBgn0086080	FBgn0086080	FBtr0114356						NA
AkaaF6HSan_REP1.mLb.clN_peak_12210	chrX	6343828	6344792	+	234	NA	TTS (FBgn0029866)	-TTS (FBgn0029866)	-2793	FBgn0029867	FBgn0029867	FBtr0070905						NA
AkaaF6HSan_REP1.mLb.clN_peak_3424	chr2R	11527888	11528466	+	234	NA	promoter-TSS (FBgn0000577)	-promoter-TSS (FBgn0000577)	-294	FBgn0000577	FBgn0000577	FBtr0088095						NA
AkaaF6HSan_REP1.mLb.clN_peak_2687	chr2R	6219472	6221784	+	234	NA	promoter-TSS (FBgn0263144)	-promoter-TSS (FBgn0263144)	-412	FBgn0263144	FBgn0263144	FBtr0346718						NA
AkaaF6HSan_REP1.mLb.clN_peak_8724	chr3R	10212818	10213559	+	233	NA	promoter-TSS (FBgn0025879)	-promoter-TSS (FBgn0025879)	-181	FBgn0025879	FBgn0025879	FBtr0082245						NA
AkaaF6HSan_REP1.mLb.clN_peak_10111	chr3R	23818544	23819382	+	233	NA	promoter-TSS (FBgn0053111)	-promoter-TSS (FBgn0053111)	274	FBgn0260634	FBgn0260634	FBtr0344335						NA
AkaaF6HSan_REP1.mLb.clN_peak_717	chr2L	6323659	6324756	+	233	NA	TTS (FBgn0053531)	-TTS (FBgn0053531)	440	FBgn0265778	FBgn0265778	FBtr0333242						NA
AkaaF6HSan_REP1.mLb.clN_peak_10613	chr3R	29493191	29493591	+	233	NA	promoter-TSS (FBgn0039666)	-promoter-TSS (FBgn0039666)	127	FBgn0039665	FBgn0039665	FBtr0085433						NA
AkaaF6HSan_REP1.mLb.clN_peak_8073	chr3R	4659154	4660290	+	233	NA	TTS (FBgn0265039)	-TTS (FBgn0265039)	143	FBgn0263346	FBgn0263346	FBtr0308857						NA
AkaaF6HSan_REP1.mLb.clN_peak_7025	chr3L	16969486	16970169	+	233	NA	promoter-TSS (FBgn0261547)	-promoter-TSS (FBgn0261547)	-186	FBgn0261547	FBgn0261547	FBtr0302651						NA
AkaaF6HSan_REP1.mLb.clN_peak_11409	chrX	908687	909776	+	233	NA	promoter-TSS (FBgn0264449)	-promoter-TSS (FBgn0264449)	14747	FBgn0029539	FBgn0029539	FBtr0310165						NA
AkaaF6HSan_REP1.mLb.clN_peak_7220	chr3L	18758983	18759616	+	233	NA	intron (FBgn0001078, intron 1 of 7)	-intron (FBgn0001078, intron 3 of 9)	-5214	FBgn0267600	FBgn0267600	FBtr0347046						NA
AkaaF6HSan_REP1.mLb.clN_peak_8456	chr3R	7947184	7948080	+	232	NA	intron (FBgn0000504, intron 2 of 3)	-intron (FBgn0000504, intron 2 of 4)	19776	FBgn0000504	FBgn0000504	FBtr0339710						NA
AkaaF6HSan_REP1.mLb.clN_peak_7557	chr3L	21285682	21286598	+	232	NA	promoter-TSS (FBgn0259785)	-promoter-TSS (FBgn0259785)	41	FBgn0259785	FBgn0259785	FBtr0078336						NA
AkaaF6HSan_REP1.mLb.clN_peak_2677	chr2R	6171304	6172112	+	232	NA	promoter-TSS (FBgn0050316)	-promoter-TSS (FBgn0050316)	21	FBgn0050316	FBgn0050316	FBtr0085986						NA
AkaaF6HSan_REP1.mLb.clN_peak_3415	chr2R	11451800	11453124	+	232	NA	promoter-TSS (FBgn0000581)	-promoter-TSS (FBgn0000581)	419	FBgn0000581	FBgn0000581	FBtr0330623						NA
AkaaF6HSan_REP1.mLb.clN_peak_9289	chr3R	16224333	16224965	+	232	NA	TTS (FBgn0267203)	-TTS (FBgn0267203)	1254	FBgn0267203	FBgn0267203	FBtr0346358						NA
AkaaF6HSan_REP1.mLb.clN_peak_13842	chrX	21323300	21324683	+	231	NA	promoter-TSS (FBgn0031174)	-promoter-TSS (FBgn0031174)	18	FBgn0029067	FBgn0029067	FBtr0339624						NA
