PeakID (cmd=annotatePeaks.pl AkaaF3Heat_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Heat_REP2.mLb.clN_peak_2913	chr2R	11197242	11197479	+	151	NA	promoter-TSS (FBgn0003396)	-promoter-TSS (FBgn0003396)	21881	FBgn0033582	FBgn0033582	FBtr0339485						NA
AkaaF3Heat_REP2.mLb.clN_peak_6310	chr3L	18765759	18766109	+	151	NA	promoter-TSS (FBgn0001078)	-promoter-TSS (FBgn0001078)	-190	FBgn0001078	FBgn0001078	FBtr0075086						NA
AkaaF3Heat_REP2.mLb.clN_peak_12257	chrX	22258327	22260082	+	150	NA	Intergenic	Intergenic	7622	FBgn0085693	FBgn0085693	FBtr0114142						NA
AkaaF3Heat_REP2.mLb.clN_peak_12426	chrX	23383867	23384805	+	150	NA	Intergenic	Intergenic	92636	FBgn0267524	FBgn0267524	FBtr0346898						NA
AkaaF3Heat_REP2.mLb.clN_peak_9902	chrX	53448	54904	+	148	NA	Intergenic	Intergenic	-68317	FBgn0058469	FBgn0058469	FBtr0307364						NA
AkaaF3Heat_REP2.mLb.clN_peak_7535	chr3R	8477565	8477871	+	147	NA	promoter-TSS (FBgn0266801)	-promoter-TSS (FBgn0266801)	-101	FBgn0266801	FBgn0266801	FBtr0346729						NA
AkaaF3Heat_REP2.mLb.clN_peak_11823	chrX	18282205	18282751	+	147	NA	intron (FBgn0053542, intron 3 of 3)	-intron (FBgn0053542, intron 3 of 3)	5245	FBgn0053542	FBgn0053542	FBtr0113465						NA
AkaaF3Heat_REP2.mLb.clN_peak_2981	chr2R	11665485	11665786	+	146	NA	promoter-TSS (FBgn0050035)	-promoter-TSS (FBgn0050035)	-5000	FBgn0011916	FBgn0011916	FBtr0088086						NA
AkaaF3Heat_REP2.mLb.clN_peak_6996	chr3R	4307647	4308163	+	146	NA	promoter-TSS (FBgn0027930)	-promoter-TSS (FBgn0027930)	-3	FBgn0027930	FBgn0027930	FBtr0445313						NA
AkaaF3Heat_REP2.mLb.clN_peak_9809	chr4	592485	593324	+	146	NA	Intergenic	Intergenic	5370	FBgn0266726	FBgn0266726	FBtr0345199						NA
AkaaF3Heat_REP2.mLb.clN_peak_1030	chr2L	11447640	11448095	+	146	NA	promoter-TSS (FBgn0287465)	-promoter-TSS (FBgn0287465)	-2253	FBgn0261648	FBgn0261648	FBtr0343619						NA
AkaaF3Heat_REP2.mLb.clN_peak_177	chr2L	1644442	1644700	+	146	NA	Intergenic	Intergenic	2592	FBgn0267259	FBgn0267259	FBtr0346473						NA
AkaaF3Heat_REP2.mLb.clN_peak_4471	chr2R	25285295	25285806	+	146	NA	Intergenic	Intergenic	33623	FBgn0050428	FBgn0050428	FBtr0343515						NA
AkaaF3Heat_REP2.mLb.clN_peak_824	chr2L	8825243	8825663	+	145	NA	promoter-TSS (FBgn0029123)	-promoter-TSS (FBgn0029123)	-192	FBgn0029123	FBgn0029123	FBtr0330210						NA
AkaaF3Heat_REP2.mLb.clN_peak_340	chr2L	3632085	3632430	+	145	NA	promoter-TSS (FBgn0000721)	-promoter-TSS (FBgn0000721)	-103	FBgn0000721	FBgn0000721	FBtr0089312						NA
AkaaF3Heat_REP2.mLb.clN_peak_7487	chr3R	7947272	7947745	+	144	NA	intron (FBgn0000504, intron 2 of 3)	-intron (FBgn0000504, intron 2 of 4)	19900	FBgn0000504	FBgn0000504	FBtr0339710						NA
AkaaF3Heat_REP2.mLb.clN_peak_11965	chrX	19353090	19354024	+	144	NA	exon (FBgn0031016, exon 1 of 6)	-exon (FBgn0031016, exon 1 of 6)	376	FBgn0031016	FBgn0031016	FBtr0309224						NA
AkaaF3Heat_REP2.mLb.clN_peak_6112	chr3L	16890855	16891259	+	144	NA	promoter-TSS (FBgn0261565)	-promoter-TSS (FBgn0261565)	3951	FBgn0261565	FBgn0261565	FBtr0479915						NA
AkaaF3Heat_REP2.mLb.clN_peak_5785	chr3L	13477180	13477585	+	144	NA	promoter-TSS (FBgn0086708)	-promoter-TSS (FBgn0086708)	-2595	FBgn0036369	FBgn0036369	FBtr0075821						NA
AkaaF3Heat_REP2.mLb.clN_peak_1990	chr2L	21899023	21899735	+	143	NA	Intergenic	Intergenic	-1090	FBgn0032965	FBgn0032965	FBtr0085950						NA
AkaaF3Heat_REP2.mLb.clN_peak_6849	chr3L	22944992	22945837	+	142	NA	promoter-TSS (FBgn0037207)	-promoter-TSS (FBgn0037207)	-581	FBgn0037207	FBgn0037207	FBtr0078563						NA
AkaaF3Heat_REP2.mLb.clN_peak_8025	chr3R	13877223	13877569	+	141	NA	Intergenic	Intergenic	-2480	FBgn0008646	FBgn0008646	FBtr0082880						NA
AkaaF3Heat_REP2.mLb.clN_peak_11094	chrX	10784422	10784753	+	141	NA	promoter-TSS (FBgn0003360)	-promoter-TSS (FBgn0003360)	2371	FBgn0003360	FBgn0003360	FBtr0346384						NA
AkaaF3Heat_REP2.mLb.clN_peak_9564	chr3R	30781902	30782174	+	140	NA	intron (FBgn0266699, intron 2 of 3)	-intron (FBgn0004606, intron 3 of 4)	1607	FBgn0266699	FBgn0266699	FBtr0345123						NA
AkaaF3Heat_REP2.mLb.clN_peak_11143	chrX	11389848	11390376	+	140	NA	promoter-TSS (FBgn0001624)	-promoter-TSS (FBgn0001624)	-19835	FBgn0030296	FBgn0030296	FBtr0309222						NA
AkaaF3Heat_REP2.mLb.clN_peak_1849	chr2L	20715963	20716506	+	139	NA	Intergenic	Intergenic	-1646	FBgn0014859	FBgn0014859	FBtr0301347						NA
AkaaF3Heat_REP2.mLb.clN_peak_740	chr2L	7984126	7984361	+	139	NA	promoter-TSS (FBgn0085450)	-promoter-TSS (FBgn0085450)	-1040	FBgn0031968	FBgn0031968	FBtr0306336						NA
AkaaF3Heat_REP2.mLb.clN_peak_6663	chr3L	21824824	21825095	+	139	NA	promoter-TSS (FBgn0037135)	-promoter-TSS (FBgn0037135)	-6	FBgn0037135	FBgn0037135	FBtr0303246						NA
AkaaF3Heat_REP2.mLb.clN_peak_7328	chr3R	6646771	6647145	+	139	NA	promoter-TSS (FBgn0010355)	-promoter-TSS (FBgn0010355)	69	FBgn0010355	FBgn0010355	FBtr0345257						NA
AkaaF3Heat_REP2.mLb.clN_peak_3614	chr2R	17716436	17716842	+	139	NA	promoter-TSS (FBgn0028494)	-promoter-TSS (FBgn0028494)	631	FBgn0028494	FBgn0028494	FBtr0086886						NA
AkaaF3Heat_REP2.mLb.clN_peak_11208	chrX	12006899	12007207	+	139	NA	promoter-TSS (FBgn0030360)	-promoter-TSS (FBgn0030360)	-123	FBgn0030360	FBgn0030360	FBtr0339626						NA
AkaaF3Heat_REP2.mLb.clN_peak_10464	chrX	4411331	4411755	+	138	NA	intron (FBgn0052773, intron 3 of 4)	-intron (FBgn0052773, intron 3 of 4)	-1919	FBgn0000179	FBgn0000179	FBtr0331162						NA
AkaaF3Heat_REP2.mLb.clN_peak_7385	chr3R	7123742	7124617	+	136	NA	promoter-TSS (FBgn0037472)	-promoter-TSS (FBgn0037472)	6	FBgn0261238	FBgn0261238	FBtr0334677						NA
AkaaF3Heat_REP2.mLb.clN_peak_6666	chr3L	21879290	21879670	+	136	NA	promoter-TSS (FBgn0262737)	-promoter-TSS (FBgn0262737)	-97	FBgn0262737	FBgn0262737	FBtr0346820						NA
AkaaF3Heat_REP2.mLb.clN_peak_403	chr2L	4371758	4372053	+	136	NA	promoter-TSS (FBgn0026319)	-promoter-TSS (FBgn0026319)	-602	FBgn0266903	FBgn0266903	FBtr0445833						NA
AkaaF3Heat_REP2.mLb.clN_peak_7063	chr3R	4738918	4739874	+	136	NA	intron (FBgn0026620, intron 4 of 10)	-intron (FBgn0026620, intron 1 of 7)	1896	FBgn0267812	FBgn0267812	FBtr0347382						NA
AkaaF3Heat_REP2.mLb.clN_peak_8396	chr3R	17943759	17944616	+	136	NA	promoter-TSS (FBgn0263995)	-promoter-TSS (FBgn0263995)	81	FBgn0263995	FBgn0263995	FBtr0330271						NA
AkaaF3Heat_REP2.mLb.clN_peak_4214	chr2R	22998603	22999100	+	136	NA	promoter-TSS (FBgn0034808)	-promoter-TSS (FBgn0034808)	33	FBgn0034808	FBgn0034808	FBtr0071988						NA
AkaaF3Heat_REP2.mLb.clN_peak_10711	chrX	6868076	6868441	+	135	NA	promoter-TSS (FBgn0263993)	-promoter-TSS (FBgn0263993)	31	FBgn0263993	FBgn0263993	FBtr0330267						NA
AkaaF3Heat_REP2.mLb.clN_peak_672	chr2L	7306868	7307366	+	135	NA	promoter-TSS (FBgn0284084)	-promoter-TSS (FBgn0284084)	-42	FBgn0284084	FBgn0284084	FBtr0079432						NA
AkaaF3Heat_REP2.mLb.clN_peak_2816	chr2R	10418053	10418292	+	135	NA	promoter-TSS (FBgn0033518)	-promoter-TSS (FBgn0033518)	-546	FBgn0033518	FBgn0033518	FBtr0088259						NA
AkaaF3Heat_REP2.mLb.clN_peak_6192	chr3L	17619284	17619527	+	135	NA	promoter-TSS (FBgn0000567)	-promoter-TSS (FBgn0000567)	-80	FBgn0000567	FBgn0000567	FBtr0305796						NA
AkaaF3Heat_REP2.mLb.clN_peak_11840	chrX	18404289	18405225	+	135	NA	promoter-TSS (FBgn0052549)	-promoter-TSS (FBgn0052549)	-4692	FBgn0085357	FBgn0085357	FBtr0112530						NA
AkaaF3Heat_REP2.mLb.clN_peak_11919	chrX	19028662	19028874	+	135	NA	TTS (FBgn0264090)	-TTS (FBgn0264090)	-21674	FBgn0085358	FBgn0085358	FBtr0344305						NA
AkaaF3Heat_REP2.mLb.clN_peak_9405	chr3R	29460489	29460835	+	134	NA	intron (FBgn0004369, intron 1 of 12)	-intron (FBgn0004369, intron 1 of 12)	-1384	FBgn0264792	FBgn0264792	FBtr0334340						NA
AkaaF3Heat_REP2.mLb.clN_peak_8250	chr3R	16224513	16224975	+	134	NA	promoter-TSS (FBgn0040071)	-promoter-TSS (FBgn0040071)	1349	FBgn0267203	FBgn0267203	FBtr0346358						NA
AkaaF3Heat_REP2.mLb.clN_peak_5758	chr3L	13228449	13228948	+	134	NA	promoter-TSS (FBgn0023095)	-promoter-TSS (FBgn0023095)	6	FBgn0023095	FBgn0023095	FBtr0346864						NA
AkaaF3Heat_REP2.mLb.clN_peak_2026	chr2L	22133986	22134622	+	133	NA	promoter-TSS (FBgn0261802)	-promoter-TSS (FBgn0261802)	-29	FBgn0261802	FBgn0261802	FBtr0333744						NA
AkaaF3Heat_REP2.mLb.clN_peak_4079	chr2R	21848263	21848714	+	133	NA	promoter-TSS (FBgn0050406)	-promoter-TSS (FBgn0050406)	-10	FBgn0050406	FBgn0050406	FBtr0071736						NA
AkaaF3Heat_REP2.mLb.clN_peak_3117	chr2R	12980075	12981175	+	133	NA	promoter-TSS (FBgn0005624)	-promoter-TSS (FBgn0005624)	369	FBgn0005624	FBgn0005624	FBtr0345375						NA
AkaaF3Heat_REP2.mLb.clN_peak_12446	chrX	23525881	23526699	+	132	NA	Intergenic	Intergenic	234590	FBgn0267524	FBgn0267524	FBtr0346898						NA
AkaaF3Heat_REP2.mLb.clN_peak_9805	chr4	554888	555181	+	131	NA	intron (FBgn0026869, intron 1 of 5)	-intron (FBgn0026869, intron 1 of 5)	2820	FBgn0264618	FBgn0264618	FBtr0333707						NA
AkaaF3Heat_REP2.mLb.clN_peak_1904	chr2L	21041982	21042673	+	131	NA	intron (FBgn0250867, intron 2 of 5)	-intron (FBgn0250867, intron 1 of 1)	7552	FBgn0286733	FBgn0286733	FBtr0474087						NA
AkaaF3Heat_REP2.mLb.clN_peak_12398	chrX	23210973	23211190	+	131	NA	promoter-TSS (FBgn0085813)	-promoter-TSS (FBgn0085813)	-111	FBgn0085813	FBgn0085813	FBtr0346892						NA
AkaaF3Heat_REP2.mLb.clN_peak_8303	chr3R	16869392	16869638	+	130	NA	intron (FBgn0288835, intron 4 of 7)	-intron (FBgn0264857, intron 3 of 6)	19277	FBgn0020546	FBgn0020546	FBtr0345273						NA
AkaaF3Heat_REP2.mLb.clN_peak_11397	chrX	13986444	13986854	+	130	NA	promoter-TSS (FBgn0267033)	-promoter-TSS (FBgn0267033)	2182	FBgn0267033	FBgn0267033	FBtr0346006						NA
AkaaF3Heat_REP2.mLb.clN_peak_10021	chrX	908797	909441	+	129	NA	promoter-TSS (FBgn0264449)	-promoter-TSS (FBgn0264449)	14635	FBgn0029539	FBgn0029539	FBtr0310165						NA
AkaaF3Heat_REP2.mLb.clN_peak_4898	chr3L	3626046	3626380	+	129	NA	promoter-TSS (FBgn0263239)	-promoter-TSS (FBgn0263239)	-139	FBgn0263239	FBgn0263239	FBtr0113134						NA
AkaaF3Heat_REP2.mLb.clN_peak_3231	chr2R	13925342	13925735	+	129	NA	promoter-TSS (FBgn0013733)	-promoter-TSS (FBgn0013733)	-14592	FBgn0013733	FBgn0013733	FBtr0304850						NA
AkaaF3Heat_REP2.mLb.clN_peak_8885	chr3R	23601353	23601818	+	129	NA	promoter-TSS (FBgn0051143)	-promoter-TSS (FBgn0051143)	-130	FBgn0051143	FBgn0051143	FBtr0084482						NA
AkaaF3Heat_REP2.mLb.clN_peak_8254	chr3R	16242311	16242878	+	129	NA	promoter-TSS (FBgn0040071)	-promoter-TSS (FBgn0040071)	-222	FBgn0040071	FBgn0040071	FBtr0083258						NA
AkaaF3Heat_REP2.mLb.clN_peak_3106	chr2R	12884451	12884591	+	129	NA	promoter-TSS (FBgn0003975)	-promoter-TSS (FBgn0003975)	320	FBgn0003975	FBgn0003975	FBtr0481629						NA
AkaaF3Heat_REP2.mLb.clN_peak_4939	chr3L	4040225	4040834	+	129	NA	promoter-TSS (FBgn0263832)	-promoter-TSS (FBgn0263832)	0	FBgn0263832	FBgn0263832	FBtr0073202						NA
AkaaF3Heat_REP2.mLb.clN_peak_1112	chr2L	12822477	12823018	+	128	NA	promoter-TSS (FBgn0015399)	-promoter-TSS (FBgn0015399)	40	FBgn0015399	FBgn0015399	FBtr0346702						NA
AkaaF3Heat_REP2.mLb.clN_peak_2305	chr2R	6494382	6494542	+	128	NA	Intergenic	Intergenic	7310	FBgn0267744	FBgn0267744	FBtr0347304						NA
AkaaF3Heat_REP2.mLb.clN_peak_4190	chr2R	22729218	22729499	+	128	NA	promoter-TSS (FBgn0028371)	-promoter-TSS (FBgn0028371)	11101	FBgn0028371	FBgn0028371	FBtr0330234						NA
AkaaF3Heat_REP2.mLb.clN_peak_3250	chr2R	14024684	14025624	+	128	NA	intron (FBgn0002643, intron 2 of 5)	-intron (FBgn0002643, intron 3 of 6)	-3466	FBgn0033893	FBgn0033893	FBtr0087599						NA
AkaaF3Heat_REP2.mLb.clN_peak_5109	chr3L	5845531	5845922	+	128	NA	promoter-TSS (FBgn0003984)	-promoter-TSS (FBgn0003984)	-62	FBgn0003984	FBgn0003984	FBtr0300010						NA
AkaaF3Heat_REP2.mLb.clN_peak_2197	chr2R	5781933	5783026	+	128	NA	exon (FBgn0025693, exon 1 of 10)	-exon (FBgn0025693, exon 1 of 10)	379	FBgn0025693	FBgn0025693	FBtr0086056						NA
AkaaF3Heat_REP2.mLb.clN_peak_9501	chr3R	30450084	30450616	+	128	NA	promoter-TSS (FBgn0028646)	-promoter-TSS (FBgn0028646)	56	FBgn0028646	FBgn0028646	FBtr0306586						NA
AkaaF3Heat_REP2.mLb.clN_peak_7331	chr3R	6678115	6678772	+	127	NA	exon (FBgn0002522, exon 1 of 3)	-exon (FBgn0002522, exon 1 of 3)	-6002	FBgn0000552	FBgn0000552	FBtr0081688						NA
AkaaF3Heat_REP2.mLb.clN_peak_12414	chrX	23281130	23281357	+	126	NA	promoter-TSS (FBgn0250731)	-promoter-TSS (FBgn0250731)	-966	FBgn0250731	FBgn0250731	FBtr0346901						NA
AkaaF3Heat_REP2.mLb.clN_peak_1056	chr2L	11970771	11971391	+	126	NA	promoter-TSS (FBgn0263019)	-promoter-TSS (FBgn0263019)	13	FBgn0263019	FBgn0263019	FBtr0306899						NA
AkaaF3Heat_REP2.mLb.clN_peak_2942	chr2R	11384080	11384353	+	126	NA	promoter-TSS (FBgn0033631)	-promoter-TSS (FBgn0033631)	-102	FBgn0033631	FBgn0033631	FBtr0433531						NA
AkaaF3Heat_REP2.mLb.clN_peak_8302	chr3R	16847314	16847532	+	126	NA	intron (FBgn0288835, intron 5 of 7)	-intron (FBgn0264857, intron 4 of 6)	-2815	FBgn0020546	FBgn0020546	FBtr0345273						NA
AkaaF3Heat_REP2.mLb.clN_peak_9686	chr3R	31713290	31714038	+	126	NA	promoter-TSS (FBgn0003870)	-promoter-TSS (FBgn0003870)	4389	FBgn0054046	FBgn0054046	FBtr0308935						NA
AkaaF3Heat_REP2.mLb.clN_peak_1954	chr2L	21573308	21573762	+	125	NA	exon (FBgn0032949, exon 1 of 4)	-exon (FBgn0032949, exon 1 of 4)	146	FBgn0032949	FBgn0032949	FBtr0085896						NA
AkaaF3Heat_REP2.mLb.clN_peak_12401	chrX	23221300	23223646	+	125	NA	Intergenic	Intergenic	8021	FBgn0267519	FBgn0267519	FBtr0346895						NA
AkaaF3Heat_REP2.mLb.clN_peak_6429	chr3L	19895447	19895835	+	124	NA	exon (FBgn0052218, exon 1 of 1)	-exon (FBgn0052218, exon 1 of 1)	750	FBgn0052218	FBgn0052218	FBtr0304110						NA
AkaaF3Heat_REP2.mLb.clN_peak_11608	chrX	16149060	16149329	+	124	NA	promoter-TSS (FBgn0285879)	-promoter-TSS (FBgn0285879)	-24862	FBgn0285879	FBgn0285879	FBtr0310301						NA
AkaaF3Heat_REP2.mLb.clN_peak_5966	chr3L	15235389	15235651	+	124	NA	promoter-TSS (FBgn0029114)	-promoter-TSS (FBgn0029114)	-99	FBgn0029114	FBgn0029114	FBtr0075607						NA
AkaaF3Heat_REP2.mLb.clN_peak_8518	chr3R	19321765	19322283	+	124	NA	intron (FBgn0000463, intron 1 of 5)	-intron (FBgn0000463, intron 1 of 5)	4193	FBgn0000463	FBgn0000463	FBtr0304658						NA
AkaaF3Heat_REP2.mLb.clN_peak_8694	chr3R	21446083	21446708	+	124	NA	exon (FBgn0011278, exon 1 of 2)	-exon (FBgn0011278, exon 1 of 2)	142	FBgn0011278	FBgn0011278	FBtr0084091						NA
AkaaF3Heat_REP2.mLb.clN_peak_814	chr2L	8717986	8718500	+	124	NA	intron (FBgn0003209, intron 1 of 8)	-intron (FBgn0003209, intron 1 of 8)	12671	FBgn0032061	FBgn0032061	FBtr0339543						NA
AkaaF3Heat_REP2.mLb.clN_peak_8839	chr3R	23201130	23201298	+	123	NA	promoter-TSS (FBgn0262975)	-promoter-TSS (FBgn0262975)	2820	FBgn0011596	FBgn0011596	FBtr0084399						NA
AkaaF3Heat_REP2.mLb.clN_peak_1960	chr2L	21628686	21630031	+	123	NA	TTS (FBgn0266328)	-TTS (FBgn0266328)	574	FBgn0022893	FBgn0022893	FBtr0085920						NA
AkaaF3Heat_REP2.mLb.clN_peak_2077	chr2R	1526595	1527184	+	123	NA	promoter-TSS (FBgn0267861)	-promoter-TSS (FBgn0267861)	-10059	FBgn0267861	FBgn0267861	FBtr0301121						NA
AkaaF3Heat_REP2.mLb.clN_peak_1613	chr2L	18319842	18320633	+	123	NA	exon (FBgn0000636, exon 1 of 8)	-exon (FBgn0000636, exon 1 of 8)	135	FBgn0000636	FBgn0000636	FBtr0344782						NA
AkaaF3Heat_REP2.mLb.clN_peak_908	chr2L	9782172	9782771	+	123	NA	promoter-TSS (FBgn0032147)	-promoter-TSS (FBgn0032147)	-3775	FBgn0032147	FBgn0032147	FBtr0307204						NA
AkaaF3Heat_REP2.mLb.clN_peak_8224	chr3R	15901280	15901553	+	123	NA	promoter-TSS (FBgn0027657)	-promoter-TSS (FBgn0027657)	3227	FBgn0027657	FBgn0027657	FBtr0344381						NA
AkaaF3Heat_REP2.mLb.clN_peak_12423	chrX	23371020	23372527	+	122	NA	Intergenic	Intergenic	80073	FBgn0267524	FBgn0267524	FBtr0346898						NA
AkaaF3Heat_REP2.mLb.clN_peak_4678	chr3L	1586442	1586856	+	122	NA	promoter-TSS (FBgn0035237)	-promoter-TSS (FBgn0035237)	-45	FBgn0035237	FBgn0035237	FBtr0347066						NA
AkaaF3Heat_REP2.mLb.clN_peak_6890	chr3L	24737990	24739090	+	122	NA	intron (FBgn0287186, intron 3 of 5)	-intron (FBgn0287186, intron 4 of 6)	14378	FBgn0287186	FBgn0287186	FBtr0339923						NA
AkaaF3Heat_REP2.mLb.clN_peak_3494	chr2R	16517081	16517312	+	122	NA	exon (FBgn0011260, exon 2 of 15)	-exon (FBgn0011260, exon 2 of 15)	742	FBgn0011260	FBgn0011260	FBtr0087088						NA
AkaaF3Heat_REP2.mLb.clN_peak_10579	chrX	5560494	5560910	+	122	NA	promoter-TSS (FBgn0263512)	-promoter-TSS (FBgn0263512)	-519	FBgn0263512	FBgn0263512	FBtr0343015						NA
AkaaF3Heat_REP2.mLb.clN_peak_7876	chr3R	12090213	12090889	+	121	NA	promoter-TSS (FBgn0037989)	-promoter-TSS (FBgn0037989)	61	FBgn0037989	FBgn0037989	FBtr0339646						NA
AkaaF3Heat_REP2.mLb.clN_peak_12284	chrX	22514854	22515425	+	121	NA	promoter-TSS (FBgn0031195)	-promoter-TSS (FBgn0031195)	-58	FBgn0031195	FBgn0031195	FBtr0333714						NA
AkaaF3Heat_REP2.mLb.clN_peak_1464	chr2L	16422681	16423218	+	121	NA	intron (FBgn0028523, intron 1 of 3)	-intron (FBgn0028523, intron 1 of 3)	-5065	FBgn0086037	FBgn0086037	FBtr0114313						NA
AkaaF3Heat_REP2.mLb.clN_peak_1099	chr2L	12617899	12618669	+	120	NA	promoter-TSS (FBgn0085424)	-promoter-TSS (FBgn0085424)	-499	FBgn0085424	FBgn0085424	FBtr0342628						NA
AkaaF3Heat_REP2.mLb.clN_peak_1368	chr2L	15339512	15340021	+	120	NA	Intergenic	Intergenic	5900	FBgn0287768	FBgn0287768	FBtr0080734						NA
AkaaF3Heat_REP2.mLb.clN_peak_1021	chr2L	11358509	11358904	+	120	NA	promoter-TSS (FBgn0000287)	-promoter-TSS (FBgn0000287)	-167	FBgn0000287	FBgn0000287	FBtr0307093						NA
AkaaF3Heat_REP2.mLb.clN_peak_5874	chr3L	14476860	14477327	+	120	NA	promoter-TSS (FBgn0087007)	-promoter-TSS (FBgn0087007)	-40732	FBgn0036426	FBgn0036426	FBtr0290282						NA
AkaaF3Heat_REP2.mLb.clN_peak_1273	chr2L	14490166	14491025	+	120	NA	promoter-TSS (FBgn0005771)	-promoter-TSS (FBgn0005771)	-264	FBgn0005771	FBgn0005771	FBtr0080643						NA
AkaaF3Heat_REP2.mLb.clN_peak_12374	chrX	23013132	23013746	+	119	NA	promoter-TSS (FBgn0039966)	-promoter-TSS (FBgn0039966)	-30	FBgn0039966	FBgn0039966	FBtr0336924						NA
AkaaF3Heat_REP2.mLb.clN_peak_12406	chrX	23234300	23234964	+	119	NA	Intergenic	Intergenic	-5086	FBgn0085771	FBgn0085771	FBtr0346896						NA
AkaaF3Heat_REP2.mLb.clN_peak_11411	chrX	14082829	14083022	+	119	NA	Intergenic	Intergenic	12284	FBgn0011974	FBgn0011974	FBtr0073865						NA
AkaaF3Heat_REP2.mLb.clN_peak_505	chr2L	5461200	5461687	+	119	NA	promoter-TSS (FBgn0261963)	-promoter-TSS (FBgn0261963)	-196	FBgn0261963	FBgn0261963	FBtr0079093						NA
AkaaF3Heat_REP2.mLb.clN_peak_5899	chr3L	14706489	14706903	+	118	NA	promoter-TSS (FBgn0259175)	-promoter-TSS (FBgn0259175)	-55	FBgn0259175	FBgn0259175	FBtr0333043						NA
AkaaF3Heat_REP2.mLb.clN_peak_10900	chrX	8757856	8758129	+	118	NA	exon (FBgn0026411, exon 7 of 7)	-exon (FBgn0026411, exon 7 of 7)	27361	FBgn0026411	FBgn0026411	FBtr0071279						NA
AkaaF3Heat_REP2.mLb.clN_peak_6239	chr3L	18063249	18063543	+	118	NA	intron (FBgn0000568, intron 1 of 7)	-intron (FBgn0000568, intron 1 of 7)	6754	FBgn0264748	FBgn0264748	FBtr0334132						NA
AkaaF3Heat_REP2.mLb.clN_peak_9412	chr3R	29556028	29556446	+	118	NA	promoter-TSS (FBgn0000492)	-promoter-TSS (FBgn0000492)	-149	FBgn0000492	FBgn0000492	FBtr0085441						NA
AkaaF3Heat_REP2.mLb.clN_peak_7820	chr3R	11604741	11605014	+	118	NA	promoter-TSS (FBgn0051363)	-promoter-TSS (FBgn0051363)	-14731	FBgn0037918	FBgn0037918	FBtr0082459						NA
AkaaF3Heat_REP2.mLb.clN_peak_1515	chr2L	16881054	16881356	+	118	NA	promoter-TSS (FBgn0032618)	-promoter-TSS (FBgn0032618)	-7	FBgn0032618	FBgn0032618	FBtr0340171						NA
AkaaF3Heat_REP2.mLb.clN_peak_7017	chr3R	4471093	4471765	+	118	NA	promoter-TSS (FBgn0051523)	-promoter-TSS (FBgn0051523)	-150	FBgn0051523	FBgn0051523	FBtr0078936						NA
AkaaF3Heat_REP2.mLb.clN_peak_12118	chrX	20656133	20657699	+	117	NA	promoter-TSS (FBgn0031126)	-promoter-TSS (FBgn0031126)	632	FBgn0267022	FBgn0267022	FBtr0345969						NA
AkaaF3Heat_REP2.mLb.clN_peak_6586	chr3L	21239996	21240442	+	117	NA	promoter-TSS (FBgn0004865)	-promoter-TSS (FBgn0004865)	13610	FBgn0004865	FBgn0004865	FBtr0078307						NA
AkaaF3Heat_REP2.mLb.clN_peak_2258	chr2R	6120360	6120975	+	117	NA	intron (FBgn0000546, intron 4 of 7)	-intron (FBgn0000546, intron 3 of 6)	11174	FBgn0000546	FBgn0000546	FBtr0086008						NA
AkaaF3Heat_REP2.mLb.clN_peak_6589	chr3L	21285924	21286318	+	117	NA	promoter-TSS (FBgn0259785)	-promoter-TSS (FBgn0259785)	22	FBgn0259785	FBgn0259785	FBtr0078336						NA
AkaaF3Heat_REP2.mLb.clN_peak_5200	chr3L	6904094	6904429	+	117	NA	Intergenic	Intergenic	9703	FBgn0041194	FBgn0041194	FBtr0076945						NA
AkaaF3Heat_REP2.mLb.clN_peak_5630	chr3L	11553038	11553591	+	117	NA	promoter-TSS (FBgn0259481)	-promoter-TSS (FBgn0259481)	-8682	FBgn0036173	FBgn0036173	FBtr0333215						NA
AkaaF3Heat_REP2.mLb.clN_peak_3833	chr2R	19826381	19826970	+	116	NA	promoter-TSS (FBgn0034476)	-promoter-TSS (FBgn0034476)	97	FBgn0034476	FBgn0034476	FBtr0086336						NA
AkaaF3Heat_REP2.mLb.clN_peak_6920	chr3L	27076474	27077479	+	116	NA	Intergenic	Intergenic	6930	FBgn0063670	FBgn0063670	FBtr0333872						NA
AkaaF3Heat_REP2.mLb.clN_peak_4777	chr3L	2489983	2490319	+	116	NA	promoter-TSS (FBgn0035346)	-promoter-TSS (FBgn0035346)	-449	FBgn0035346	FBgn0035346	FBtr0344219						NA
AkaaF3Heat_REP2.mLb.clN_peak_5847	chr3L	14274085	14274519	+	115	NA	promoter-TSS (FBgn0001085)	-promoter-TSS (FBgn0001085)	-41	FBgn0001085	FBgn0001085	FBtr0330102						NA
AkaaF3Heat_REP2.mLb.clN_peak_11936	chrX	19153022	19153896	+	115	NA	promoter-TSS (FBgn0261461)	-promoter-TSS (FBgn0261461)	13623	FBgn0261461	FBgn0261461	FBtr0339261						NA
