PeakID (cmd=annotatePeaks.pl ManzF6HSan_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6HSan_REP1.mLb.clN_peak_17866	chrX	18511994	18512665	+	326	NA	promoter-TSS (FBgn0030932)	-promoter-TSS (FBgn0030932)	8	FBgn0030932	FBgn0030932	FBtr0074622						NA
ManzF6HSan_REP1.mLb.clN_peak_6421	chr2R	21645734	21646962	+	326	NA	exon (FBgn0034644, exon 1 of 8)	-exon (FBgn0034644, exon 1 of 8)	5638	FBgn0050284	FBgn0050284	FBtr0071684						NA
ManzF6HSan_REP1.mLb.clN_peak_5657	chr2R	16856135	16857451	+	325	NA	promoter-TSS (FBgn0263462)	-promoter-TSS (FBgn0263462)	573	FBgn0026533	FBgn0026533	FBtr0332946						NA
ManzF6HSan_REP1.mLb.clN_peak_11058	chr3R	6007368	6008698	+	325	NA	promoter-TSS (FBgn0003261)	-promoter-TSS (FBgn0003261)	546	FBgn0003261	FBgn0003261	FBtr0309322						NA
ManzF6HSan_REP1.mLb.clN_peak_12882	chr3R	19568830	19569718	+	324	NA	promoter-TSS (FBgn0260003)	-promoter-TSS (FBgn0260003)	-16922	FBgn0065080	FBgn0065080	FBtr0091611						NA
ManzF6HSan_REP1.mLb.clN_peak_1225	chr2L	9176062	9176959	+	324	NA	intron (FBgn0041092, intron 1 of 13)	-intron (FBgn0041092, intron 1 of 14)	9732	FBgn0041092	FBgn0041092	FBtr0304974						NA
ManzF6HSan_REP1.mLb.clN_peak_16025	chrX	5901560	5902313	+	324	NA	promoter-TSS (FBgn0000042)	-promoter-TSS (FBgn0000042)	1075	FBgn0000042	FBgn0000042	FBtr0345894						NA
ManzF6HSan_REP1.mLb.clN_peak_11253	chr3R	7473556	7476046	+	324	NA	exon (FBgn0065099, exon 1 of 1)	-exon (FBgn0065099, exon 1 of 1)	195	FBgn0065099	FBgn0065099	FBtr0091929						NA
ManzF6HSan_REP1.mLb.clN_peak_9511	chr3L	17486805	17487706	+	324	NA	promoter-TSS (FBgn0036732)	-promoter-TSS (FBgn0036732)	-379	FBgn0036732	FBgn0036732	FBtr0345118						NA
ManzF6HSan_REP1.mLb.clN_peak_12464	chr3R	16224287	16224990	+	322	NA	TTS (FBgn0267203)	-TTS (FBgn0267203)	1243	FBgn0267203	FBgn0267203	FBtr0346358						NA
ManzF6HSan_REP1.mLb.clN_peak_18098	chrX	19750697	19751488	+	321	NA	TTS (FBgn0031068)	-TTS (FBgn0031068)	322	FBgn0031069	FBgn0031069	FBtr0335157						NA
ManzF6HSan_REP1.mLb.clN_peak_3308	chr2R	6171186	6172212	+	321	NA	promoter-TSS (FBgn0050316)	-promoter-TSS (FBgn0050316)	12	FBgn0050316	FBgn0050316	FBtr0085986						NA
ManzF6HSan_REP1.mLb.clN_peak_15894	chrX	4929949	4931302	+	321	NA	promoter-TSS (FBgn0266000)	-promoter-TSS (FBgn0266000)	-637	FBgn0266000	FBgn0266000	FBtr0343137						NA
ManzF6HSan_REP1.mLb.clN_peak_14729	chr4	359767	360950	+	320	NA	exon (FBgn0039904, exon 1 of 14)	-exon (FBgn0039904, exon 1 of 14)	420	FBgn0039904	FBgn0039904	FBtr0345284						NA
ManzF6HSan_REP1.mLb.clN_peak_18012	chrX	19297772	19299076	+	320	NA	promoter-TSS (FBgn0031011)	-promoter-TSS (FBgn0031011)	3449	FBgn0065084	FBgn0065084	FBtr0091699						NA
ManzF6HSan_REP1.mLb.clN_peak_6092	chr2R	19414388	19415687	+	319	NA	promoter-TSS (FBgn0050326)	-promoter-TSS (FBgn0050326)	192	FBgn0050225	FBgn0050225	FBtr0086527						NA
ManzF6HSan_REP1.mLb.clN_peak_6600	chr2R	22678067	22678719	+	318	NA	Intergenic	Intergenic	-4698	FBgn0265982	FBgn0265982	FBtr0343004						NA
ManzF6HSan_REP1.mLb.clN_peak_11207	chr3R	7000620	7001249	+	318	NA	exon (FBgn0267559, exon 1 of 1)	-exon (FBgn0267559, exon 1 of 1)	442	FBgn0267559	FBgn0267559	FBtr0346969						NA
ManzF6HSan_REP1.mLb.clN_peak_18081	chrX	19682812	19684294	+	317	NA	promoter-TSS (FBgn0031057)	-promoter-TSS (FBgn0031057)	-35	FBgn0043903	FBgn0043903	FBtr0074756						NA
ManzF6HSan_REP1.mLb.clN_peak_16585	chrX	9515556	9515749	+	317	NA	intron (FBgn0267253, intron 1 of 2)	-intron (FBgn0267253, intron 1 of 2)	4128	FBgn0054028	FBgn0054028	FBtr0100083						NA
ManzF6HSan_REP1.mLb.clN_peak_8631	chr3L	10897842	10899471	+	317	NA	promoter-TSS (FBgn0036111)	-promoter-TSS (FBgn0036111)	467	FBgn0036111	FBgn0036111	FBtr0076252						NA
ManzF6HSan_REP1.mLb.clN_peak_8584	chr3L	10631032	10631347	+	316	NA	promoter-TSS (FBgn0001179)	-promoter-TSS (FBgn0001179)	110	FBgn0054001	FBgn0054001	FBtr0334066						NA
ManzF6HSan_REP1.mLb.clN_peak_7339	chr3L	1400994	1401971	+	315	NA	promoter-TSS (FBgn0011854)	-promoter-TSS (FBgn0011854)	42	FBgn0011854	FBgn0011854	FBtr0072690						NA
ManzF6HSan_REP1.mLb.clN_peak_16477	chrX	8891378	8892018	+	315	NA	exon (FBgn0011661, exon 1 of 7)	-exon (FBgn0011661, exon 1 of 7)	6634	FBgn0011661	FBgn0011661	FBtr0331601						NA
ManzF6HSan_REP1.mLb.clN_peak_9673	chr3L	18758981	18759624	+	314	NA	intron (FBgn0001078, intron 1 of 7)	-intron (FBgn0001078, intron 3 of 9)	-5217	FBgn0267600	FBgn0267600	FBtr0347046						NA
ManzF6HSan_REP1.mLb.clN_peak_12101	chr3R	13714929	13715503	+	314	NA	promoter-TSS (FBgn0085412)	-promoter-TSS (FBgn0085412)	-1012	FBgn0054044	FBgn0054044	FBtr0308934						NA
ManzF6HSan_REP1.mLb.clN_peak_7899	chr3L	5184115	5185268	+	314	NA	exon (FBgn0052423, exon 1 of 9)	-exon (FBgn0052423, exon 1 of 9)	106	FBgn0052423	FBgn0052423	FBtr0308859						NA
ManzF6HSan_REP1.mLb.clN_peak_17645	chrX	17076581	17078106	+	313	NA	exon (FBgn0030812, exon 2 of 15)	-exon (FBgn0030812, exon 2 of 15)	554	FBgn0030812	FBgn0030812	FBtr0330596						NA
ManzF6HSan_REP1.mLb.clN_peak_12467	chr3R	16235324	16237623	+	313	NA	intron (FBgn0040071, intron 1 of 1)	-intron (FBgn0040071, intron 1 of 1)	-6343	FBgn0040071	FBgn0040071	FBtr0083258						NA
ManzF6HSan_REP1.mLb.clN_peak_10754	chr3R	4659171	4660289	+	312	NA	TTS (FBgn0265039)	-TTS (FBgn0265039)	151	FBgn0263346	FBgn0263346	FBtr0308857						NA
ManzF6HSan_REP1.mLb.clN_peak_10493	chr3L	24674473	24674838	+	311	NA	Intergenic	Intergenic	-49507	FBgn0287186	FBgn0287186	FBtr0339923						NA
ManzF6HSan_REP1.mLb.clN_peak_8697	chr3L	11291918	11292588	+	309	NA	intron (FBgn0036152, intron 1 of 3)	-intron (FBgn0036152, intron 1 of 2)	3666	FBgn0036152	FBgn0036152	FBtr0333389						NA
ManzF6HSan_REP1.mLb.clN_peak_4326	chr2R	10437154	10438539	+	308	NA	promoter-TSS (FBgn0001122)	-promoter-TSS (FBgn0001122)	-464	FBgn0033523	FBgn0033523	FBtr0330615						NA
ManzF6HSan_REP1.mLb.clN_peak_4281	chr2R	10270920	10272115	+	308	NA	promoter-TSS (FBgn0033504)	-promoter-TSS (FBgn0033504)	5446	FBgn0033502	FBgn0033502	FBtr0310142						NA
ManzF6HSan_REP1.mLb.clN_peak_8458	chr3L	9401129	9402535	+	308	NA	promoter-TSS (FBgn0015218)	-promoter-TSS (FBgn0015218)	628	FBgn0015218	FBgn0015218	FBtr0076488						NA
ManzF6HSan_REP1.mLb.clN_peak_10298	chr3L	22406891	22408567	+	307	NA	promoter-TSS (FBgn0267624)	-promoter-TSS (FBgn0267624)	134	FBgn0004449	FBgn0004449	FBtr0330159						NA
ManzF6HSan_REP1.mLb.clN_peak_9676	chr3L	18765498	18766168	+	307	NA	promoter-TSS (FBgn0001078)	-promoter-TSS (FBgn0001078)	-89	FBgn0001078	FBgn0001078	FBtr0075086						NA
ManzF6HSan_REP1.mLb.clN_peak_17212	chrX	13986393	13986854	+	307	NA	promoter-TSS (FBgn0267033)	-promoter-TSS (FBgn0267033)	2208	FBgn0267033	FBgn0267033	FBtr0346006						NA
ManzF6HSan_REP1.mLb.clN_peak_16253	chrX	7306110	7308252	+	305	NA	promoter-TSS (FBgn0024250)	-promoter-TSS (FBgn0024250)	-758	FBgn0024250	FBgn0024250	FBtr0071048						NA
ManzF6HSan_REP1.mLb.clN_peak_16991	chrX	12582875	12583343	+	305	NA	promoter-TSS (FBgn0030400)	-promoter-TSS (FBgn0030400)	84	FBgn0030400	FBgn0030400	FBtr0331718						NA
ManzF6HSan_REP1.mLb.clN_peak_16755	chrX	10744054	10745660	+	305	NA	promoter-TSS (FBgn0003204)	-promoter-TSS (FBgn0003204)	86	FBgn0052676	FBgn0052676	FBtr0333017						NA
ManzF6HSan_REP1.mLb.clN_peak_2034	chr2L	16601479	16602015	+	304	NA	promoter-TSS (FBgn0259735)	-promoter-TSS (FBgn0259735)	-80	FBgn0259735	FBgn0259735	FBtr0335497						NA
ManzF6HSan_REP1.mLb.clN_peak_11314	chr3R	7967804	7968191	+	304	NA	promoter-TSS (FBgn0000504)	-promoter-TSS (FBgn0000504)	-589	FBgn0000504	FBgn0000504	FBtr0339710						NA
ManzF6HSan_REP1.mLb.clN_peak_14199	chr3R	29556054	29556488	+	303	NA	promoter-TSS (FBgn0000492)	-promoter-TSS (FBgn0000492)	-115	FBgn0000492	FBgn0000492	FBtr0085441						NA
ManzF6HSan_REP1.mLb.clN_peak_16841	chrX	11389621	11390735	+	302	NA	promoter-TSS (FBgn0001624)	-promoter-TSS (FBgn0001624)	-19769	FBgn0030296	FBgn0030296	FBtr0309222						NA
ManzF6HSan_REP1.mLb.clN_peak_12961	chr3R	20261131	20262258	+	302	NA	intron (FBgn0262582, intron 1 of 17)	-intron (FBgn0262582, intron 2 of 18)	-22603	FBgn0267710	FBgn0267710	FBtr0347250						NA
ManzF6HSan_REP1.mLb.clN_peak_11735	chr3R	10614208	10614830	+	301	NA	promoter-TSS (FBgn0001235)	-promoter-TSS (FBgn0001235)	-243	FBgn0001235	FBgn0001235	FBtr0100454						NA
ManzF6HSan_REP1.mLb.clN_peak_47	chr2L	221451	223094	+	301	NA	promoter-TSS (FBgn0266557)	-promoter-TSS (FBgn0266557)	-1247	FBgn0265153	FBgn0265153	FBtr0336985						NA
ManzF6HSan_REP1.mLb.clN_peak_1670	chr2L	12529460	12530036	+	301	NA	intron (FBgn0259176, intron 5 of 7)	-intron (FBgn0259176, intron 5 of 7)	11154	FBgn0259176	FBgn0259176	FBtr0300521						NA
ManzF6HSan_REP1.mLb.clN_peak_11779	chr3R	11156746	11157500	+	300	NA	promoter-TSS (FBgn0040259)	-promoter-TSS (FBgn0040259)	25	FBgn0040259	FBgn0040259	FBtr0082338						NA
ManzF6HSan_REP1.mLb.clN_peak_12831	chr3R	19226398	19226745	+	299	NA	promoter-TSS (FBgn0267975)	-promoter-TSS (FBgn0267975)	-13	FBgn0267975	FBgn0267975	FBtr0310064						NA
ManzF6HSan_REP1.mLb.clN_peak_816	chr2L	6323652	6324700	+	298	NA	TTS (FBgn0053531)	-TTS (FBgn0053531)	409	FBgn0265778	FBgn0265778	FBtr0333242						NA
ManzF6HSan_REP1.mLb.clN_peak_10991	chr3R	5599621	5601503	+	298	NA	promoter-TSS (FBgn0250753)	-promoter-TSS (FBgn0250753)	-871	FBgn0037347	FBgn0037347	FBtr0333278						NA
ManzF6HSan_REP1.mLb.clN_peak_9302	chr3L	16164013	16165529	+	297	NA	promoter-TSS (FBgn0036576)	-promoter-TSS (FBgn0036576)	5335	FBgn0053796	FBgn0053796	FBtr0091800						NA
ManzF6HSan_REP1.mLb.clN_peak_11575	chr3R	9550504	9552025	+	296	NA	promoter-TSS (FBgn0037707)	-promoter-TSS (FBgn0037707)	74	FBgn0037705	FBgn0037705	FBtr0082117						NA
ManzF6HSan_REP1.mLb.clN_peak_4893	chr2R	13042098	13042547	+	296	NA	Intergenic	Intergenic	4934	FBgn0033788	FBgn0033788	FBtr0345360						NA
ManzF6HSan_REP1.mLb.clN_peak_12476	chr3R	16280023	16281381	+	296	NA	promoter-TSS (FBgn0250823)	-promoter-TSS (FBgn0250823)	-187	FBgn0250823	FBgn0250823	FBtr0330041						NA
ManzF6HSan_REP1.mLb.clN_peak_17759	chrX	17768008	17769540	+	295	NA	exon (FBgn0024184, exon 1 of 4)	-exon (FBgn0024184, exon 1 of 4)	205	FBgn0024184	FBgn0024184	FBtr0340627						NA
ManzF6HSan_REP1.mLb.clN_peak_9610	chr3L	18062890	18063597	+	295	NA	intron (FBgn0000568, intron 1 of 7)	-intron (FBgn0000568, intron 1 of 7)	6907	FBgn0264748	FBgn0264748	FBtr0334132						NA
ManzF6HSan_REP1.mLb.clN_peak_630	chr2L	4996699	4998214	+	295	NA	promoter-TSS (FBgn0053113)	-promoter-TSS (FBgn0053113)	7472	FBgn0053113	FBgn0053113	FBtr0301538						NA
ManzF6HSan_REP1.mLb.clN_peak_12857	chr3R	19321662	19322461	+	295	NA	intron (FBgn0000463, intron 1 of 5)	-intron (FBgn0000463, intron 1 of 5)	4156	FBgn0000463	FBgn0000463	FBtr0304658						NA
ManzF6HSan_REP1.mLb.clN_peak_16988	chrX	12574583	12575732	+	295	NA	intron (FBgn0030400, intron 1 of 3)	-intron (FBgn0030400, intron 1 of 3)	8036	FBgn0030400	FBgn0030400	FBtr0331718						NA
ManzF6HSan_REP1.mLb.clN_peak_5080	chr2R	13953634	13954373	+	294	NA	promoter-TSS (FBgn0262739)	-promoter-TSS (FBgn0262739)	-192	FBgn0050481	FBgn0050481	FBtr0100285						NA
ManzF6HSan_REP1.mLb.clN_peak_9107	chr3L	14550705	14551754	+	294	NA	promoter-TSS (FBgn0036428)	-promoter-TSS (FBgn0036428)	-254	FBgn0036428	FBgn0036428	FBtr0333037						NA
ManzF6HSan_REP1.mLb.clN_peak_16098	chrX	6346939	6347340	+	293	NA	promoter-TSS (FBgn0029867)	-promoter-TSS (FBgn0029867)	36	FBgn0029867	FBgn0029867	FBtr0070905						NA
ManzF6HSan_REP1.mLb.clN_peak_17017	chrX	12715904	12716348	+	293	NA	intron (FBgn0265523, intron 3 of 10)	-intron (FBgn0265523, intron 2 of 9)	2334	FBgn0264678	FBgn0264678	FBtr0333774						NA
ManzF6HSan_REP1.mLb.clN_peak_10029	chr3L	21014418	21014953	+	293	NA	intron (FBgn0003415, intron 2 of 12)	-intron (FBgn0003415, intron 2 of 12)	-8165	FBgn0263486	FBgn0263486	FBtr0309785						NA
ManzF6HSan_REP1.mLb.clN_peak_17218	chrX	14014705	14016172	+	292	NA	promoter-TSS (FBgn0011976)	-promoter-TSS (FBgn0011976)	-7	FBgn0011976	FBgn0011976	FBtr0073859						NA
ManzF6HSan_REP1.mLb.clN_peak_8942	chr3L	13044364	13045428	+	291	NA	TTS (FBgn0011284)	-TTS (FBgn0011284)	258	FBgn0036341	FBgn0036341	FBtr0332076						NA
ManzF6HSan_REP1.mLb.clN_peak_17373	chrX	15332960	15334163	+	291	NA	promoter-TSS (FBgn0026428)	-promoter-TSS (FBgn0026428)	251	FBgn0026428	FBgn0026428	FBtr0330405						NA
ManzF6HSan_REP1.mLb.clN_peak_10800	chr3R	4820459	4821640	+	291	NA	exon (FBgn0037282, exon 1 of 3)	-exon (FBgn0037282, exon 1 of 3)	383	FBgn0037282	FBgn0037282	FBtr0334901						NA
ManzF6HSan_REP1.mLb.clN_peak_16181	chrX	6861450	6861893	+	290	NA	exon (FBgn0267087, exon 1 of 1)	-exon (FBgn0267087, exon 1 of 1)	1332	FBgn0267087	FBgn0267087	FBtr0346094						NA
ManzF6HSan_REP1.mLb.clN_peak_10067	chr3L	21239885	21240433	+	290	NA	promoter-TSS (FBgn0004865)	-promoter-TSS (FBgn0004865)	13550	FBgn0004865	FBgn0004865	FBtr0078307						NA
ManzF6HSan_REP1.mLb.clN_peak_12921	chr3R	19836648	19837177	+	289	NA	promoter-TSS (FBgn0014135)	-promoter-TSS (FBgn0014135)	-95	FBgn0014135	FBgn0014135	FBtr0344549						NA
ManzF6HSan_REP1.mLb.clN_peak_5712	chr2R	17265027	17266214	+	289	NA	exon (FBgn0265487, exon 1 of 4)	-exon (FBgn0265487, exon 1 of 4)	3281	FBgn0267659	FBgn0267659	FBtr0347117						NA
ManzF6HSan_REP1.mLb.clN_peak_762	chr2L	5943556	5945027	+	289	NA	promoter-TSS (FBgn0261055)	-promoter-TSS (FBgn0261055)	648	FBgn0001128	FBgn0001128	FBtr0333230						NA
ManzF6HSan_REP1.mLb.clN_peak_6764	chr2R	23666644	23667569	+	288	NA	promoter-TSS (FBgn0266377)	-promoter-TSS (FBgn0266377)	1812	FBgn0266377	FBgn0266377	FBtr0344181						NA
ManzF6HSan_REP1.mLb.clN_peak_9086	chr3L	14409461	14411017	+	288	NA	promoter-TSS (FBgn0003459)	-promoter-TSS (FBgn0003459)	-300	FBgn0003459	FBgn0003459	FBtr0333042						NA
ManzF6HSan_REP1.mLb.clN_peak_9620	chr3L	18105482	18106831	+	288	NA	promoter-TSS (FBgn0036774)	-promoter-TSS (FBgn0036774)	-7	FBgn0036773	FBgn0036773	FBtr0333698						NA
ManzF6HSan_REP1.mLb.clN_peak_6127	chr2R	19668931	19669904	+	288	NA	promoter-TSS (FBgn0015949)	-promoter-TSS (FBgn0015949)	415	FBgn0015949	FBgn0015949	FBtr0111010						NA
ManzF6HSan_REP1.mLb.clN_peak_15686	chrX	3676702	3678446	+	288	NA	intron (FBgn0023215, intron 1 of 8)	-intron (FBgn0023215, intron 1 of 8)	-6072	FBgn0023216	FBgn0023216	FBtr0307280						NA
ManzF6HSan_REP1.mLb.clN_peak_17023	chrX	12733917	12736467	+	288	NA	intron (FBgn0265523, intron 2 of 10)	-intron (FBgn0265523, intron 1 of 9)	7252	FBgn0265523	FBgn0265523	FBtr0333765						NA
ManzF6HSan_REP1.mLb.clN_peak_9458	chr3L	16969643	16970380	+	288	NA	promoter-TSS (FBgn0261547)	-promoter-TSS (FBgn0261547)	-2	FBgn0261547	FBgn0261547	FBtr0302651						NA
ManzF6HSan_REP1.mLb.clN_peak_2620	chr2L	21236861	21238312	+	288	NA	promoter-TSS (FBgn0051626)	-promoter-TSS (FBgn0051626)	336	FBgn0261239	FBgn0261239	FBtr0081481						NA
ManzF6HSan_REP1.mLb.clN_peak_17975	chrX	19153076	19154509	+	286	NA	promoter-TSS (FBgn0261461)	-promoter-TSS (FBgn0261461)	13290	FBgn0261461	FBgn0261461	FBtr0339261						NA
ManzF6HSan_REP1.mLb.clN_peak_4589	chr2R	11629611	11630293	+	286	NA	intron (FBgn0033638, intron 1 of 7)	-intron (FBgn0033638, intron 1 of 7)	-10929	FBgn0086712	FBgn0086712	FBtr0088090						NA
ManzF6HSan_REP1.mLb.clN_peak_12916	chr3R	19802271	19803191	+	285	NA	promoter-TSS (FBgn0051471)	-promoter-TSS (FBgn0051471)	41	FBgn0051471	FBgn0051471	FBtr0083794						NA
ManzF6HSan_REP1.mLb.clN_peak_16502	chrX	9029911	9030570	+	285	NA	promoter-TSS (FBgn0259734)	-promoter-TSS (FBgn0259734)	35	FBgn0259734	FBgn0259734	FBtr0343357						NA
ManzF6HSan_REP1.mLb.clN_peak_10536	chr3L	27076037	27077517	+	285	NA	Intergenic	Intergenic	7129	FBgn0063670	FBgn0063670	FBtr0333872						NA
ManzF6HSan_REP1.mLb.clN_peak_306	chr2L	2201947	2203624	+	284	NA	TTS (FBgn0051668)	-TTS (FBgn0051668)	3381	FBgn0051668	FBgn0051668	FBtr0307523						NA
ManzF6HSan_REP1.mLb.clN_peak_14201	chr3R	29591645	29592642	+	283	NA	promoter-TSS (FBgn0086361)	-promoter-TSS (FBgn0086361)	312	FBgn0086361	FBgn0086361	FBtr0085444						NA
ManzF6HSan_REP1.mLb.clN_peak_12299	chr3R	15130782	15132053	+	282	NA	intron (FBgn0261859, intron 1 of 9)	-intron (FBgn0261859, intron 1 of 9)	509	FBgn0261859	FBgn0261859	FBtr0303486						NA
ManzF6HSan_REP1.mLb.clN_peak_15516	chrX	2447674	2448456	+	282	NA	promoter-TSS (FBgn0040388)	-promoter-TSS (FBgn0040388)	109	FBgn0004050	FBgn0004050	FBtr0331161						NA
ManzF6HSan_REP1.mLb.clN_peak_3325	chr2R	6235003	6236340	+	282	NA	exon (FBgn0263144, exon 3 of 7)	-exon (FBgn0263144, exon 3 of 7)	-9841	FBgn0286511	FBgn0286511	FBtr0336520						NA
ManzF6HSan_REP1.mLb.clN_peak_4531	chr2R	11383518	11384649	+	281	NA	promoter-TSS (FBgn0033631)	-promoter-TSS (FBgn0033631)	31	FBgn0033631	FBgn0033631	FBtr0433531						NA
ManzF6HSan_REP1.mLb.clN_peak_6577	chr2R	22569186	22570599	+	281	NA	intron (FBgn0260866, intron 1 of 3)	-intron (FBgn0260866, intron 1 of 3)	7585	FBgn0034737	FBgn0034737	FBtr0071836						NA
ManzF6HSan_REP1.mLb.clN_peak_12713	chr3R	18396871	18397997	+	281	NA	promoter-TSS (FBgn0028670)	-promoter-TSS (FBgn0028670)	439	FBgn0264751	FBgn0264751	FBtr0334145						NA
ManzF6HSan_REP1.mLb.clN_peak_1639	chr2L	12365957	12366661	+	280	NA	promoter-TSS (FBgn0262475)	-promoter-TSS (FBgn0262475)	9868	FBgn0032424	FBgn0032424	FBtr0080354						NA
ManzF6HSan_REP1.mLb.clN_peak_16276	chrX	7607979	7608579	+	280	NA	promoter-TSS (FBgn0004198)	-promoter-TSS (FBgn0004198)	-149	FBgn0004198	FBgn0004198	FBtr0331733						NA
ManzF6HSan_REP1.mLb.clN_peak_9928	chr3L	20400704	20401838	+	280	NA	exon (FBgn0028978, exon 1 of 2)	-exon (FBgn0028978, exon 1 of 2)	338	FBgn0028978	FBgn0028978	FBtr0078235						NA
ManzF6HSan_REP1.mLb.clN_peak_508	chr2L	3771094	3772207	+	280	NA	promoter-TSS (FBgn0004893)	-promoter-TSS (FBgn0004893)	-270	FBgn0004893	FBgn0004893	FBtr0307029						NA
ManzF6HSan_REP1.mLb.clN_peak_14694	chr4	205676	206243	+	280	NA	promoter-TSS (FBgn0051998)	-promoter-TSS (FBgn0051998)	-14	FBgn0051998	FBgn0051998	FBtr0089145						NA
ManzF6HSan_REP1.mLb.clN_peak_5946	chr2R	18638466	18639996	+	280	NA	promoter-TSS (FBgn0050227)	-promoter-TSS (FBgn0050227)	39	FBgn0050122	FBgn0050122	FBtr0300924						NA
ManzF6HSan_REP1.mLb.clN_peak_4051	chr2R	9307427	9308977	+	280	NA	exon (FBgn0033402, exon 1 of 5)	-exon (FBgn0033402, exon 1 of 5)	186	FBgn0033402	FBgn0033402	FBtr0333000						NA
ManzF6HSan_REP1.mLb.clN_peak_7135	chr3L	319015	320193	+	279	NA	exon (FBgn0004373, exon 1 of 12)	-exon (FBgn0004373, exon 1 of 12)	280	FBgn0004373	FBgn0004373	FBtr0332841						NA
ManzF6HSan_REP1.mLb.clN_peak_18448	chrX	23455591	23456239	+	279	NA	Intergenic	Intergenic	164215	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF6HSan_REP1.mLb.clN_peak_14816	chr4	695107	696118	+	279	NA	exon (FBgn0026199, exon 1 of 4)	-exon (FBgn0026199, exon 1 of 4)	443	FBgn0026199	FBgn0026199	FBtr0089095						NA
ManzF6HSan_REP1.mLb.clN_peak_11338	chr3R	8105015	8107173	+	279	NA	promoter-TSS (FBgn0243512)	-promoter-TSS (FBgn0243512)	-394	FBgn0243512	FBgn0243512	FBtr0339722						NA
ManzF6HSan_REP1.mLb.clN_peak_9975	chr3L	20730030	20730879	+	279	NA	promoter-TSS (FBgn0037016)	-promoter-TSS (FBgn0037016)	-137	FBgn0037016	FBgn0037016	FBtr0078245						NA
ManzF6HSan_REP1.mLb.clN_peak_17032	chrX	12760298	12760773	+	278	NA	promoter-TSS (FBgn0020513)	-promoter-TSS (FBgn0020513)	82	FBgn0020513	FBgn0020513	FBtr0333799						NA
ManzF6HSan_REP1.mLb.clN_peak_17134	chrX	13563533	13564351	+	278	NA	TTS (FBgn0052633)	-TTS (FBgn0052633)	119	FBgn0086674	FBgn0086674	FBtr0330399						NA
ManzF6HSan_REP1.mLb.clN_peak_15763	chrX	4116776	4117704	+	278	NA	promoter-TSS (FBgn0026083)	-promoter-TSS (FBgn0026083)	-291	FBgn0026080	FBgn0026080	FBtr0070668						NA
ManzF6HSan_REP1.mLb.clN_peak_5892	chr2R	18355680	18358067	+	278	NA	exon (FBgn0285917, exon 1 of 13)	-exon (FBgn0285917, exon 1 of 13)	423	FBgn0285917	FBgn0285917	FBtr0301550						NA
ManzF6HSan_REP1.mLb.clN_peak_4286	chr2R	10302722	10303671	+	278	NA	promoter-TSS (FBgn0033504)	-intron (FBgn0033504, intron 1 of 5)	6598	FBgn0028426	FBgn0028426	FBtr0088360						NA
ManzF6HSan_REP1.mLb.clN_peak_771	chr2L	5979939	5982738	+	277	NA	promoter-TSS (FBgn0001942)	-promoter-TSS (FBgn0001942)	-1237	FBgn0000308	FBgn0000308	FBtr0079236						NA
ManzF6HSan_REP1.mLb.clN_peak_7910	chr3L	5276675	5278336	+	276	NA	intron (FBgn0052423, intron 1 of 11)	-intron (FBgn0052423, intron 1 of 10)	38946	FBgn0267305	FBgn0267305	FBtr0346561						NA
ManzF6HSan_REP1.mLb.clN_peak_17097	chrX	13277232	13279055	+	274	NA	intron (FBgn0041210, intron 1 of 12)	-intron (FBgn0041210, intron 2 of 13)	7489	FBgn0041210	FBgn0041210	FBtr0333334						NA
ManzF6HSan_REP1.mLb.clN_peak_10611	chr3R	3146109	3146280	+	274	NA	intron (FBgn0267430, intron 8 of 20)	-intron (FBgn0267430, intron 8 of 20)	117388	FBgn0267430	FBgn0267430	FBtr0445191						NA
ManzF6HSan_REP1.mLb.clN_peak_2087	chr2L	16824713	16825253	+	273	NA	exon (FBgn0022213, exon 1 of 7)	-exon (FBgn0022213, exon 1 of 7)	224	FBgn0022213	FBgn0022213	FBtr0080930						NA
ManzF6HSan_REP1.mLb.clN_peak_14194	chr3R	29493211	29493589	+	273	NA	promoter-TSS (FBgn0039666)	-promoter-TSS (FBgn0039666)	118	FBgn0039665	FBgn0039665	FBtr0085433						NA
ManzF6HSan_REP1.mLb.clN_peak_18347	chrX	22454831	22456969	+	273	NA	promoter-TSS (FBgn0031187)	-promoter-TSS (FBgn0031187)	-478	FBgn0266848	FBgn0266848	FBtr0339498						NA
ManzF6HSan_REP1.mLb.clN_peak_10362	chr3L	22835133	22836044	+	272	NA	promoter-TSS (FBgn0027339)	-promoter-TSS (FBgn0027339)	-1480	FBgn0037195	FBgn0037195	FBtr0078546						NA
ManzF6HSan_REP1.mLb.clN_peak_4498	chr2R	11202306	11205151	+	272	NA	promoter-TSS (FBgn0003396)	-promoter-TSS (FBgn0003396)	15513	FBgn0033582	FBgn0033582	FBtr0339485						NA
