PeakID (cmd=annotatePeaks.pl AkaaF3Heat_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Heat_REP3.mLb.clN_peak_387	chr2L	3580600	3581144	+	132	NA	promoter-TSS (FBgn0004892)	-promoter-TSS (FBgn0004892)	-103	FBgn0004892	FBgn0004892	FBtr0077558						NA
AkaaF3Heat_REP3.mLb.clN_peak_7030	chr3L	16969724	16970164	+	131	NA	promoter-TSS (FBgn0261547)	-promoter-TSS (FBgn0261547)	-69	FBgn0261547	FBgn0261547	FBtr0302651						NA
AkaaF3Heat_REP3.mLb.clN_peak_11414	chrX	1134118	1135544	+	131	NA	promoter-TSS (FBgn0040397)	-promoter-TSS (FBgn0040397)	65	FBgn0040397	FBgn0040397	FBtr0331340						NA
AkaaF3Heat_REP3.mLb.clN_peak_6724	chr3L	14176838	14178167	+	131	NA	promoter-TSS (FBgn0000411)	-promoter-TSS (FBgn0000411)	1118	FBgn0000411	FBgn0000411	FBtr0333036						NA
AkaaF3Heat_REP3.mLb.clN_peak_7792	chr3L	22773351	22774687	+	130	NA	promoter-TSS (FBgn0052451)	-promoter-TSS (FBgn0052451)	483	FBgn0052451	FBgn0052451	FBtr0078533						NA
AkaaF3Heat_REP3.mLb.clN_peak_3672	chr2R	13925330	13925737	+	130	NA	promoter-TSS (FBgn0013733)	-promoter-TSS (FBgn0013733)	-14587	FBgn0013733	FBgn0013733	FBtr0304850						NA
AkaaF3Heat_REP3.mLb.clN_peak_9424	chr3R	16948615	16948856	+	129	NA	intron (FBgn0000015, intron 1 of 6)	-intron (FBgn0000015, intron 1 of 6)	-3172	FBgn0278597	FBgn0278597	FBtr0415462						NA
AkaaF3Heat_REP3.mLb.clN_peak_7822	chr3L	22945080	22945903	+	129	NA	promoter-TSS (FBgn0037207)	-promoter-TSS (FBgn0037207)	-504	FBgn0037207	FBgn0037207	FBtr0078563						NA
AkaaF3Heat_REP3.mLb.clN_peak_11065	chr3R	31985435	31985910	+	128	NA	promoter-TSS (FBgn0011224)	-promoter-TSS (FBgn0011224)	-1177	FBgn0039886	FBgn0039886	FBtr0085871						NA
AkaaF3Heat_REP3.mLb.clN_peak_11550	chrX	2049368	2050556	+	128	NA	exon (FBgn0025631, exon 1 of 5)	-exon (FBgn0025631, exon 1 of 5)	-1567	FBgn0025631	FBgn0025631	FBtr0303045						NA
AkaaF3Heat_REP3.mLb.clN_peak_194	chr2L	1669682	1669970	+	128	NA	intron (FBgn0086758, intron 1 of 5)	-intron (FBgn0086758, intron 2 of 6)	18568	FBgn0086758	FBgn0086758	FBtr0303934						NA
AkaaF3Heat_REP3.mLb.clN_peak_13440	chrX	19153076	19153939	+	128	NA	promoter-TSS (FBgn0261461)	-promoter-TSS (FBgn0261461)	13575	FBgn0261461	FBgn0261461	FBtr0339261						NA
AkaaF3Heat_REP3.mLb.clN_peak_1587	chr2L	15264454	15264965	+	127	NA	promoter-TSS (FBgn0045842)	-promoter-TSS (FBgn0045842)	-17	FBgn0045842	FBgn0045842	FBtr0415452						NA
AkaaF3Heat_REP3.mLb.clN_peak_12795	chrX	13413045	13413480	+	126	NA	promoter-TSS (FBgn0030486)	-promoter-TSS (FBgn0030486)	20	FBgn0030486	FBgn0030486	FBtr0301559						NA
AkaaF3Heat_REP3.mLb.clN_peak_863	chr2L	7984138	7984371	+	126	NA	promoter-TSS (FBgn0085450)	-promoter-TSS (FBgn0085450)	-1029	FBgn0031968	FBgn0031968	FBtr0306336						NA
AkaaF3Heat_REP3.mLb.clN_peak_6221	chr3L	9692296	9693274	+	126	NA	intron (FBgn0036030, intron 1 of 5)	-intron (FBgn0036030, intron 2 of 6)	-1036	FBgn0267454	FBgn0267454	FBtr0346825						NA
AkaaF3Heat_REP3.mLb.clN_peak_13937	chrX	23013048	23013700	+	125	NA	promoter-TSS (FBgn0039966)	-promoter-TSS (FBgn0039966)	35	FBgn0039966	FBgn0039966	FBtr0336924						NA
AkaaF3Heat_REP3.mLb.clN_peak_5682	chr3L	4825442	4825896	+	125	NA	promoter-TSS (FBgn0027085)	-promoter-TSS (FBgn0027085)	18	FBgn0261797	FBgn0261797	FBtr0332750						NA
AkaaF3Heat_REP3.mLb.clN_peak_13548	chrX	19886782	19887692	+	125	NA	promoter-TSS (FBgn0052529)	-promoter-TSS (FBgn0052529)	2823	FBgn0086782	FBgn0086782	FBtr0074802						NA
AkaaF3Heat_REP3.mLb.clN_peak_8482	chr3R	7810215	7810568	+	125	NA	promoter-TSS (FBgn0051472)	-promoter-TSS (FBgn0051472)	-141	FBgn0051472	FBgn0051472	FBtr0081748						NA
AkaaF3Heat_REP3.mLb.clN_peak_10091	chr3R	23201145	23201298	+	124	NA	promoter-TSS (FBgn0262975)	-promoter-TSS (FBgn0262975)	2813	FBgn0011596	FBgn0011596	FBtr0084399						NA
AkaaF3Heat_REP3.mLb.clN_peak_2421	chr2R	3140729	3141032	+	124	NA	intron (FBgn0260995, intron 4 of 6)	-intron (FBgn0260995, intron 4 of 6)	74381	FBgn0260995	FBgn0260995	FBtr0334939						NA
AkaaF3Heat_REP3.mLb.clN_peak_7019	chr3L	16890910	16891311	+	124	NA	promoter-TSS (FBgn0261565)	-promoter-TSS (FBgn0261565)	4004	FBgn0261565	FBgn0261565	FBtr0479915						NA
AkaaF3Heat_REP3.mLb.clN_peak_12266	chrX	8294057	8295948	+	123	NA	intron (FBgn0015519, intron 6 of 11)	-intron (FBgn0015519, intron 6 of 11)	-21196	FBgn0030029	FBgn0030029	FBtr0071178						NA
AkaaF3Heat_REP3.mLb.clN_peak_10139	chr3R	23601363	23601845	+	122	NA	promoter-TSS (FBgn0051143)	-promoter-TSS (FBgn0051143)	-149	FBgn0051143	FBgn0051143	FBtr0084482						NA
AkaaF3Heat_REP3.mLb.clN_peak_1055	chr2L	10009686	10010256	+	122	NA	promoter-TSS (FBgn0011584)	-promoter-TSS (FBgn0011584)	590	FBgn0011584	FBgn0011584	FBtr0079932						NA
AkaaF3Heat_REP3.mLb.clN_peak_11840	chrX	4411374	4411738	+	122	NA	intron (FBgn0052773, intron 3 of 4)	-intron (FBgn0052773, intron 3 of 4)	-1906	FBgn0000179	FBgn0000179	FBtr0331162						NA
AkaaF3Heat_REP3.mLb.clN_peak_11493	chrX	1695441	1696175	+	122	NA	promoter-TSS (FBgn0023130)	-promoter-TSS (FBgn0023130)	81	FBgn0023130	FBgn0023130	FBtr0333116						NA
AkaaF3Heat_REP3.mLb.clN_peak_4808	chr2R	22933941	22934499	+	122	NA	promoter-TSS (FBgn0034800)	-promoter-TSS (FBgn0034800)	-143	FBgn0034800	FBgn0034800	FBtr0303465						NA
AkaaF3Heat_REP3.mLb.clN_peak_9516	chr3R	17798212	17798404	+	121	NA	promoter-TSS (FBgn0038546)	-promoter-TSS (FBgn0038546)	-4	FBgn0038546	FBgn0038546	FBtr0083529						NA
AkaaF3Heat_REP3.mLb.clN_peak_2663	chr2R	6537509	6538240	+	121	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-4279	FBgn0264506	FBgn0264506	FBtr0332951						NA
AkaaF3Heat_REP3.mLb.clN_peak_3987	chr2R	16517078	16517303	+	121	NA	exon (FBgn0011260, exon 2 of 15)	-exon (FBgn0011260, exon 2 of 15)	736	FBgn0011260	FBgn0011260	FBtr0087088						NA
AkaaF3Heat_REP3.mLb.clN_peak_13961	chrX	23221033	23223647	+	121	NA	Intergenic	Intergenic	7888	FBgn0267519	FBgn0267519	FBtr0346895						NA
AkaaF3Heat_REP3.mLb.clN_peak_4786	chr2R	22729195	22729499	+	121	NA	promoter-TSS (FBgn0028371)	-promoter-TSS (FBgn0028371)	11112	FBgn0028371	FBgn0028371	FBtr0330234						NA
AkaaF3Heat_REP3.mLb.clN_peak_13645	chrX	20656149	20657744	+	121	NA	promoter-TSS (FBgn0031126)	-promoter-TSS (FBgn0031126)	602	FBgn0267022	FBgn0267022	FBtr0345969						NA
AkaaF3Heat_REP3.mLb.clN_peak_10774	chr3R	29556058	29556372	+	121	NA	promoter-TSS (FBgn0000492)	-promoter-TSS (FBgn0000492)	-171	FBgn0000492	FBgn0000492	FBtr0085441						NA
AkaaF3Heat_REP3.mLb.clN_peak_3311	chr2R	11196954	11197559	+	120	NA	intron (FBgn0003396, intron 2 of 7)	-intron (FBgn0003396, intron 2 of 7)	21985	FBgn0033582	FBgn0033582	FBtr0339485						NA
AkaaF3Heat_REP3.mLb.clN_peak_8568	chr3R	8517813	8518205	+	120	NA	TTS (FBgn0267948)	-TTS (FBgn0267948)	966	FBgn0267948	FBgn0267948	FBtr0347523						NA
AkaaF3Heat_REP3.mLb.clN_peak_8540	chr3R	8269876	8270020	+	120	NA	promoter-TSS (FBgn0037561)	-promoter-TSS (FBgn0037561)	-52	FBgn0037561	FBgn0037561	FBtr0081866						NA
AkaaF3Heat_REP3.mLb.clN_peak_942	chr2L	8825275	8825613	+	119	NA	promoter-TSS (FBgn0029123)	-promoter-TSS (FBgn0029123)	-201	FBgn0029123	FBgn0029123	FBtr0330210						NA
AkaaF3Heat_REP3.mLb.clN_peak_10915	chr3R	30781713	30782168	+	119	NA	intron (FBgn0266699, intron 2 of 3)	-intron (FBgn0004606, intron 3 of 4)	1705	FBgn0266699	FBgn0266699	FBtr0345123						NA
AkaaF3Heat_REP3.mLb.clN_peak_12710	chrX	12665090	12665485	+	118	NA	intron (FBgn0011837, intron 1 of 2)	-intron (FBgn0011837, intron 2 of 3)	4753	FBgn0011837	FBgn0011837	FBtr0333756						NA
AkaaF3Heat_REP3.mLb.clN_peak_1882	chr2L	18319845	18320317	+	118	NA	promoter-TSS (FBgn0000636)	-promoter-TSS (FBgn0000636)	-21	FBgn0000636	FBgn0000636	FBtr0344782						NA
AkaaF3Heat_REP3.mLb.clN_peak_6125	chr3L	8765900	8766584	+	118	NA	promoter-TSS (FBgn0266084)	-promoter-TSS (FBgn0266084)	10253	FBgn0035924	FBgn0035924	FBtr0076576						NA
AkaaF3Heat_REP3.mLb.clN_peak_5242	chr3L	1178054	1178537	+	118	NA	Intergenic	Intergenic	-1019	FBgn0025525	FBgn0025525	FBtr0333271						NA
AkaaF3Heat_REP3.mLb.clN_peak_1180	chr2L	11358509	11358972	+	118	NA	promoter-TSS (FBgn0000287)	-promoter-TSS (FBgn0000287)	-133	FBgn0000287	FBgn0000287	FBtr0307093						NA
AkaaF3Heat_REP3.mLb.clN_peak_6299	chr3L	10363706	10364049	+	118	NA	promoter-TSS (FBgn0267668)	-promoter-TSS (FBgn0267668)	-142	FBgn0267668	FBgn0267668	FBtr0347140						NA
AkaaF3Heat_REP3.mLb.clN_peak_2044	chr2L	19735576	19736209	+	118	NA	promoter-TSS (FBgn0032816)	-promoter-TSS (FBgn0032816)	-152	FBgn0032816	FBgn0032816	FBtr0081289						NA
AkaaF3Heat_REP3.mLb.clN_peak_11475	chrX	1560037	1560304	+	118	NA	intron (FBgn0025390, intron 4 of 8)	-intron (FBgn0025390, intron 3 of 7)	-1770	FBgn0065095	FBgn0065095	FBtr0091687						NA
AkaaF3Heat_REP3.mLb.clN_peak_4891	chr2R	23580657	23581037	+	117	NA	promoter-TSS (FBgn0015903)	-promoter-TSS (FBgn0015903)	-15745	FBgn0015903	FBgn0015903	FBtr0332926						NA
AkaaF3Heat_REP3.mLb.clN_peak_4562	chr2R	21075902	21076202	+	117	NA	promoter-TSS (FBgn0003748)	-promoter-TSS (FBgn0003748)	387	FBgn0003748	FBgn0003748	FBtr0071535						NA
AkaaF3Heat_REP3.mLb.clN_peak_391	chr2L	3631974	3632468	+	117	NA	promoter-TSS (FBgn0000721)	-promoter-TSS (FBgn0000721)	-67	FBgn0000721	FBgn0000721	FBtr0089312						NA
AkaaF3Heat_REP3.mLb.clN_peak_9416	chr3R	16830086	16830329	+	117	NA	promoter-TSS (FBgn0000014)	-promoter-TSS (FBgn0000014)	-158	FBgn0000014	FBgn0000014	FBtr0306337						NA
AkaaF3Heat_REP3.mLb.clN_peak_2488	chr2R	5416585	5417158	+	117	NA	intron (FBgn0286203, intron 1 of 7)	-intron (FBgn0286203, intron 1 of 7)	3127	FBgn0286203	FBgn0286203	FBtr0335262						NA
AkaaF3Heat_REP3.mLb.clN_peak_3379	chr2R	11665451	11665749	+	116	NA	promoter-TSS (FBgn0050035)	-promoter-TSS (FBgn0050035)	-4965	FBgn0011916	FBgn0011916	FBtr0088086						NA
AkaaF3Heat_REP3.mLb.clN_peak_9417	chr3R	16847282	16847559	+	116	NA	intron (FBgn0288835, intron 5 of 7)	-intron (FBgn0264857, intron 4 of 6)	-2818	FBgn0020546	FBgn0020546	FBtr0345273						NA
AkaaF3Heat_REP3.mLb.clN_peak_12323	chrX	9029979	9030547	+	116	NA	promoter-TSS (FBgn0259734)	-promoter-TSS (FBgn0259734)	58	FBgn0259734	FBgn0259734	FBtr0343357						NA
AkaaF3Heat_REP3.mLb.clN_peak_10880	chr3R	30532156	30532634	+	116	NA	promoter-TSS (FBgn0082582)	-promoter-TSS (FBgn0082582)	-212	FBgn0082582	FBgn0082582	FBtr0306686						NA
AkaaF3Heat_REP3.mLb.clN_peak_1953	chr2L	18936196	18936387	+	116	NA	intron (FBgn0032723, intron 6 of 10)	-intron (FBgn0032723, intron 6 of 10)	7669	FBgn0032723	FBgn0032723	FBtr0342929						NA
AkaaF3Heat_REP3.mLb.clN_peak_2624	chr2R	6235423	6236413	+	115	NA	exon (FBgn0263144, exon 3 of 7)	-exon (FBgn0263144, exon 3 of 7)	-9594	FBgn0286511	FBgn0286511	FBtr0336520						NA
AkaaF3Heat_REP3.mLb.clN_peak_7901	chr3L	27006828	27008483	+	114	NA	Intergenic	Intergenic	76251	FBgn0063670	FBgn0063670	FBtr0333872						NA
AkaaF3Heat_REP3.mLb.clN_peak_5960	chr3L	7435043	7435599	+	113	NA	promoter-TSS (FBgn0014011)	-promoter-TSS (FBgn0014011)	-131	FBgn0014011	FBgn0014011	FBtr0332800						NA
AkaaF3Heat_REP3.mLb.clN_peak_11244	chr4	1278875	1279429	+	113	NA	Intergenic	Intergenic	48315	FBgn0053653	FBgn0053653	FBtr0333702						NA
AkaaF3Heat_REP3.mLb.clN_peak_6753	chr3L	14409451	14410816	+	113	NA	promoter-TSS (FBgn0003459)	-promoter-TSS (FBgn0003459)	-194	FBgn0003459	FBgn0003459	FBtr0333042						NA
AkaaF3Heat_REP3.mLb.clN_peak_11162	chr4	704424	704688	+	113	NA	promoter-TSS (FBgn0005558)	-promoter-TSS (FBgn0005558)	-95	FBgn0005558	FBgn0005558	FBtr0100396						NA
AkaaF3Heat_REP3.mLb.clN_peak_2598	chr2R	6120339	6121176	+	113	NA	intron (FBgn0000546, intron 4 of 7)	-intron (FBgn0000546, intron 3 of 6)	11084	FBgn0000546	FBgn0000546	FBtr0086008						NA
AkaaF3Heat_REP3.mLb.clN_peak_2373	chr2L	23332149	23332776	+	112	NA	Intergenic	Intergenic	-8270	FBgn0260435	FBgn0260435	FBtr0302459						NA
AkaaF3Heat_REP3.mLb.clN_peak_3361	chr2R	11603142	11603736	+	112	NA	intron (FBgn0033636, intron 1 of 15)	-intron (FBgn0033636, intron 1 of 16)	1497	FBgn0033636	FBgn0033636	FBtr0113066						NA
AkaaF3Heat_REP3.mLb.clN_peak_13984	chrX	23383857	23384768	+	112	NA	Intergenic	Intergenic	92612	FBgn0267524	FBgn0267524	FBtr0346898						NA
AkaaF3Heat_REP3.mLb.clN_peak_7813	chr3L	22894658	22895124	+	112	NA	Intergenic	Intergenic	-1236	FBgn0265899	FBgn0265899	FBtr0342774						NA
AkaaF3Heat_REP3.mLb.clN_peak_5716	chr3L	5184235	5185263	+	112	NA	promoter-TSS (FBgn0052423)	-promoter-TSS (FBgn0052423)	48	FBgn0052423	FBgn0052423	FBtr0308859						NA
AkaaF3Heat_REP3.mLb.clN_peak_13471	chrX	19353090	19354197	+	111	NA	exon (FBgn0031016, exon 1 of 6)	-exon (FBgn0031016, exon 1 of 6)	462	FBgn0031016	FBgn0031016	FBtr0309224						NA
AkaaF3Heat_REP3.mLb.clN_peak_8870	chr3R	11604781	11605025	+	111	NA	promoter-TSS (FBgn0051363)	-promoter-TSS (FBgn0051363)	-14757	FBgn0037918	FBgn0037918	FBtr0082459						NA
AkaaF3Heat_REP3.mLb.clN_peak_7177	chr3L	18139148	18139460	+	111	NA	promoter-TSS (FBgn0020300)	-promoter-TSS (FBgn0020300)	-98	FBgn0020300	FBgn0020300	FBtr0075126						NA
AkaaF3Heat_REP3.mLb.clN_peak_993	chr2L	9387138	9388459	+	111	NA	exon (FBgn0012036, exon 1 of 4)	-exon (FBgn0012036, exon 1 of 4)	239	FBgn0012036	FBgn0012036	FBtr0332597						NA
AkaaF3Heat_REP3.mLb.clN_peak_1596	chr2L	15339537	15340029	+	111	NA	Intergenic	Intergenic	5917	FBgn0287768	FBgn0287768	FBtr0080734						NA
AkaaF3Heat_REP3.mLb.clN_peak_2120	chr2L	20428814	20429456	+	111	NA	exon (FBgn0263355, exon 1 of 5)	-exon (FBgn0263355, exon 1 of 5)	110	FBgn0263355	FBgn0263355	FBtr0330204						NA
AkaaF3Heat_REP3.mLb.clN_peak_6780	chr3L	14673968	14674852	+	111	NA	promoter-TSS (FBgn0011928)	-promoter-TSS (FBgn0011928)	66	FBgn0011928	FBgn0011928	FBtr0075681						NA
AkaaF3Heat_REP3.mLb.clN_peak_4531	chr2R	20831862	20832047	+	111	NA	exon (FBgn0016984, exon 1 of 2)	-exon (FBgn0016984, exon 1 of 2)	4074	FBgn0016984	FBgn0016984	FBtr0344196						NA
AkaaF3Heat_REP3.mLb.clN_peak_8833	chr3R	11198132	11198322	+	110	NA	TTS (FBgn0037870)	-TTS (FBgn0037870)	2135	FBgn0037870	FBgn0037870	FBtr0082341						NA
AkaaF3Heat_REP3.mLb.clN_peak_7168	chr3L	18063249	18063599	+	110	NA	intron (FBgn0000568, intron 1 of 7)	-intron (FBgn0000568, intron 1 of 7)	6726	FBgn0264748	FBgn0264748	FBtr0334132						NA
AkaaF3Heat_REP3.mLb.clN_peak_1231	chr2L	11970809	11971376	+	110	NA	promoter-TSS (FBgn0263019)	-promoter-TSS (FBgn0263019)	2	FBgn0263019	FBgn0263019	FBtr0306899						NA
AkaaF3Heat_REP3.mLb.clN_peak_8678	chr3R	9533521	9533880	+	110	NA	promoter-TSS (FBgn0000244)	-promoter-TSS (FBgn0000244)	-689	FBgn0000244	FBgn0000244	FBtr0302382						NA
AkaaF3Heat_REP3.mLb.clN_peak_7957	chr3R	3623034	3623464	+	110	NA	exon (FBgn0086378, exon 1 of 3)	-exon (FBgn0086378, exon 1 of 3)	106	FBgn0086378	FBgn0086378	FBtr0301810						NA
AkaaF3Heat_REP3.mLb.clN_peak_9357	chr3R	16224430	16224957	+	110	NA	promoter-TSS (FBgn0040071)	-promoter-TSS (FBgn0040071)	1298	FBgn0267203	FBgn0267203	FBtr0346358						NA
AkaaF3Heat_REP3.mLb.clN_peak_4134	chr2R	17716488	17716885	+	110	NA	promoter-TSS (FBgn0028494)	-promoter-TSS (FBgn0028494)	584	FBgn0028494	FBgn0028494	FBtr0086886						NA
AkaaF3Heat_REP3.mLb.clN_peak_7837	chr3L	23114000	23114138	+	110	NA	Intergenic	Intergenic	-11956	FBgn0053217	FBgn0053217	FBtr0070045						NA
AkaaF3Heat_REP3.mLb.clN_peak_6836	chr3L	15235396	15235700	+	109	NA	promoter-TSS (FBgn0029114)	-promoter-TSS (FBgn0029114)	-71	FBgn0029114	FBgn0029114	FBtr0075607						NA
AkaaF3Heat_REP3.mLb.clN_peak_3183	chr2R	10270977	10271997	+	108	NA	promoter-TSS (FBgn0033504)	-promoter-TSS (FBgn0033504)	5416	FBgn0033502	FBgn0033502	FBtr0310142						NA
AkaaF3Heat_REP3.mLb.clN_peak_9542	chr3R	18121479	18122070	+	108	NA	promoter-TSS (FBgn0003499)	-promoter-TSS (FBgn0003499)	-287	FBgn0003499	FBgn0003499	FBtr0330050						NA
AkaaF3Heat_REP3.mLb.clN_peak_1437	chr2L	14094682	14094910	+	108	NA	TTS (FBgn0028875)	-TTS (FBgn0028875)	-9294	FBgn0283651	FBgn0283651	FBtr0445730						NA
AkaaF3Heat_REP3.mLb.clN_peak_5905	chr3L	6904114	6904440	+	108	NA	Intergenic	Intergenic	9687	FBgn0041194	FBgn0041194	FBtr0076945						NA
AkaaF3Heat_REP3.mLb.clN_peak_7111	chr3L	17590418	17591026	+	108	NA	intron (FBgn0000567, intron 5 of 7)	-intron (FBgn0000567, intron 5 of 7)	-24560	FBgn0086080	FBgn0086080	FBtr0114356						NA
AkaaF3Heat_REP3.mLb.clN_peak_11029	chr3R	31713292	31714031	+	108	NA	promoter-TSS (FBgn0003870)	-promoter-TSS (FBgn0003870)	4386	FBgn0054046	FBgn0054046	FBtr0308935						NA
AkaaF3Heat_REP3.mLb.clN_peak_581	chr2L	5461206	5461661	+	108	NA	promoter-TSS (FBgn0261963)	-promoter-TSS (FBgn0261963)	-206	FBgn0261963	FBgn0261963	FBtr0079093						NA
AkaaF3Heat_REP3.mLb.clN_peak_11818	chrX	4205908	4206222	+	108	NA	promoter-TSS (FBgn0000635)	-promoter-TSS (FBgn0000635)	28	FBgn0000635	FBgn0000635	FBtr0343524						NA
AkaaF3Heat_REP3.mLb.clN_peak_5196	chr3L	769383	769600	+	107	NA	promoter-TSS (FBgn0052480)	-promoter-TSS (FBgn0052480)	-12	FBgn0052480	FBgn0052480	FBtr0072579						NA
AkaaF3Heat_REP3.mLb.clN_peak_7366	chr3L	19663589	19663895	+	107	NA	promoter-TSS (FBgn0036899)	-promoter-TSS (FBgn0036899)	362	FBgn0036899	FBgn0036899	FBtr0331861						NA
AkaaF3Heat_REP3.mLb.clN_peak_7801	chr3L	22835137	22835852	+	107	NA	promoter-TSS (FBgn0027339)	-promoter-TSS (FBgn0027339)	-1574	FBgn0037195	FBgn0037195	FBtr0078546						NA
AkaaF3Heat_REP3.mLb.clN_peak_12162	chrX	7307452	7308250	+	107	NA	promoter-TSS (FBgn0024250)	-promoter-TSS (FBgn0024250)	-88	FBgn0024250	FBgn0024250	FBtr0071048						NA
AkaaF3Heat_REP3.mLb.clN_peak_5302	chr3L	1586450	1586823	+	107	NA	promoter-TSS (FBgn0035237)	-promoter-TSS (FBgn0035237)	-58	FBgn0035237	FBgn0035237	FBtr0347066						NA
AkaaF3Heat_REP3.mLb.clN_peak_7036	chr3L	17009999	17010541	+	106	NA	intron (FBgn0036684, intron 1 of 6)	-intron (FBgn0036684, intron 1 of 6)	5781	FBgn0036685	FBgn0036685	FBtr0075294						NA
AkaaF3Heat_REP3.mLb.clN_peak_13751	chrX	21373930	21374334	+	106	NA	promoter-TSS (FBgn0003423)	-promoter-TSS (FBgn0003423)	285	FBgn0267171	FBgn0267171	FBtr0346292						NA
AkaaF3Heat_REP3.mLb.clN_peak_8519	chr3R	8119738	8120129	+	106	NA	intron (FBgn0243512, intron 3 of 3)	-intron (FBgn0243512, intron 3 of 3)	-2792	FBgn0037549	FBgn0037549	FBtr0113205						NA
AkaaF3Heat_REP3.mLb.clN_peak_2157	chr2L	20714576	20714817	+	106	NA	promoter-TSS (FBgn0014859)	-promoter-TSS (FBgn0014859)	-108	FBgn0014859	FBgn0014859	FBtr0301347						NA
AkaaF3Heat_REP3.mLb.clN_peak_13367	chrX	18534375	18534887	+	106	NA	promoter-TSS (FBgn0265598)	-promoter-TSS (FBgn0265598)	-32	FBgn0265598	FBgn0265598	FBtr0340367						NA
AkaaF3Heat_REP3.mLb.clN_peak_8051	chr3R	4738918	4739864	+	106	NA	intron (FBgn0026620, intron 4 of 10)	-intron (FBgn0026620, intron 1 of 7)	1891	FBgn0267812	FBgn0267812	FBtr0347382						NA
AkaaF3Heat_REP3.mLb.clN_peak_1845	chr2L	17963202	17963691	+	106	NA	promoter-TSS (FBgn0032656)	-promoter-TSS (FBgn0032656)	67	FBgn0032656	FBgn0032656	FBtr0340182						NA
AkaaF3Heat_REP3.mLb.clN_peak_9916	chr3R	21605292	21605936	+	106	NA	intron (FBgn0283499, intron 1 of 12)	-intron (FBgn0283499, intron 1 of 12)	10126	FBgn0264826	FBgn0264826	FBtr0334680						NA
AkaaF3Heat_REP3.mLb.clN_peak_13102	chrX	16149087	16149351	+	105	NA	promoter-TSS (FBgn0285879)	-promoter-TSS (FBgn0285879)	-24887	FBgn0285879	FBgn0285879	FBtr0310301						NA
AkaaF3Heat_REP3.mLb.clN_peak_6781	chr3L	14706511	14706885	+	105	NA	promoter-TSS (FBgn0259175)	-promoter-TSS (FBgn0259175)	-53	FBgn0259175	FBgn0259175	FBtr0333043						NA
AkaaF3Heat_REP3.mLb.clN_peak_6462	chr3L	11553052	11553624	+	105	NA	promoter-TSS (FBgn0259481)	-promoter-TSS (FBgn0259481)	-8658	FBgn0036173	FBgn0036173	FBtr0333215						NA
AkaaF3Heat_REP3.mLb.clN_peak_9418	chr3R	16869396	16869642	+	105	NA	intron (FBgn0288835, intron 4 of 7)	-intron (FBgn0264857, intron 3 of 6)	19281	FBgn0020546	FBgn0020546	FBtr0345273						NA
AkaaF3Heat_REP3.mLb.clN_peak_11249	chr4	1318480	1319478	+	105	NA	Intergenic	Intergenic	88142	FBgn0053653	FBgn0053653	FBtr0333702						NA
AkaaF3Heat_REP3.mLb.clN_peak_1279	chr2L	12586905	12587483	+	105	NA	promoter-TSS (FBgn0085424)	-promoter-TSS (FBgn0085424)	4792	FBgn0265806	FBgn0265806	FBtr0342627						NA
AkaaF3Heat_REP3.mLb.clN_peak_4714	chr2R	22270490	22270942	+	105	NA	promoter-TSS (FBgn0020307)	-promoter-TSS (FBgn0020307)	-202	FBgn0020307	FBgn0020307	FBtr0071776						NA
AkaaF3Heat_REP3.mLb.clN_peak_12650	chrX	12006899	12007207	+	105	NA	promoter-TSS (FBgn0030360)	-promoter-TSS (FBgn0030360)	-123	FBgn0030360	FBgn0030360	FBtr0339626						NA
AkaaF3Heat_REP3.mLb.clN_peak_8416	chr3R	7313091	7313387	+	105	NA	promoter-TSS (FBgn0265422)	-promoter-TSS (FBgn0265422)	-381	FBgn0265422	FBgn0265422	FBtr0339732						NA
AkaaF3Heat_REP3.mLb.clN_peak_13621	chrX	20468231	20468706	+	104	NA	promoter-TSS (FBgn0031117)	-promoter-TSS (FBgn0031117)	1013	FBgn0031117	FBgn0031117	FBtr0340044						NA
AkaaF3Heat_REP3.mLb.clN_peak_5091	chr2R	25262572	25262878	+	104	NA	Intergenic	Intergenic	10798	FBgn0050428	FBgn0050428	FBtr0343515						NA
AkaaF3Heat_REP3.mLb.clN_peak_1038	chr2L	9782177	9782803	+	104	NA	exon (FBgn0032147, exon 1 of 4)	-exon (FBgn0032147, exon 1 of 4)	-3756	FBgn0032147	FBgn0032147	FBtr0307204						NA
AkaaF3Heat_REP3.mLb.clN_peak_7191	chr3L	18234227	18234824	+	104	NA	exon (FBgn0267599, exon 1 of 1)	-exon (FBgn0267599, exon 1 of 1)	235	FBgn0267599	FBgn0267599	FBtr0347044						NA
AkaaF3Heat_REP3.mLb.clN_peak_5448	chr3L	2821039	2821352	+	104	NA	promoter-TSS (FBgn0263392)	-promoter-TSS (FBgn0263392)	38940	FBgn0035375	FBgn0035375	FBtr0333442						NA
